item_id,store_id,cat_id,dept_id,abc_class,xyz_class,forecast_mean,safety_stock,EOQ,demand_during_lead_time,ROP,naive_current_stock,stockout_risk,DOH,turnover,total_annual_cost_EOQ,state_id,abc_xyz,sell_price,D_annual,holding_cost_per_unit,forecast_error_std,annual_ordering_cost,annual_holding_cost,total_annual_cost_naive,service_level,Z_score,sigma_L,ss_holding_cost,naive_order_frequency,naive_annual_ordering_cost,naive_annual_holding_cost,naive_stockout_cost,naive_total_cost,optimized_stockout_cost,optimized_total_cost,annual_saving,annual_saving_pct
FOODS_1_012,CA_1,FOODS,FOODS_1,A,Z,3.593015405557208,11.0,110.0,25.151107838900455,36.2,50.30221567780092,0,14.0,19.870463985278494,130.8913919558355,CA,AZ,5.4,1311.450623028381,1.08,2.029869545160568,59.61139195583549,71.28,246.65510383806352,0.98,2.0537489106318225,5.3705300103986575,11.880000000000004,43.7150207676127,218.5751038380635,16.2,39.46066395792145,274.23576779598494,0.06576777326320246,130.9571597290987,143.27860806688625,52.24650643437474
FOODS_1_013,CA_1,FOODS,FOODS_1,B,Z,2.0482821775455564,11.1,159.0,14.337975242818896,25.4,28.67595048563779,0,14.0,8.251909434924151,50.3277570693122,CA,BZ,1.48,747.6229948041281,0.296,2.55934846206306,23.510157069312207,26.817599999999995,132.32943246735468,0.95,1.6448536269514722,6.771399548974485,3.2856000000000005,24.920766493470936,124.60383246735468,4.44,13.636208605871985,142.68004107322668,0.056817535857799986,50.38457460517,92.29546646805667,64.6870198339013
FOODS_1_014,CA_1,FOODS,FOODS_1,C,Z,1.6848726165769872,3.7,177.0,11.79410831603891,15.5,23.58821663207782,0,14.0,6.670048861720177,35.44347415397176,CA,CZ,0.98,614.9785050506003,0.196,1.1001442906807546,17.37227415397176,18.0712,106.1616175084334,0.9,1.2815515655446004,2.910708199428831,0.7252000000000001,20.49928350168668,102.4964175084334,2.94,3.8813090575217015,109.3177265659551,0.032344242146014175,35.47581839611778,73.84190816983732,67.54797276659974
FOODS_1_015,CA_1,FOODS,FOODS_1,B,Z,0.6469023360704099,3.6,60.0,4.52831635249287,8.1,9.05663270498574,0,14.000000000000002,7.027361686479154,41.44941272214164,CA,BZ,3.24,236.1193526656996,0.6480000000000001,0.8317445171439015,19.67661272214164,21.772800000000004,51.40602544428327,0.95,1.6448536269514722,2.2005891467042624,2.3328,7.870645088856653,39.35322544428327,9.72,9.701468047966468,58.77469349224974,0.04042278353319365,41.48983550567483,17.284857986574906,29.408673970973844
FOODS_1_016,CA_1,FOODS,FOODS_1,B,Z,1.0816271038776224,2.1,100.0,7.571389727143357,9.7,15.142779454286714,0,14.0,7.577617906244379,40.37129464576661,CA,BZ,1.98,394.79389291533215,0.396,0.4755948656056709,19.73969464576661,20.6316,72.57058215255537,0.95,1.6448536269514722,1.2583057392117916,0.8316000000000001,13.159796430511072,65.79898215255537,5.94,3.3900402020372216,75.12902235459259,0.014125167508488436,40.3854198132751,34.74360254131749,46.24524777832895
FOODS_1_017,CA_1,FOODS,FOODS_1,C,Z,0.893702305745404,3.2,83.0,6.255916140217828,9.5,12.511832280435655,0,14.0,7.297569163245469,40.9278832287393,CA,CZ,2.38,326.2013415970725,0.476,0.956044540814477,19.650683228739307,21.2772,63.030090266178746,0.9,1.2815515655446004,2.529456097296047,1.5232,10.873378053235749,54.36689026617874,7.14,8.19138962569844,69.69827989187718,0.06826158021415364,40.99614480895345,28.702135082923725,41.180550118954585
FOODS_1_018,CA_1,FOODS,FOODS_1,A,Y,9.335778617071387,30.4,417.0,65.35045031949971,95.8,130.70090063899943,0,14.0,14.263537861996888,87.68242392363378,CA,AY,0.98,3407.5591952310565,0.196,5.603511784255115,40.85802392363377,46.8244,576.8249325385095,0.98,2.0537489106318225,14.825498649758854,5.9584,113.58530650770189,567.9265325385095,2.94,19.769189574852042,590.6357221133616,0.0329486492914201,87.7153725729252,502.92034954043635,85.1489895905602
FOODS_1_019,CA_1,FOODS,FOODS_1,A,Z,8.331276464646749,40.2,375.0,58.31893525252724,98.5,116.63787050505448,0,14.0,13.354922747457458,89.72874546128085,CA,AZ,1.08,3040.915909596063,0.216,7.395837525149718,40.545545461280845,49.18320000000001,518.7425182660105,0.98,2.0537489106318225,19.567546828585563,8.683200000000001,101.3638636532021,506.8193182660105,3.2400000000000007,28.755016297782102,538.8143345637926,0.047925027162970216,89.77667048844383,449.0376640753488,83.33810651843102
FOODS_1_020,CA_1,FOODS,FOODS_1,B,Z,1.1690261249270293,4.4,89.0,8.183182874489205,12.6,16.36636574897841,0,14.0,8.72585962368846,50.18200312350369,CA,BZ,2.68,426.6945355983657,0.536,1.0202966681339751,23.97160312350369,26.2104,81.51415593306095,0.95,1.6448536269514722,2.6994512473902983,2.3584000000000005,14.22315118661219,71.11575593306095,8.040000000000001,9.843822254156592,88.99957818721755,0.04101592605898584,50.22301904956268,38.77655913765487,43.56937406611676
FOODS_1_021,CA_1,FOODS,FOODS_1,A,Z,2.3801025595935537,9.3,211.0,16.660717917154876,26.0,33.32143583430975,0,14.0,7.567399253063128,43.08699512444662,CA,AZ,0.98,868.7374342516471,0.196,1.7089865185644153,20.58619512444661,22.5008,149.5523723752745,0.98,2.0537489106318225,4.521553322083513,1.8228,28.957914475054903,144.7895723752745,2.94,6.029304437495257,153.75887681276976,0.01004884072915877,43.09704396517578,110.66183284759398,71.97102056250418
FOODS_1_022,CA_1,FOODS,FOODS_1,C,Z,0.0623160757294412,0.9,16.0,0.4362125301060884,1.3,0.8724250602121768,1,14.0,2.555659285533263,15.349327387889389,CA,CZ,4.63,22.74536764124604,0.926,0.262265264156481,7.1079273878893865,8.2414,18.51429460687434,0.9,1.2815515655446004,0.6938886664887108,0.8334,0.7581789213748681,3.7908946068743403,13.89,4.371437422960225,22.052332029834567,0.0364286451913352,15.385756033080725,6.666575996753842,30.230707517620548
FOODS_1_023,CA_1,FOODS,FOODS_1,A,Z,0.2653497179030116,5.1,30.0,1.8574480253210808,7.0,3.7148960506421616,1,14.0,4.818539653462649,37.85010783909988,CA,AZ,5.4,96.85264703459924,1.08,0.9371802805793976,16.14210783909987,21.708,37.85010783909988,0.98,2.0537489106318225,2.479545956046822,5.508,3.2284215678199746,16.14210783909987,16.2,18.21878465446349,50.56089249356336,0.030364641090772512,37.88047248019065,12.68042001337271,25.079501939145928
FOODS_1_024,CA_1,FOODS,FOODS_1,A,Z,0.5133236646243778,1.4,44.0,3.5932656523706448,5.0,7.1865313047412895,0,14.0,8.00697169179051,43.4744656349884,CA,AZ,4.74,187.3631375878979,0.948,0.262265264156481,21.2912656349884,22.1832,46.77438959798299,0.98,2.0537489106318225,0.6938886664887108,1.3272000000000002,6.245437919596597,31.227189597982985,14.220000000000002,4.475294467566192,49.92248406554918,0.007458824112610326,43.48192445910101,6.4405596064481685,12.901120060435275
FOODS_1_025,CA_1,FOODS,FOODS_1,B,Z,0.5916850608686296,3.8,50.0,4.141795426080408,7.9,8.283590852160815,0,14.000000000000002,7.498786361703118,46.19170472170498,CA,BZ,4.27,215.9650472170498,0.854,0.8629652337776967,21.59650472170497,24.5952,52.049374536174966,0.95,1.6448536269514722,2.2831913986705024,3.2452,7.1988349072349935,35.99417453617497,12.81,13.265501573630752,62.06967610980572,0.055272923223461515,46.24697764492844,15.822698464877277,25.491833462906726
FOODS_1_026,CA_1,FOODS,FOODS_1,A,Z,1.1550592850385937,6.5,55.0,8.085414995270156,14.6,16.170829990540312,0,14.0,12.399901148208432,85.79096718537153,CA,AZ,6.98,421.5966390390867,1.396,1.1930131697849873,38.32696718537152,47.464000000000006,100.28010650651449,0.98,2.0537489106318225,3.1564161580759533,9.074000000000002,14.05322130130289,70.26610650651446,20.94,29.97803493035717,121.18414143687163,0.04996339155059532,85.84093057692212,35.34321085994951,29.164881180728443
FOODS_1_027,CA_1,FOODS,FOODS_1,B,Z,1.0975947297802524,7.2,106.0,7.683163108461767,14.9,15.366326216923534,0,14.0,6.654851766940069,40.32846775329209,CA,BZ,1.78,400.6220763697921,0.356,1.64389201360094,18.89726775329208,21.431200000000004,74.67354606163202,0.95,1.6448536269514722,4.349329450233297,2.5632,13.354069212326404,66.77034606163203,5.34,10.534060023154824,82.64440608478685,0.04389191676314514,40.37235967005523,42.27204641473162,51.1493135680154
FOODS_1_028,CA_1,FOODS,FOODS_1,B,Z,0.6900126953848821,5.7,67.0,4.830088867694174,10.5,9.660177735388348,1,13.999999999999998,6.424863107537805,40.5903219265285,CA,BZ,2.78,251.85463381548195,0.5559999999999999,1.3113263207824053,18.795121926528505,21.7952,53.48497230258032,0.95,1.6448536269514722,3.469443332443555,3.1692,8.395154460516064,41.975772302580324,8.34,13.123753818390309,63.43952612097064,0.054682307576626336,40.64500423410513,22.79452188686551,35.931103652003046
FOODS_1_029,CA_1,FOODS,FOODS_1,C,Z,0.4241504155087078,2.1,44.0,2.9690529085609545,5.1,5.938105817121909,0,14.0,6.423854840692047,36.58340246144073,CA,CZ,3.94,154.81490166067834,0.788,0.6118321864193026,17.59260246144072,18.990800000000004,39.27728361011306,0.9,1.2815515655446004,1.6187558093703849,1.6548000000000005,5.160496722022612,25.802483610113057,11.82,8.678227732171388,46.300711342284444,0.07231856443476155,36.655721025875486,9.644990316408958,20.831192516907628
FOODS_1_030,CA_1,FOODS,FOODS_1,B,Z,0.3482505635304601,3.4,44.0,2.4377539447132204,5.8,4.875507889426441,1,13.999999999999998,5.004388019236926,30.90368360097932,CA,BZ,3.24,127.11145568861792,0.6480000000000001,0.7901510136288028,14.44448360097931,16.459200000000003,33.10844261476966,0.95,1.6448536269514722,2.09054308024742,2.2032000000000003,4.2370485229539305,21.185242614769653,9.72,9.216321422966356,40.12156403773601,0.038401339262359856,30.94208494024168,9.179479097494326,22.87916564982522
FOODS_1_031,CA_1,FOODS,FOODS_1,A,Z,0.981506923610741,6.4,74.0,6.870548465275187,13.3,13.741096930550372,0,14.0,8.254608919767753,52.67648291337301,CA,AZ,3.28,358.25002711792047,0.656,1.1773883752795364,24.20608291337301,28.4704,73.74673785298674,0.98,2.0537489106318225,3.1150768375280418,4.1984,11.94166757059735,59.708337852986745,9.84,13.902601935300765,83.45093978828751,0.023171003225501294,52.69965391659851,30.751285871689007,36.84953812348199
FOODS_1_032,CA_1,FOODS,FOODS_1,A,Z,2.25053186704174,10.2,205.0,15.753723069292178,26.0,31.50744613858436,0,14.0,7.288767803640062,42.12442271878622,CA,AZ,0.98,821.444131470235,0.196,1.8743605611587948,20.035222718786223,22.0892,141.84655524503916,0.98,2.0537489106318225,4.959091912093643,1.9992,27.381471049007832,136.90735524503916,2.94,6.612744059768229,146.4600993048074,0.011021240099613723,42.13544395888584,104.32465534592154,71.23076922732716
FOODS_1_033,CA_1,FOODS,FOODS_1,B,Z,0.9244340009955784,3.4,56.0,6.4710380069690485,9.9,12.942076013938095,0,14.0,10.745809247241596,64.03864378244519,CA,BZ,5.4,337.4184103633861,1.08,0.7867957924694432,30.12664378244519,33.912,76.10840172723101,0.95,1.6448536269514722,2.081665999466133,3.672,11.247280345446203,56.23640172723101,16.2,15.295310205605976,87.73171193283699,0.06373045919002496,64.10237424163522,23.62933769120177,26.93363342697702
FOODS_1_034,CA_1,FOODS,FOODS_1,B,Z,0.3995162704495317,3.7,37.0,2.7966138931467217,6.5,5.593227786293443,1,14.0,6.568623365499057,43.99267009649717,CA,BZ,5.47,145.82343871407906,1.094,0.8443713418650368,19.70587009649717,24.2868,44.76170645234652,0.95,1.6448536269514722,2.233996584764789,4.0478000000000005,4.860781290469302,24.30390645234651,16.41,16.6273604640063,57.34126691635281,0.06928066860002632,44.0619507650972,13.279316151255607,23.158393362021375
FOODS_1_035,CA_1,FOODS,FOODS_1,B,Z,1.464892537040447,10.7,104.0,10.25424775928313,21.0,20.50849551856626,1,14.0,8.5276838280664,56.805246924027074,CA,BZ,2.48,534.6857760197632,0.496,2.456769074559977,25.70604692402708,31.0992,101.86149600329388,0.95,1.6448536269514722,6.5,5.3072,17.822859200658776,89.11429600329387,7.440000000000001,21.934034297671474,118.48833030096534,0.09139180957363122,56.8966387336007,61.59169156736464,51.9812300594659
FOODS_1_036,CA_1,FOODS,FOODS_1,A,Z,2.324976201549449,8.9,154.0,16.274833410846142,25.2,32.549666821692284,0,13.999999999999998,9.879118900646668,58.132877713167176,CA,AZ,1.78,848.6163135655489,0.356,1.6342077348473545,27.55247771316717,30.580400000000004,149.94445226092483,0.98,2.0537489106318225,4.323707257024283,3.1684,28.287210452184965,141.43605226092484,5.34,10.472003164901848,157.2480554258267,0.017453338608169763,58.150331051775346,99.09772437405135,63.0199999012359
FOODS_1_037,CA_1,FOODS,FOODS_1,B,Z,3.155841539706078,7.9,133.0,22.090890777942548,30.0,44.181781555885095,0,14.0,15.482287123558043,91.515040676418,CA,BZ,3.24,1151.8821619927185,0.6480000000000001,1.8122890316921123,43.303840676417984,48.21120000000001,206.8195603321197,0.95,1.6448536269514722,4.794866081627384,5.119200000000001,38.39607206642395,191.98036033211974,9.72,21.1385392656568,222.83889959777653,0.08807724694023675,91.60311792335823,131.23578167441832,58.89267175134075
FOODS_1_038,CA_1,FOODS,FOODS_1,A,Z,0.3521410005165445,3.8,27.0,2.4649870036158115,6.3,4.929974007231623,1,14.0,7.429564461765246,54.87292318306274,CA,AZ,8.98,128.53146518853876,1.7960000000000005,0.693888666488711,23.802123183062736,31.07080000000001,55.18671086475647,0.98,2.0537489106318225,1.8358568490953675,6.824800000000001,4.284382172951292,21.421910864756462,26.940000000000005,22.43203281024705,70.79394367500352,0.03738672135041178,54.91030990441315,15.883633770590372,22.43643021712137
FOODS_1_039,CA_1,FOODS,FOODS_1,C,Z,0.5492804649579396,2.5,64.0,3.844963254705577,6.3,7.689926509411154,0,14.0,5.811228107526028,32.775075758566246,CA,CZ,2.48,200.487369709648,0.496,0.7310208850583779,15.663075758566244,17.112,42.09456161827465,0.9,1.2815515655446004,1.9340994650588008,1.2400000000000002,6.682912323654933,33.41456161827467,7.440000000000001,6.526554461801198,47.38111608007587,0.05438795384834331,32.82946371241459,14.551652367661283,30.71192401434454
FOODS_1_040,CA_1,FOODS,FOODS_1,A,Z,3.489009343459565,13.7,189.0,24.42306540421696,38.1,48.84613080843391,0,14.0,11.769763496883003,72.20936958631592,CA,AZ,1.78,1273.4884103627412,0.356,2.5302403842552987,33.6901695863159,38.519200000000005,222.4652683937902,0.98,2.0537489106318225,6.694386813952031,4.8772,42.44961367875804,212.24806839379022,5.34,16.213780382307952,233.80184877609818,0.027022967303846613,72.23639255361977,161.56545622247842,69.10358368346462
FOODS_1_041,CA_1,FOODS,FOODS_1,B,Z,1.171401376683776,6.0,98.0,8.199809636786433,14.2,16.399619273572867,0,14.000000000000002,7.773845499810514,46.45436237191726,CA,BZ,2.24,427.5615024895783,0.448,1.387777332977422,21.81436237191726,24.640000000000004,80.66825041492972,0.95,1.6448536269514722,3.671713698190735,2.6880000000000006,14.252050082985942,71.26025041492971,6.720000000000001,11.191036413129929,89.17128682805964,0.046629318388041414,46.500991690305305,42.67029513775433,47.852057153813796
FOODS_1_042,CA_1,FOODS,FOODS_1,B,Z,3.514275223911428,10.4,256.0,24.599926567379995,35.0,49.19985313475999,0,14.0,9.268139138205717,52.179338607962336,CA,BZ,0.98,1282.7104567276713,0.196,2.3948799000053715,25.05293860796233,27.126400000000004,218.76347612127856,0.95,1.6448536269514722,6.336256635281448,2.0384,42.75701522425571,213.78507612127856,2.94,8.44913628721895,225.1742124084975,0.03520473453007899,52.21454334249241,172.9596690660051,76.8114906303001
FOODS_1_043,CA_1,FOODS,FOODS_1,A,Y,0.0131942702761603,0.2,12.0,0.0923598919331221,0.3,0.1847197838662442,1,14.0,0.7767594598062112,4.21382860449938,CA,AY,1.78,4.81590865079851,0.356,0.0277864336578829,2.006628604499379,2.2072000000000003,6.213851441799752,0.98,2.0537489106318225,0.0735159932801529,0.0712,0.1605302883599503,0.8026514417997516,5.34,0.1780554668797136,6.3207069086794645,0.00029675911146618964,4.2141253636108456,2.106581545068619,33.32825861891974
FOODS_1_044,CA_1,FOODS,FOODS_1,A,Z,0.9980460651829036,7.9,81.0,6.986322456280325,14.9,13.97264491256065,1,14.0,7.52658706181322,49.39724035751603,CA,AZ,2.78,364.2868137917598,0.5559999999999999,1.462041770116756,22.48684035751604,26.9104,73.4468689652933,0.98,2.0537489106318225,3.8681989301176025,4.3924,12.14289379305866,60.7144689652933,8.34,14.632114035328492,83.6865830006218,0.02438685672554751,49.42162721424158,34.26495578638021,40.94438386392909
FOODS_1_045,CA_1,FOODS,FOODS_1,A,Z,2.83996932047543,12.3,171.0,19.87978524332801,32.2,39.75957048665602,0,14.0,10.59906750484184,65.12641409279334,CA,AZ,1.78,1036.588801973532,0.356,2.272448275323592,30.309614092793336,34.8168,182.483600328922,0.98,2.0537489106318225,6.012333003763861,4.378800000000001,34.552960065784404,172.76480032892204,5.34,14.561848548273579,192.66664887719563,0.024269747580455987,65.1506838403738,127.51596503682183,66.18476305055765
FOODS_1_046,CA_1,FOODS,FOODS_1,A,Y,6.374042853816239,31.3,345.0,44.61829997671367,75.9,89.23659995342734,0,14.0,11.415729350554107,73.66256292236127,CA,AY,0.98,2326.5256416429274,0.196,5.767034154413195,33.71776292236127,39.9448,396.82907360715456,0.98,2.0537489106318225,15.258138174992984,6.1348,77.55085472143091,387.7542736071546,2.94,20.34609649676975,411.0403701039243,0.03391016082794961,73.69647308318922,337.3438970207351,82.07074573610461
FOODS_1_047,CA_1,FOODS,FOODS_1,B,Z,0.7387324910894334,4.4,64.0,5.171127437626033,9.6,10.342254875252069,0,13.999999999999998,7.407619759550637,44.94381869122212,CA,BZ,3.28,269.6373592476432,0.656,1.0079052613579391,21.065418691222124,23.8784,57.6659598746072,0.95,1.6448536269514722,2.6666666666666665,2.8864,8.98791197492144,44.9395598746072,9.84,11.901345326114544,66.68090520072175,0.04958893885881065,44.99340763008093,21.687497570640822,32.5242998806892
FOODS_1_048,CA_1,FOODS,FOODS_1,B,Z,0.3249784814027209,4.5,31.0,2.274849369819046,6.8,4.549698739638092,1,14.0,5.930857285599656,43.05179769548276,CA,BZ,5.98,118.61714571199312,1.1960000000000002,1.0408329997330663,19.131797695482764,23.92,43.09152428533219,0.95,1.6448536269514722,2.753785273643051,5.3820000000000014,3.9539048570664375,19.76952428533219,17.94,22.40705281825345,60.11657710358564,0.09336272007605613,43.14516041555882,16.97141668802682,28.230843314288705
FOODS_1_049,CA_1,FOODS,FOODS_1,B,Z,0.8047374966302488,4.8,81.0,5.633162476411742,10.4,11.266324952823483,0,14.0,6.4840879971311445,38.42583125123709,CA,BZ,2.24,293.7291862700408,0.448,1.1007452982594166,18.13143125123709,20.294400000000003,57.82526437834014,0.95,1.6448536269514722,2.912298316018036,2.1504000000000003,9.790972875668027,48.95486437834013,6.720000000000001,8.876410085163936,64.55127446350407,0.03698504202151644,38.462816293258605,26.088458170245467,40.415093872384084
FOODS_1_050,CA_1,FOODS,FOODS_1,B,Z,1.170106316457431,6.2,60.0,8.190744215202017,14.4,16.381488430404033,0,14.0,11.7980333012973,78.88593379224687,CA,BZ,5.98,427.08880550696233,1.1960000000000002,1.4327979804948263,35.59073379224686,43.29520000000001,96.53666758449371,0.95,1.6448536269514722,3.790827135384885,7.4152,14.236293516898744,71.18146758449372,17.94,30.84527492409262,119.96674250858634,0.12852197885038605,79.01445577109726,40.952286737489075,34.136366363834554
FOODS_1_051,CA_1,FOODS,FOODS_1,B,Z,0.8358553629872648,5.8,63.0,5.850987540910854,11.7,11.701975081821708,0,14.0,8.179281702154201,53.08347043574219,CA,BZ,3.87,305.08720749035166,0.774,1.3228756555322954,24.2132704357422,28.8702,66.94706791505861,0.95,1.6448536269514722,3.5000000000000004,4.4892,10.169573583011722,50.847867915058615,11.610000000000001,18.43030363287594,80.88817154793455,0.07679293180364981,53.160263367545845,27.727908180388702,34.27931136254831
FOODS_1_052,CA_1,FOODS,FOODS_1,C,Z,1.1844937926911383,5.1,149.0,8.291456548837967,13.4,16.582913097675934,0,13.999999999999998,5.431409979048562,30.109661554774007,CA,CZ,0.98,432.3402343322655,0.196,1.5166623059417512,14.50806155477401,15.6016,75.99630572204424,0.9,1.2815515655446004,4.012711284387634,0.9996,14.41134114440885,72.05670572204424,2.94,5.350784615362498,80.34749033740674,0.04458987179468748,30.154251426568695,50.19323891083805,62.47020124718193
FOODS_1_053,CA_1,FOODS,FOODS_1,B,Z,0.1067811944675191,1.9,19.0,0.7474683612726337,2.6,1.4949367225452674,1,14.0,3.418871577249516,22.728214731748544,CA,BZ,5.47,38.97513598064448,1.094,0.4409585518440984,10.256614731748543,12.4716,24.98445599677408,0.95,1.6448536269514722,1.1666666666666663,2.0786,1.299171199354816,6.495855996774081,16.41,8.683355802913983,31.589211799688062,0.0361806491788083,22.76439538092735,8.824816418760712,27.93617161048588
FOODS_1_054,CA_1,FOODS,FOODS_1,A,Z,1.7887286584039497,9.5,132.0,12.521100608827648,22.0,25.042201217655297,0,14.0,8.647496163144924,53.118528799903096,CA,AZ,1.88,652.8859603174417,0.376,1.7559422921421233,24.73052879990309,28.388,118.02632671957362,0.98,2.0537489106318225,4.645786621588785,3.572,21.762865343914722,108.81432671957361,5.640000000000001,11.884217433217888,126.3385441527915,0.019807029055363166,53.13833582895846,73.20020832383304,57.93972759042249
FOODS_1_055,CA_1,FOODS,FOODS_1,A,Z,2.1079015088572968,13.5,98.0,14.755310562001078,28.3,29.51062112400216,0,14.0,12.310144811726614,89.00428830269966,CA,AZ,3.98,769.3840507329134,0.796,2.479545956046822,39.25428830269966,49.75,150.91667512215224,0.98,2.0537489106318225,6.560261964055783,10.746,25.646135024430446,128.23067512215223,11.940000000000001,35.52693445823886,175.6976095803911,0.05921155743039816,89.06349986013007,86.63410972026102,49.30864450982827
FOODS_1_056,CA_1,FOODS,FOODS_1,C,Z,0.82821178937969,0.0,82.0,5.79748252565783,5.8,11.59496505131566,0,14.0,7.373104954233826,36.80076238558456,CA,CZ,2.24,302.29730312358686,0.448,0.0,18.432762385584564,18.368,57.10288385393115,0.9,1.2815515655446004,0.0,0.0,10.076576770786229,50.38288385393115,6.720000000000001,0.0,57.10288385393115,0.0,36.80076238558456,20.302121468346584,35.553583458725655
