item_id,store_id,cat_id,dept_id,state_id,abc_class,xyz_class,abc_xyz,forecast_mean,actual_mean,forecast_bias,forecast_error_std,forecast_rmse,cv_actual,sell_price,best_model_used,service_level,Z_score,sigma_L,safety_stock,ss_holding_cost,safety_stock_90,ss_cost_90,safety_stock_95,ss_cost_95,safety_stock_98,ss_cost_98
FOODS_1_012,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,3.593015405557208,2.75,-0.8430154055572078,2.029869545160568,2.164229484070733,0.7381343800583884,5.4,Croston_SBA,0.98,2.0537489106318225,5.3705300103986575,11.0,11.880000000000003,6.9,7.452000000000002,8.8,9.504000000000003,11.0,11.880000000000003
FOODS_1_013,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.0482821775455564,2.4285714285714284,0.3802892510258726,2.55934846206306,2.541839185522574,1.0538493667318485,1.48,Croston_SBA,0.95,1.6448536269514722,6.771399548974485,11.1,3.2856000000000005,8.7,2.5752,11.1,3.2856000000000005,13.9,4.1144
FOODS_1_014,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,1.6848726165769872,1.1071428571428572,-0.5777297594341295,1.1001442906807546,1.2250973478342493,0.993678714163262,0.98,Croston_SBA,0.9,1.2815515655446004,2.910708199428831,3.7,0.7252000000000001,3.7,0.7252000000000001,4.8,0.9408,6.0,1.176
FOODS_1_015,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.6469023360704099,0.6071428571428571,-0.0397594789275525,0.8317445171439015,0.8177240689250161,1.3699321458840732,3.24,Croston_SBA,0.95,1.6448536269514722,2.2005891467042624,3.6,2.3328,2.8,1.8144,3.6,2.3328,4.5,2.9160000000000004
FOODS_1_016,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.0816271038776224,0.1785714285714285,-0.903055675306194,0.4755948656056709,1.0166719223036924,2.6633312473917568,1.98,Croston_SBA,0.95,1.6448536269514722,1.2583057392117916,2.1,0.8316000000000001,1.6,0.6336,2.1,0.8316000000000001,2.6,1.0296
FOODS_1_017,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.893702305745404,0.8928571428571429,-0.0008451628882611,0.956044540814477,0.9388174824324034,1.070769885712214,2.38,Croston_SBA,0.9,1.2815515655446004,2.529456097296047,3.2,1.5232,3.2,1.5232,4.2,1.9992,5.2,2.4752
FOODS_1_018,CA_1,FOODS,FOODS_1,CA,A,Y,AY,9.335778617071387,8.321428571428571,-1.0143500456428194,5.603511784255115,5.595252020885964,0.7565434223325016,0.98,LightGBM,0.98,2.0537489106318225,14.825498649758854,30.4,5.9584,19.0,3.724,24.4,4.7824,30.4,5.9584
FOODS_1_019,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,8.331276464646749,8.571428571428571,0.2401521067818229,7.395837525149718,7.266537758353384,0.8628477112674671,1.08,Croston_SBA,0.98,2.0537489106318225,19.567546828585563,40.2,8.683200000000001,25.1,5.4216000000000015,32.2,6.955200000000001,40.2,8.683200000000001
FOODS_1_020,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.1690261249270293,1.1785714285714286,0.0095453036443992,1.0202966681339751,1.001956906974501,0.8657062638712514,2.68,Croston_SBA,0.95,1.6448536269514722,2.6994512473902983,4.4,2.3584000000000005,3.5,1.8760000000000003,4.4,2.3584000000000005,5.5,2.9480000000000004
FOODS_1_021,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.3801025595935537,1.4285714285714286,-0.9515311310221252,1.7089865185644153,1.9291806612954865,1.1962905629950906,0.98,Croston_SBA,0.98,2.0537489106318225,4.521553322083513,9.3,1.8228000000000002,5.8,1.1368,7.4,1.4504000000000001,9.3,1.8228000000000002
FOODS_1_022,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.0623160757294412,0.0714285714285714,0.0091124956991302,0.262265264156481,0.2577005397551808,3.671713698190734,4.63,Croston_SBA,0.9,1.2815515655446004,0.6938886664887108,0.9,0.8334,0.9,0.8334,1.1,1.0186,1.4,1.2964
FOODS_1_023,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.2653497179030116,0.2857142857142857,0.020364567811274,0.9371802805793976,0.9205180558426566,3.280130982027892,5.4,Croston_SBA,0.98,2.0537489106318225,2.479545956046822,5.1,5.508,3.2,3.4560000000000004,4.1,4.428,5.1,5.508
FOODS_1_024,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.5133236646243778,0.0714285714285714,-0.4418950931958064,0.262265264156481,0.5114663273401049,3.671713698190735,4.74,Croston_SBA,0.98,2.0537489106318225,0.6938886664887108,1.4,1.3272000000000002,0.9,0.8532000000000001,1.1,1.0428000000000002,1.4,1.3272000000000002
FOODS_1_025,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.5916850608686296,0.6785714285714286,0.0868863677027988,0.8629652337776967,0.8518576675657414,1.2717382392513423,4.27,Croston_SBA,0.95,1.6448536269514722,2.2831913986705024,3.8,3.2452,2.9,2.4766,3.8,3.2452,4.7,4.0138
FOODS_1_026,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.1550592850385937,0.6428571428571429,-0.5122021421814509,1.1930131697849873,1.278592982167157,1.8557982641099804,6.98,Croston_SBA,0.98,2.0537489106318225,3.1564161580759533,6.5,9.074000000000002,4.0,5.5840000000000005,5.2,7.259200000000002,6.5,9.074000000000002
FOODS_1_027,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.0975947297802524,2.5357142857142856,1.438119555934033,1.64389201360094,2.161956337232248,0.6482954419834692,1.78,Croston_SBA,0.95,1.6448536269514722,4.349329450233297,7.2,2.5632,5.6,1.9936,7.2,2.5632,8.9,3.1684
FOODS_1_028,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.6900126953848821,0.6428571428571429,-0.0471555525277388,1.3113263207824053,1.2885600146831808,2.039840943439297,2.78,Croston_SBA,0.95,1.6448536269514722,3.469443332443555,5.7,3.1692,4.4,2.4464,5.7,3.1692,7.1,3.9475999999999996
FOODS_1_029,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.4241504155087078,0.3214285714285714,-0.1027218440801364,0.6118321864193026,0.6095253604291835,1.9034779133044968,3.94,Croston_SBA,0.9,1.2815515655446004,1.6187558093703849,2.1,1.6548000000000003,2.1,1.6548000000000003,2.7,2.1276,3.3,2.6004
FOODS_1_030,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.3482505635304601,0.5714285714285714,0.2231780078981114,0.7901510136288028,0.8073718099710319,1.382764273850405,3.24,Croston_SBA,0.95,1.6448536269514722,2.09054308024742,3.4,2.2032000000000003,2.7,1.7496000000000003,3.4,2.2032000000000003,4.3,2.7864000000000004
FOODS_1_031,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.981506923610741,0.8571428571428571,-0.1243640664678838,1.1773883752795364,1.1628418271226657,1.373619771159459,3.28,Croston_SBA,0.98,2.0537489106318225,3.1150768375280418,6.4,4.1984,4.0,2.624,5.1,3.3455999999999997,6.4,4.1984
FOODS_1_032,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.25053186704174,1.4285714285714286,-0.8219604384703112,1.8743605611587948,2.0157812541174014,1.3120523928111565,0.98,Croston_SBA,0.98,2.0537489106318225,4.959091912093643,10.2,1.9991999999999999,6.4,1.2544000000000002,8.2,1.6072,10.2,1.9991999999999999
FOODS_1_033,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.9244340009955784,0.7857142857142857,-0.1387197152812924,0.7867957924694432,0.7849725695321633,1.0013764631429278,5.4,Croston_SBA,0.95,1.6448536269514722,2.081665999466133,3.4,3.672,2.7,2.9160000000000004,3.4,3.672,4.3,4.644
FOODS_1_034,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.3995162704495317,0.25,-0.1495162704495318,0.8443713418650368,0.8425289995775442,3.3774853674601477,5.47,Croston_SBA,0.95,1.6448536269514722,2.233996584764789,3.7,4.0478000000000005,2.9,3.1726,3.7,4.0478000000000005,4.6,5.032399999999999
FOODS_1_035,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.464892537040447,1.5357142857142858,0.0708217486738388,2.456769074559977,2.413538643011483,1.5997566066902174,2.48,Croston_SBA,0.95,1.6448536269514722,6.5,10.7,5.3072,8.3,4.1168000000000005,10.7,5.3072,13.3,6.596800000000001
FOODS_1_036,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.324976201549449,2.1785714285714284,-0.1464047729780204,1.6342077348473545,1.611424667675024,0.750128140585671,1.78,Croston_SBA,0.98,2.0537489106318225,4.323707257024283,8.9,3.1684,5.5,1.9580000000000002,7.1,2.5276,8.9,3.1684
FOODS_1_037,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.155841539706078,1.8928571428571428,-1.262984396848936,1.8122890316921123,2.18225145742157,0.9574357148562104,3.24,Croston_SBA,0.95,1.6448536269514722,4.794866081627384,7.9,5.119200000000001,6.1,3.9528,7.9,5.119200000000001,9.8,6.350400000000001
FOODS_1_038,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.3521410005165445,0.5,0.1478589994834554,0.693888666488711,0.6972431412455505,1.387777332977422,8.98,Croston_SBA,0.98,2.0537489106318225,1.8358568490953675,3.8,6.824800000000001,2.4,4.3104000000000005,3.0,5.388000000000001,3.8,6.824800000000001
FOODS_1_039,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.5492804649579396,0.6428571428571429,0.0935766778992032,0.7310208850583779,0.7239217617226539,1.1371435989796992,2.48,Croston_SBA,0.9,1.2815515655446004,1.9340994650588008,2.5,1.2400000000000002,2.5,1.2400000000000002,3.2,1.5872000000000002,4.0,1.984
FOODS_1_040,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,3.489009343459565,2.571428571428572,-0.9175807720309928,2.5302403842552987,2.648664542926509,0.9839823716548384,1.78,Croston_SBA,0.98,2.0537489106318225,6.694386813952031,13.7,4.8772,8.6,3.0616000000000003,11.0,3.9160000000000004,13.7,4.8772
FOODS_1_041,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.171401376683776,1.0,-0.171401376683776,1.387777332977422,1.3735069308423422,1.387777332977422,2.24,Croston_SBA,0.95,1.6448536269514722,3.671713698190735,6.0,2.6880000000000006,4.7,2.1056000000000004,6.0,2.6880000000000006,7.5,3.3600000000000003
FOODS_1_042,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.514275223911428,3.4285714285714284,-0.0857037953399994,2.3948799000053715,2.3532865072986,0.6985066375015666,0.98,Croston_SBA,0.95,1.6448536269514722,6.336256635281448,10.4,2.0384,8.1,1.5876000000000001,10.4,2.0384,13.0,2.548
FOODS_1_043,CA_1,FOODS,FOODS_1,CA,A,Y,AY,0.0131942702761603,0.0,-0.0131942702761603,0.0277864336578829,0.030308417432772,0.0,1.78,LightGBM,0.98,2.0537489106318225,0.07351599328015296,0.2,0.07120000000000001,0.1,0.03560000000000001,0.1,0.03560000000000001,0.2,0.07120000000000001
FOODS_1_044,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.9980460651829036,0.7142857142857143,-0.283760350897189,1.462041770116756,1.4634699950929009,2.0468584781634585,2.78,Croston_SBA,0.98,2.0537489106318225,3.8681989301176025,7.9,4.3924,5.0,2.78,6.4,3.5584,7.9,4.3924
FOODS_1_045,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.83996932047543,1.1428571428571428,-1.6971121776182874,2.2724482753235917,2.8035301996152957,1.9883922409081425,1.78,Croston_SBA,0.98,2.0537489106318225,6.012333003763861,12.3,4.378800000000001,7.7,2.7412000000000005,9.9,3.5244,12.3,4.378800000000001
FOODS_1_046,CA_1,FOODS,FOODS_1,CA,A,Y,AY,6.374042853816239,8.285714285714286,1.9116714318980477,5.767034154413195,5.977069557631805,0.7225397434074311,0.98,LightGBM,0.98,2.0537489106318225,15.258138174992984,31.3,6.1348,19.6,3.8416000000000006,25.1,4.919600000000001,31.3,6.1348
FOODS_1_047,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.7387324910894334,0.8571428571428571,0.1184103660534235,1.0079052613579391,0.9968013099527908,1.1758894715842627,3.28,Croston_SBA,0.95,1.6448536269514722,2.6666666666666665,4.4,2.8864,3.4,2.2304,4.4,2.8864,5.5,3.608
FOODS_1_048,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.3249784814027209,0.75,0.4250215185972791,1.0408329997330663,1.1069264421873724,1.3877773329774217,5.98,Croston_SBA,0.95,1.6448536269514722,2.753785273643051,4.5,5.3820000000000014,3.5,4.186,4.5,5.3820000000000014,5.7,6.8172000000000015
FOODS_1_049,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.8047374966302488,0.7857142857142857,-0.019023210915963,1.1007452982594166,1.081077809175791,1.4009485614210757,2.24,Croston_SBA,0.95,1.6448536269514722,2.9122983160180356,4.8,2.1504000000000003,3.7,1.6576000000000004,4.8,2.1504000000000003,6.0,2.6880000000000006
FOODS_1_050,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.170106316457431,1.1428571428571428,-0.0272491736002879,1.4327979804948263,1.4072435305222024,1.2536982329329731,5.98,Croston_SBA,0.95,1.6448536269514722,3.790827135384885,6.2,7.4152000000000005,4.9,5.860400000000001,6.2,7.4152000000000005,7.8,9.328800000000001
FOODS_1_051,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.8358553629872648,0.75,-0.0858553629872648,1.3228756555322954,1.3018721685917076,1.7638342073763935,3.87,Croston_SBA,0.95,1.6448536269514722,3.5000000000000004,5.8,4.4892,4.5,3.483,5.8,4.4892,7.2,5.572800000000001
FOODS_1_052,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,1.1844937926911383,2.1785714285714284,0.9940776358802902,1.5166623059417512,1.7906151431994832,0.6961728617437547,0.98,Croston_SBA,0.9,1.2815515655446004,4.012711284387634,5.1,0.9995999999999999,5.1,0.9995999999999999,6.6,1.2936,8.2,1.6072
FOODS_1_053,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.1067811944675191,0.25,0.1432188055324808,0.4409585518440984,0.4560829159902292,1.7638342073763935,5.47,Croston_SBA,0.95,1.6448536269514722,1.1666666666666665,1.9,2.0786,1.5,1.641,1.9,2.0786,2.4,2.6256
FOODS_1_054,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.7887286584039497,2.25,0.46127134159605,1.7559422921421233,1.784932922070772,0.7804187965076104,1.88,Croston_SBA,0.98,2.0537489106318225,4.645786621588785,9.5,3.572,6.0,2.256,7.6,2.8575999999999997,9.5,3.572
FOODS_1_055,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.1079015088572968,2.0,-0.1079015088572967,2.479545956046822,2.437255457309535,1.239772978023411,3.98,Croston_SBA,0.98,2.0537489106318225,6.560261964055783,13.5,10.746,8.4,6.686400000000001,10.8,8.5968,13.5,10.746
FOODS_1_056,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.82821178937969,0.0,-0.82821178937969,0.0,0.82821178937969,0.0,2.24,Croston_SBA,0.9,1.2815515655446004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOODS_1_057,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.5504100739031212,0.0,-0.5504100739031212,0.0,0.5504100739031212,0.0,2.24,Croston_SBA,0.9,1.2815515655446004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOODS_1_058,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.684886791829693,0.0,-2.684886791829693,4.522383154335646e-16,2.684886791829693,0.0,1.78,Croston_SBA,0.98,2.0537489106318225,1.1965101159719955e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOODS_1_059,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.361145267249975,0.8214285714285714,0.4602833041785964,1.588233853211413,1.6261176708003762,1.9335020821704163,4.73,Croston_SBA,0.9,1.2815515655446004,4.202071799411263,5.4,5.108400000000001,5.4,5.108400000000001,6.9,6.527400000000002,8.6,8.135600000000002
FOODS_1_060,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,1.0333705695070985,0.8214285714285714,-0.2119419980785271,1.0202966681339751,1.0240829757210903,1.242100291641361,1.68,Croston_SBA,0.9,1.2815515655446004,2.6994512473902983,3.5,1.176,3.5,1.176,4.4,1.4784000000000002,5.5,1.848
FOODS_1_061,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.0162138541932526,2.1785714285714284,0.1623575743781764,1.6567163289800082,1.6349445420035973,0.7604599542859055,2.24,Croston_SBA,0.98,2.0537489106318225,4.3832593994609725,9.0,4.032000000000001,5.6,2.5088000000000004,7.2,3.225600000000001,9.0,4.032000000000001
FOODS_1_062,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.6253907208430618,0.9642857142857144,0.3388949934426524,1.2013000012992978,1.2273676911315357,1.2457925939400123,3.94,Croston_SBA,0.95,1.6448536269514722,3.1783410534195116,5.2,4.0976,4.1,3.2308000000000003,5.2,4.0976,6.5,5.122
FOODS_1_063,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.3614233197522627,0.8571428571428571,0.4957195373905945,0.9704632614370016,1.0741978984604594,1.1322071383431684,2.24,Croston_SBA,0.95,1.6448536269514722,2.5676044462869654,4.2,1.8816000000000004,3.3,1.4784000000000002,4.2,1.8816000000000004,5.3,2.3744
FOODS_1_064,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.1539793176953306,1.0357142857142858,-0.1182650319810446,1.1049431980420854,1.0914589026421584,1.0668417084544273,2.68,Croston_SBA,0.98,2.0537489106318225,2.923404914871749,6.0,3.2160000000000006,3.7,1.9832,4.8,2.5728000000000004,6.0,3.2160000000000006
FOODS_1_065,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.6528242529946947,0.6428571428571429,-0.0099671101375519,0.9511897312113418,0.934102950897989,1.479628470773198,3.28,Croston_SBA,0.95,1.6448536269514722,2.516611478423583,4.1,2.6896,3.2,2.0992,4.1,2.6896,5.2,3.4112000000000005
FOODS_1_066,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.6652827161707515,1.2857142857142858,-0.3795684304564663,1.2724180205607036,1.3058700866453383,0.9896584604361028,1.36,Croston_SBA,0.95,1.6448536269514722,3.366501646120693,5.5,1.4960000000000002,4.3,1.1696,5.5,1.4960000000000002,6.9,1.8768000000000002
FOODS_1_067,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.0489547565142763,2.5,0.4510452434857241,2.2194427061597977,2.225632901372348,0.8877770824639191,1.97,Croston_SBA,0.98,2.0537489106318225,5.872093449655027,12.1,4.7674,7.5,2.955,9.7,3.8217999999999996,12.1,4.7674
FOODS_1_068,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.2022502649798921,0.0714285714285714,-0.1308216935513206,0.262265264156481,0.2888612921730438,3.671713698190734,3.58,Croston_SBA,0.95,1.6448536269514722,0.6938886664887108,1.1,0.7876000000000002,0.9,0.6444000000000001,1.1,0.7876000000000002,1.4,1.0024
FOODS_1_069,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.4313282280584374,1.5,0.0686717719415631,2.5018511664883785,2.457728646123465,1.667900777658919,2.48,Croston_SBA,0.95,1.6448536269514722,6.619276003825103,10.9,5.4064000000000005,8.5,4.216,10.9,5.4064000000000005,13.6,6.7456000000000005
FOODS_1_070,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.1389337896483688,0.6785714285714286,0.5396376389230596,1.3892063129334606,1.4670303913339888,2.0472514085335205,0.98,Croston_SBA,0.9,1.2815515655446004,3.6754944237829097,4.7,0.9212,4.7,0.9212,6.0,1.176,7.5,1.47
FOODS_1_071,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.903967715809206,1.0357142857142858,0.1317465699050797,1.2614554456142482,1.245711015521641,1.2179569819723777,2.0,Croston_SBA,0.9,1.2815515655446004,3.3374973990834644,4.3,1.72,4.3,1.72,5.5,2.2,6.9,2.7600000000000002
FOODS_1_072,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.1176431424359476,0.1071428571428571,-0.0105002852930905,0.5669467095138409,0.556829628866023,5.291502622129181,4.74,Croston_SBA,0.95,1.6448536269514722,1.5,2.5,2.3700000000000006,1.9,1.8012000000000001,2.5,2.3700000000000006,3.1,2.9388000000000005
FOODS_1_073,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.8820425219278091,0.9285714285714286,0.0465289066436193,1.0157490003667402,0.998530369261308,1.0938835388564891,1.94,Croston_SBA,0.95,1.6448536269514722,2.68741924943285,4.4,1.7072,3.4,1.3192000000000002,4.4,1.7072,5.5,2.134
FOODS_1_074,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.6296454611383664,1.6785714285714286,0.0489259674330621,1.7224782195810826,1.692147492993552,1.0261572371972407,2.24,Croston_SBA,0.98,2.0537489106318225,4.557249007736852,9.4,4.211200000000001,5.8,2.5984000000000003,7.5,3.3600000000000003,9.4,4.211200000000001
FOODS_1_075,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.521008997842427,0.8928571428571429,-0.6281518549852836,1.100144290680754,1.2496665913979403,1.232161605562445,3.28,Croston_SBA,0.95,1.6448536269514722,2.910708199428829,4.8,3.1487999999999996,3.7,2.4272,4.8,3.1487999999999996,6.0,3.936
FOODS_1_076,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.3299933114399631,1.7857142857142858,0.4557209742743228,1.5719094983170854,1.6094516667542482,0.8802693190575678,5.47,Croston_SBA,0.98,2.0537489106318225,4.158881616047312,8.5,9.299,5.3,5.7982,6.8,7.4392,8.5,9.299
FOODS_1_077,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.3172860977964543,0.1785714285714285,-0.1387146692250257,0.3900210277874798,0.4073394566299662,2.1841177556098867,2.97,Croston_SBA,0.9,1.2815515655446004,1.0318986456114838,1.3,0.7722000000000001,1.3,0.7722000000000001,1.7,1.0098,2.1,1.2474000000000003
FOODS_1_078,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.3256789364501617,0.8214285714285714,0.4957496349784097,1.4156158567804524,1.4758609893092574,1.7233584343414203,3.24,Croston_SBA,0.9,1.2815515655446004,3.745367509040706,4.8,3.1104000000000003,4.8,3.1104000000000003,6.2,4.017600000000001,7.7,4.989600000000001
FOODS_1_079,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.0380848494791816,0.0,-0.0380848494791816,7.066223678649447e-18,0.0380848494791817,0.0,5.58,Croston_SBA,0.9,1.2815515655446004,1.869547056206243e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOODS_1_080,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.9014066962728924,0.8214285714285714,-0.0799781248443209,0.9833266074561476,0.9689140620495128,1.1970932612509626,7.58,Croston_SBA,0.98,2.0537489106318225,2.601637660881799,5.3,8.0348,3.3,5.002800000000001,4.3,6.518800000000001,5.3,8.0348
FOODS_1_081,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.076971592247574,1.0714285714285714,-0.0055430208190025,1.7197883467659494,1.6888077277790772,1.6051357903148862,5.4,Croston_SBA,0.98,2.0537489106318225,4.550132273209615,9.3,10.044000000000002,5.8,6.264,7.5,8.1,9.3,10.044000000000002
FOODS_1_082,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,12.170311746473091,7.392857142857143,-4.777454603615949,3.5832871905482384,5.933418073979923,0.4846958518615974,0.98,Croston_SBA,0.95,1.6448536269514722,9.480486782313955,15.6,3.0576000000000003,12.1,2.3716,15.6,3.0576000000000003,19.5,3.822
FOODS_1_083,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.1557880408986634,0.9285714285714286,-0.2272166123272348,1.4123416706693162,1.4053813634286485,1.5209833376438786,1.97,Croston_SBA,0.95,1.6448536269514722,3.736704826844498,6.1,2.4034,4.8,1.8912,6.1,2.4034,7.7,3.0338000000000003
