item_id,store_id,total_revenue,cv,abc_class,xyz_class,abc_xyz
FOODS_3_099,TX_2,93947.22012662888,0.46414946270726143,A,X,AX
HOBBIES_1_147,CA_3,91713.00230026245,0.7989932736073484,A,Y,AY
FOODS_1_012,TX_2,91614.0895357132,0.5632048714417439,A,Y,AY
FOODS_3_555,WI_3,91244.92080307007,0.5103359476013504,A,Y,AY
FOODS_3_444,TX_1,90581.34026288986,1.5649697135178293,A,Z,AZ
HOUSEHOLD_1_110,CA_3,89377.52956151962,1.0410012432347893,A,Z,AZ
FOODS_2_019,CA_3,88703.6102900505,0.6259650867303205,A,Y,AY
HOUSEHOLD_1_535,CA_1,88470.20733690262,0.7882682733347333,A,Y,AY
FOODS_3_252,CA_2,87311.84168148041,0.4872640242755521,A,X,AX
FOODS_3_252,TX_1,85444.121581316,0.4943443973018676,A,X,AX
FOODS_3_511,CA_1,85265.02024412155,1.4294997673403314,A,Z,AZ
HOUSEHOLD_1_469,CA_3,84482.96677207947,0.8719331360103232,A,Y,AY
FOODS_2_276,CA_1,84363.94011712074,0.7213904859731534,A,Y,AY
FOODS_3_444,CA_3,84334.9202413559,1.6545158106741935,A,Z,AZ
FOODS_3_499,CA_3,83990.25992584229,1.1198616845981029,A,Z,AZ
FOODS_3_587,WI_2,83921.40097117424,0.8478313124779276,A,Y,AY
HOUSEHOLD_1_366,WI_2,83463.8405342102,1.159031740496758,A,Z,AZ
HOBBIES_1_147,CA_4,83262.04200839996,0.9841407412566451,A,Y,AY
FOODS_3_120,TX_3,83170.9803185463,1.495666950001627,A,Z,AZ
HOBBIES_1_158,TX_2,83111.57834243774,2.0342545066953552,A,Z,AZ
FOODS_3_714,WI_3,82877.40148305893,0.48931829151452,A,X,AX
FOODS_3_083,CA_3,82874.12753868103,0.9210025428477505,A,Y,AY
FOODS_3_099,CA_1,82860.86011838913,0.4561220874190267,A,X,AX
FOODS_3_714,CA_1,82085.40151953697,0.5129431917196838,A,Y,AY
FOODS_3_511,CA_3,81650.14023733139,1.466609763645376,A,Z,AZ
FOODS_3_469,CA_3,81251.83934688568,0.6472533678806437,A,Y,AY
FOODS_1_096,WI_1,80686.67942476273,0.9287844754320954,A,Y,AY
FOODS_3_134,WI_3,80583.04023456573,0.9679599546384253,A,Y,AY
FOODS_3_541,CA_3,80526.63998198509,0.8207158036917572,A,Y,AY
FOODS_3_635,CA_3,80275.17996871471,0.8252811796427026,A,Y,AY
FOODS_3_785,CA_1,80098.29959750175,1.7849530047243332,A,Z,AZ
HOBBIES_1_354,CA_3,80025.1384010315,1.8790302748030518,A,Z,AZ
FOODS_3_329,CA_3,80014.84051203728,1.2738302123155456,A,Z,AZ
FOODS_1_170,CA_3,79956.2500257492,0.7955062004845852,A,Y,AY
FOODS_3_202,CA_4,79836.94069051743,0.6174100874981518,A,Y,AY
FOODS_3_362,CA_3,79748.79987764359,1.2202718953612866,A,Z,AZ
HOBBIES_1_147,CA_1,79731.26192951202,0.9104041686680868,A,Y,AY
FOODS_2_056,WI_2,79236.4497833252,1.1847443615579725,A,Z,AZ
FOODS_3_574,CA_1,79186.26025247574,0.908193229750446,A,Y,AY
FOODS_3_714,CA_3,79141.14154756069,0.4105758055767103,A,X,AX
FOODS_3_476,CA_3,78824.4402513504,0.8168617136137966,A,Y,AY
FOODS_3_546,CA_1,78250.88024950027,0.7927952718752128,A,Y,AY
HOUSEHOLD_1_140,CA_3,78021.38138961792,0.8717128173424756,A,Y,AY
HOUSEHOLD_1_413,CA_3,77874.00702476501,1.0292363097832602,A,Z,AZ
FOODS_3_090,CA_2,77610.48046135902,0.8632270007634307,A,Y,AY
HOUSEHOLD_1_040,CA_3,77321.44847631454,0.8771402892268232,A,Y,AY
FOODS_2_183,TX_2,76059.20895957947,0.7971458949120245,A,Y,AY
HOBBIES_1_108,WI_1,75509.91753482819,0.8904920411337225,A,Y,AY
FOODS_3_607,TX_2,75004.38030838966,1.0877716133174953,A,Z,AZ
FOODS_2_052,TX_2,74936.08027935028,0.8869892534138776,A,Y,AY
HOUSEHOLD_1_440,CA_3,74640.47132205963,0.875223041971727,A,Y,AY
HOBBIES_1_354,CA_1,74614.79850769043,1.9455590572289034,A,Z,AZ
HOUSEHOLD_1_506,CA_3,74138.37131500244,0.7215118225963335,A,Y,AY
FOODS_3_574,CA_3,74010.62023591995,0.935761086943049,A,Y,AY
HOUSEHOLD_1_537,CA_3,73782.19117641449,0.7370005592966606,A,Y,AY
FOODS_3_785,CA_3,73651.27977633476,0.8634582612159378,A,Y,AY
FOODS_3_546,TX_2,73501.76023435593,0.8972870391704441,A,Y,AY
FOODS_3_702,CA_3,73390.32044506073,0.8920293317215274,A,Y,AY
FOODS_3_574,TX_3,73327.38023376465,0.8822070821363875,A,Y,AY
FOODS_3_282,CA_1,73249.7799334526,1.2423959551126316,A,Z,AZ
FOODS_2_183,WI_2,72952.53875541687,1.3034762088575258,A,Z,AZ
FOODS_3_808,CA_3,72612.77998793125,0.8898887897067711,A,Y,AY
HOUSEHOLD_1_032,CA_1,72588.91746330261,1.0777027170612374,A,Z,AZ
HOUSEHOLD_1_537,CA_2,72281.24113464355,0.7965282112499597,A,Y,AY
HOUSEHOLD_1_032,WI_3,72262.87763977051,1.1607345038231898,A,Z,AZ
FOODS_3_124,CA_3,71990.64035177231,0.7978963757413295,A,Y,AY
FOODS_3_090,CA_4,71599.3603579998,0.8118539993100647,A,Y,AY
FOODS_3_154,WI_3,71576.62045812607,1.236292242117377,A,Z,AZ
FOODS_3_202,CA_2,70305.12042856216,0.7090247831462734,A,Y,AY
FOODS_3_455,CA_3,69768.78063082695,1.1274745942909525,A,Z,AZ
FOODS_3_804,CA_3,69582.55982351303,0.7750790735362,A,Y,AY
HOUSEHOLD_1_027,CA_3,69541.00817775726,0.6451860241050176,A,Y,AY
FOODS_3_714,TX_2,69393.90133917332,0.5347950659688541,A,Y,AY
FOODS_3_120,CA_4,69261.84026527405,1.6919578536589661,A,Z,AZ
FOODS_3_476,CA_1,69138.86022043228,0.9012733021531348,A,Y,AY
FOODS_3_318,WI_3,69086.93978869915,1.248612510896836,A,Z,AZ
FOODS_3_546,CA_3,68896.72021961212,0.822771720005097,A,Y,AY
FOODS_3_444,CA_1,67956.68019723892,1.7189247907643026,A,Z,AZ
FOODS_3_694,CA_3,67881.72007513046,0.3600652072404082,A,X,AX
FOODS_3_099,CA_3,67126.84011507034,0.46385806689213327,A,X,AX
FOODS_3_469,WI_3,66629.15942382812,0.6532736102650439,A,Y,AY
FOODS_3_136,TX_1,66577.92104673386,0.7295259990010994,A,Y,AY
FOODS_3_154,WI_2,66510.62042570114,1.3000169274823925,A,Z,AZ
HOUSEHOLD_1_373,CA_3,66450.34138846397,0.6023170175319629,A,Y,AY
FOODS_3_694,WI_1,66011.93997454643,0.40301221857734626,A,X,AX
FOODS_3_714,TX_1,65993.76119208336,0.5442667103884956,A,Y,AY
HOUSEHOLD_1_344,TX_2,65818.82976102829,0.9283526924663065,A,Y,AY
FOODS_3_516,TX_2,65152.86015558243,0.7784038278180639,A,Y,AY
FOODS_3_702,CA_1,64893.56038379669,0.9161107760622393,A,Y,AY
FOODS_2_368,WI_2,64668.9992313385,1.374180979107055,A,Z,AZ
FOODS_3_473,CA_1,64550.580414772034,0.5759985382078986,A,Y,AY
FOODS_2_347,CA_3,64525.86029243469,0.4675269770058266,A,X,AX
HOUSEHOLD_1_344,CA_3,64228.2095952034,0.9491285498285855,A,Y,AY
FOODS_3_441,CA_3,64170.14018201828,1.688896447645506,A,Z,AZ
FOODS_3_136,TX_2,63966.72103738785,0.7656260488495937,A,Y,AY
FOODS_3_080,TX_2,63891.6604077816,0.34509381727559324,A,X,AX
FOODS_2_368,TX_1,62748.019179821014,1.163962179882853,A,Z,AZ
FOODS_2_244,CA_4,62703.58094549179,0.6338064836639422,A,Y,AY
HOUSEHOLD_1_272,TX_2,62653.491644859314,0.8981391480393719,A,Y,AY
FOODS_3_136,TX_3,62592.32093524933,0.7121456292428634,A,Y,AY
FOODS_3_080,CA_1,62047.30036878586,0.37921040030045444,A,X,AX
FOODS_3_714,TX_3,61925.101195693016,0.48314894797622754,A,X,AX
FOODS_3_083,WI_3,61774.978284835815,1.2063015554220509,A,Z,AZ
FOODS_3_329,WI_2,61727.720395088196,1.310605047569433,A,Z,AZ
FOODS_3_587,CA_4,61624.64076900482,0.7412552679153201,A,Y,AY
FOODS_2_183,CA_3,61340.3386387825,0.8928288820721542,A,Y,AY
FOODS_3_697,CA_3,61331.82013654709,0.4996599780037279,A,X,AX
FOODS_2_029,CA_1,61263.17774486542,1.5094387118613393,A,Z,AZ
FOODS_3_607,TX_1,61017.24023461342,0.9694819183768583,A,Y,AY
FOODS_3_723,CA_3,60964.95038604736,0.8598875480042972,A,Y,AY
FOODS_3_288,CA_3,60635.359999895096,1.0528157191431464,A,Z,AZ
FOODS_3_811,TX_2,60588.63977611065,0.9969791464753649,A,Y,AY
HOUSEHOLD_1_514,CA_3,60458.92978310585,1.3259766916835878,A,Z,AZ
FOODS_3_329,CA_1,60410.560386657715,1.3109567348675846,A,Z,AZ
FOODS_2_368,TX_2,60356.53924703598,1.1548378763557838,A,Z,AZ
FOODS_3_516,CA_3,60344.42009115219,0.8578797758189606,A,Y,AY
FOODS_3_555,CA_1,60315.68026089668,0.395615743766633,A,X,AX
HOUSEHOLD_1_110,TX_3,60133.38976073265,0.9616964766418578,A,Y,AY
HOUSEHOLD_1_106,CA_3,60044.84135532379,1.6969486715494302,A,Z,AZ
HOUSEHOLD_1_272,CA_1,59869.851603507996,0.9499692822625099,A,Y,AY
FOODS_3_607,CA_1,59668.560522556305,1.0380233032716784,A,Z,AZ
HOUSEHOLD_1_096,CA_3,59408.899738788605,1.0874190915006814,A,Z,AZ
FOODS_3_764,CA_1,59385.440380096436,0.9368946093054719,A,Y,AY
FOODS_3_444,WI_3,59144.58017206192,1.7762356564426944,A,Z,AZ
FOODS_3_120,CA_2,58979.82022571564,1.6254568006389891,A,Z,AZ
FOODS_3_681,CA_3,58831.0699236393,0.8563096806433694,A,Y,AY
FOODS_1_012,CA_3,58787.91004419327,0.8544201778249259,A,Y,AY
FOODS_3_511,TX_3,58697.00017118454,1.5185470315463587,A,Z,AZ
HOUSEHOLD_1_053,CA_1,58696.74104595184,0.9905003025329587,A,Y,AY
HOUSEHOLD_1_535,TX_2,58386.53824424744,0.8554997256364079,A,Y,AY
FOODS_3_694,TX_1,58371.560081124306,0.4316232494525591,A,X,AX
FOODS_3_695,CA_3,58358.440301418304,0.8335231932863281,A,Y,AY
FOODS_1_187,CA_2,57982.90723276138,1.1249823759568778,A,Z,AZ
FOODS_3_476,TX_2,57951.240184783936,1.0009389954866204,A,Z,AZ
FOODS_3_231,CA_3,57734.460283756256,0.961425959464784,A,Y,AY
FOODS_3_318,CA_3,57679.4496679306,1.3752819587951841,A,Z,AZ
HOUSEHOLD_1_535,CA_2,57286.428275585175,0.9087704456518679,A,Y,AY
FOODS_3_124,CA_1,57070.400297641754,0.9415978081778393,A,Y,AY
HOUSEHOLD_1_347,CA_3,57041.28849840164,0.7539079543337665,A,Y,AY
FOODS_3_030,TX_3,57005.519587397575,1.1191000223206984,A,Z,AZ
HOUSEHOLD_1_110,TX_2,56817.23983168602,1.0047773761710819,A,Z,AZ
FOODS_3_202,WI_1,56719.76066994667,0.8172176450486289,A,Y,AY
HOUSEHOLD_1_053,CA_2,56495.321002960205,0.9785398000329092,A,Y,AY
FOODS_2_368,WI_3,56389.289296627045,1.3110040425774163,A,Z,AZ
HOUSEHOLD_1_541,CA_3,56315.07855987549,0.8839706113479998,A,Y,AY
FOODS_2_029,TX_3,56266.54901981354,1.4836997501470994,A,Z,AZ
FOODS_3_252,WI_3,56226.18098151684,0.582013419146793,A,Y,AY
FOODS_3_694,TX_3,56187.75990986824,0.38059089128757234,A,X,AX
FOODS_1_012,TX_3,56070.81965684891,0.7721672525114587,A,Y,AY
HOUSEHOLD_1_535,TX_3,56066.678312301636,0.7797147972437156,A,Y,AY
HOUSEHOLD_1_357,CA_3,55918.60122013092,1.2597989124379354,A,Z,AZ
FOODS_3_473,CA_3,55917.76038861275,0.5248424640401943,A,Y,AY
HOUSEHOLD_1_110,TX_1,55877.47977852821,0.9327318160785718,A,Y,AY
FOODS_3_079,TX_2,55640.46017742157,0.9618843877524373,A,Y,AY
HOUSEHOLD_1_072,CA_2,55592.30008363724,0.7208383593308088,A,Y,AY
FOODS_3_120,TX_2,55507.08021259308,1.911284908789493,A,Z,AZ
FOODS_3_080,CA_3,55458.90043699741,0.3483869112870146,A,X,AX
FOODS_3_811,WI_2,55383.71982347965,1.0730556603331471,A,Z,AZ
FOODS_3_389,CA_3,55371.200405955315,0.37623020836617543,A,X,AX
HOUSEHOLD_1_409,WI_2,55367.60060453415,1.029705307662083,A,Z,AZ
FOODS_3_441,TX_2,54783.68015766144,1.790281156636189,A,Z,AZ
FOODS_2_056,WI_3,54740.1600856781,1.1532264637301932,A,Z,AZ
FOODS_2_183,WI_3,54714.449310302734,0.9013317117064534,A,Y,AY
HOBBIES_1_155,CA_1,54529.53868484497,1.3355534134125597,A,Z,AZ
FOODS_3_473,TX_2,54408.26038455963,0.506846240384448,A,Y,AY
FOODS_3_327,CA_3,54353.90062761307,0.769999411586766,A,Y,AY
HOBBIES_1_158,TX_1,54117.89892196655,2.1080933330007836,A,Z,AZ
HOUSEHOLD_1_110,WI_3,54043.649821043015,0.9898063918950618,A,Y,AY
FOODS_3_516,WI_2,53756.940021038055,0.9016974015553224,A,Y,AY
FOODS_3_511,TX_2,53755.31015563011,1.5295245537100177,A,Z,AZ
FOODS_3_723,WI_3,53744.410299658775,0.9041614736489695,A,Y,AY
FOODS_3_362,CA_1,53617.01995038986,1.266776332908223,A,Z,AZ
FOODS_3_282,WI_3,53192.63991880417,1.2707471529175898,A,Z,AZ
FOODS_3_030,TX_2,53170.00948548317,0.946515995916446,A,Y,AY
FOODS_2_368,TX_3,52969.76931142807,1.1141913273939474,A,Z,AZ
HOBBIES_1_345,WI_1,52966.62095308304,0.7361531603355767,A,Y,AY
FOODS_2_276,TX_3,52831.46064376831,0.6737475034726415,A,Y,AY
FOODS_3_714,WI_2,52787.00101470947,0.5291013049803792,A,Y,AY
FOODS_3_694,TX_2,52767.85988867283,0.41054985970363617,A,X,AX
FOODS_3_607,TX_3,52751.36048436165,1.2167840241320746,A,Z,AZ
HOUSEHOLD_1_072,WI_1,52687.579963207245,0.7041702575742878,A,Y,AY
FOODS_3_764,TX_2,52579.12033653259,0.8867899882651816,A,Y,AY
HOUSEHOLD_1_272,CA_2,52513.421392440796,0.9353439212275677,A,Y,AY
FOODS_3_804,WI_2,52461.39986693859,0.6373373362881937,A,Y,AY
FOODS_3_756,CA_3,52429.28092312813,0.47963468911245377,A,X,AX
HOUSEHOLD_1_497,TX_3,52410.100922584534,1.3277811409358602,A,Z,AZ
FOODS_3_282,WI_2,52364.09995794296,1.2747145799851052,A,Z,AZ
FOODS_1_012,TX_1,52339.659792900085,0.7660417381456736,A,Y,AY
HOUSEHOLD_1_053,TX_2,52331.75092506409,1.0659150752587818,A,Z,AZ
HOUSEHOLD_1_427,WI_3,52132.12033367157,1.1639512263347116,A,Z,AZ
FOODS_3_281,CA_3,52032.24963915348,1.4434296116952012,A,Z,AZ
HOUSEHOLD_1_494,CA_1,51908.60863351822,0.6984359736910029,A,Y,AY
HOBBIES_1_064,CA_3,51872.861026763916,0.9372817800120985,A,Y,AY
FOODS_2_052,CA_3,51851.08059167862,1.2189489033929233,A,Z,AZ
FOODS_3_586,CA_4,51794.26036334038,0.3826738573763167,A,X,AX
FOODS_2_183,TX_1,51782.349071502686,0.9781944226140133,A,Y,AY
HOUSEHOLD_1_272,TX_3,51754.70137119293,0.8379023594525439,A,Y,AY
FOODS_3_441,TX_3,51666.460149765015,1.751382904393716,A,Z,AZ
HOUSEHOLD_1_409,CA_3,51620.5605905056,1.1733031261501432,A,Z,AZ
HOBBIES_1_087,TX_3,51536.52933502197,1.0742132573955594,A,Z,AZ
FOODS_3_546,TX_3,51497.290163993835,0.9560728469631465,A,Y,AY
FOODS_3_681,WI_3,51272.069967865944,0.9925307946524511,A,Y,AY
FOODS_3_227,TX_2,51199.66088461876,0.7315562735496102,A,Y,AY
FOODS_3_586,WI_1,51177.52023124695,0.43126138566906586,A,X,AX
HOBBIES_1_235,WI_1,51151.97818183899,1.0284073172541717,A,Z,AZ
FOODS_3_516,CA_1,51141.70012331009,0.7932305686411888,A,Y,AY
FOODS_3_368,TX_2,51130.020163059235,1.1383651997919346,A,Z,AZ
FOODS_1_170,CA_2,51096.959929943085,0.9347157201465148,A,Y,AY
HOUSEHOLD_1_344,TX_1,51085.339777469635,0.8578952010990384,A,Y,AY
HOUSEHOLD_1_096,WI_2,51079.679854631424,1.1217188909368143,A,Z,AZ
FOODS_3_136,WI_3,50940.62167930603,0.7053069216554512,A,Y,AY
HOBBIES_1_330,WI_1,50925.1008849144,0.7736141343501468,A,Y,AY
FOODS_2_293,CA_3,50841.63997721672,0.565943430675923,A,Y,AY
FOODS_3_329,TX_2,50767.28032493591,1.1740637035975467,A,Z,AZ
FOODS_3_772,CA_3,50723.52028989792,1.2333031139070167,A,Z,AZ
HOUSEHOLD_1_469,CA_2,50575.548067092896,1.1317037310169307,A,Z,AZ
FOODS_1_170,TX_3,50565.05981016159,0.8354523726571907,A,Y,AY
FOODS_2_285,WI_2,50446.12024092674,1.1036084159032116,A,Z,AZ
FOODS_2_347,CA_1,50384.690203905106,0.5776635651478608,A,Y,AY
FOODS_3_516,TX_3,50320.180040836334,0.7669647614896602,A,Y,AY
FOODS_3_783,CA_1,50203.18026256561,0.9960342690336297,A,Y,AY
FOODS_3_587,CA_2,50160.88069200516,0.9234159501074963,A,Y,AY
FOODS_3_764,WI_3,50055.06032037735,0.965680860945207,A,Y,AY
HOUSEHOLD_1_373,TX_3,49996.14083480835,0.5759051151949128,A,Y,AY
FOODS_3_534,CA_1,49820.020318984985,0.7043923756101316,A,Y,AY
FOODS_3_516,TX_1,49701.34009599686,0.7981214240934699,A,Y,AY
FOODS_3_441,CA_1,49651.46014356613,1.9599772770261903,A,Z,AZ
FOODS_3_555,CA_2,49588.78006577492,0.48711479388985574,A,X,AX
FOODS_3_327,WI_2,49575.240424633026,1.3294798326045687,A,Z,AZ
FOODS_3_099,TX_3,49512.60013103485,0.5515780765798581,A,Y,AY
FOODS_3_154,TX_3,49470.98031663895,1.271512693288856,A,Z,AZ
FOODS_3_753,CA_3,49365.200241565704,1.053696165658813,A,Z,AZ
FOODS_3_202,WI_2,49251.52072811127,0.7111758541380346,A,Y,AY
FOODS_1_129,TX_3,49132.279517650604,1.1444776250792357,A,Z,AZ
FOODS_3_150,CA_3,49047.6000289917,1.2433708946256405,A,Z,AZ
FOODS_3_329,WI_3,48615.720311164856,1.2976288811167658,A,Z,AZ
FOODS_3_739,CA_3,48600.25,1.0835230179034563,A,Z,AZ
HOUSEHOLD_1_497,CA_3,48494.690855026245,1.3067876691688143,A,Z,AZ
FOODS_3_476,TX_1,48476.98015451431,0.9289162445172118,A,Y,AY
FOODS_3_744,CA_1,48294.300111055374,0.5716438856396581,A,Y,AY
FOODS_2_183,TX_3,48226.19914627075,0.9673241474556542,A,Y,AY
FOODS_3_107,CA_3,48151.80044794083,0.6785277206858455,A,Y,AY
FOODS_3_804,TX_3,48080.9998780489,0.5742779807527636,A,Y,AY
FOODS_2_380,CA_3,48006.32861042023,1.0934521959431354,A,Z,AZ
FOODS_3_592,CA_1,47766.160126686096,0.8880963514438011,A,Y,AY
HOUSEHOLD_1_535,WI_3,47751.468562603,0.9305903849689481,A,Y,AY
FOODS_3_741,CA_1,47741.33058142662,0.7417813192235019,A,Y,AY
HOBBIES_1_004,CA_3,47635.779383182526,0.6909991861390861,A,Y,AY
FOODS_3_811,CA_3,47523.61980903149,1.0496387122747122,A,Z,AZ
HOBBIES_1_158,CA_1,47482.61905288696,2.1482753308020315,A,Z,AZ
FOODS_1_096,TX_2,47448.089505672455,0.8031076477313774,A,Y,AY
FOODS_3_714,WI_1,47251.400924921036,0.5454184675173431,A,Y,AY
FOODS_3_150,TX_2,47197.189054489136,1.1077514791457956,A,Z,AZ
FOODS_3_136,WI_2,47121.441269397736,0.8782056624074015,A,Y,AY
FOODS_3_804,CA_2,47097.759880542755,0.5771337489293585,A,Y,AY
HOUSEHOLD_1_205,CA_3,47051.33928346634,0.9540781447069974,A,Y,AY
FOODS_2_276,WI_3,47042.86010026932,0.7827759747219791,A,Y,AY
FOODS_3_458,WI_3,47021.160012602806,0.4326990177948534,A,X,AX
FOODS_3_083,TX_2,46939.17863082886,1.2659541292947876,A,Z,AZ
FOODS_3_704,CA_3,46802.510521411896,0.7225434749724161,A,Y,AY
HOUSEHOLD_1_235,CA_3,46797.300738573074,0.876397517248561,A,Y,AY
FOODS_1_170,CA_4,46753.2199921608,0.8409507208559716,A,Y,AY
FOODS_3_319,CA_3,46751.89999127388,0.9444482418362036,A,Y,AY
HOUSEHOLD_1_416,CA_3,46697.84077310562,0.9423304907773858,A,Y,AY
FOODS_3_516,WI_3,46628.12008547783,0.8513031582798071,A,Y,AY
FOODS_3_804,TX_2,46608.95988178253,0.6296310633944655,A,Y,AY
HOBBIES_1_078,CA_1,46570.48953819275,1.0491668882045562,A,Z,AZ
HOUSEHOLD_1_029,CA_3,46548.36016988754,1.5280745705695153,A,Z,AZ
FOODS_3_099,TX_1,46535.62005519867,0.4884194979702553,A,X,AX
FOODS_1_055,CA_3,46465.52980566025,1.3349731475270996,A,Z,AZ
HOUSEHOLD_1_344,TX_3,46366.10975456238,0.8874119815941969,A,Y,AY
