item_id,store_id,cat_id,dept_id,abc_class,xyz_class,forecast_mean,safety_stock,EOQ,demand_during_lead_time,ROP,naive_current_stock,stockout_risk,DOH,turnover,total_annual_cost_EOQ,state_id,abc_xyz,sell_price,D_annual,holding_cost_per_unit,forecast_error_std,annual_ordering_cost,annual_holding_cost,total_annual_cost_naive,service_level,Z_score,sigma_L,ss_holding_cost
FOODS_1_013,CA_1,FOODS,FOODS_1,B,Z,2.0482821775455564,11.1,159.0,14.337975242818896,25.4,28.67595048563779,0,14.0,8.251909434924151,50.3277570693122,CA,BZ,1.48,747.6229948041281,0.296,2.55934846206306,23.510157069312207,26.817599999999995,132.32943246735468,0.95,1.6448536269514722,6.771399548974485,3.2856000000000005
FOODS_1_014,CA_1,FOODS,FOODS_1,C,Z,1.6848726165769872,3.7,177.0,11.79410831603891,15.5,23.58821663207782,0,14.0,6.670048861720177,35.44347415397176,CA,CZ,0.98,614.9785050506003,0.196,1.1001442906807546,17.37227415397176,18.0712,106.1616175084334,0.9,1.2815515655446004,2.910708199428831,0.7252000000000001
FOODS_1_015,CA_1,FOODS,FOODS_1,B,Z,0.6469023360704099,3.6,60.0,4.52831635249287,8.1,9.05663270498574,0,14.000000000000002,7.027361686479154,41.44941272214164,CA,BZ,3.24,236.1193526656996,0.6480000000000001,0.8317445171439015,19.676612722141638,21.772800000000004,51.40602544428327,0.95,1.6448536269514722,2.2005891467042624,2.3328
FOODS_1_016,CA_1,FOODS,FOODS_1,B,Z,1.0816271038776224,2.1,100.0,7.571389727143357,9.7,15.142779454286714,0,14.0,7.577617906244379,40.37129464576661,CA,BZ,1.98,394.79389291533215,0.396,0.4755948656056709,19.73969464576661,20.6316,72.57058215255537,0.95,1.6448536269514722,1.2583057392117916,0.8316000000000001
FOODS_1_017,CA_1,FOODS,FOODS_1,C,Z,0.893702305745404,3.2,83.0,6.255916140217828,9.5,12.511832280435655,0,14.0,7.297569163245469,40.9278832287393,CA,CZ,2.38,326.2013415970725,0.476,0.956044540814477,19.650683228739307,21.2772,63.030090266178746,0.9,1.2815515655446004,2.529456097296047,1.5232
FOODS_1_018,CA_1,FOODS,FOODS_1,A,Y,9.335778617071387,30.4,417.0,65.35045031949971,95.8,130.70090063899943,0,14.0,14.263537861996888,87.68242392363378,CA,AY,0.98,3407.5591952310565,0.196,5.603511784255115,40.85802392363377,46.8244,576.8249325385095,0.98,2.0537489106318225,14.825498649758854,5.9584
FOODS_1_019,CA_1,FOODS,FOODS_1,A,Z,8.331276464646749,40.2,375.0,58.31893525252724,98.5,116.63787050505448,0,14.0,13.354922747457458,89.72874546128085,CA,AZ,1.08,3040.915909596063,0.216,7.395837525149718,40.545545461280845,49.18320000000001,518.7425182660105,0.98,2.0537489106318225,19.567546828585563,8.683200000000001
FOODS_1_020,CA_1,FOODS,FOODS_1,B,Z,1.1690261249270293,4.4,89.0,8.183182874489205,12.6,16.36636574897841,0,14.0,8.72585962368846,50.18200312350369,CA,BZ,2.68,426.6945355983657,0.536,1.0202966681339751,23.97160312350369,26.2104,81.51415593306095,0.95,1.6448536269514722,2.6994512473902983,2.3584000000000005
FOODS_1_021,CA_1,FOODS,FOODS_1,A,Z,2.3801025595935537,9.3,211.0,16.660717917154876,26.0,33.32143583430975,0,14.0,7.567399253063128,43.08699512444662,CA,AZ,0.98,868.7374342516471,0.196,1.7089865185644153,20.58619512444661,22.5008,149.5523723752745,0.98,2.0537489106318225,4.521553322083513,1.8228
FOODS_1_022,CA_1,FOODS,FOODS_1,C,Z,0.0623160757294412,0.9,16.0,0.4362125301060884,1.3,0.8724250602121768,1,14.0,2.555659285533263,15.349327387889389,CA,CZ,4.63,22.74536764124604,0.926,0.262265264156481,7.1079273878893865,8.2414,18.51429460687434,0.9,1.2815515655446004,0.6938886664887108,0.8334
FOODS_1_023,CA_1,FOODS,FOODS_1,A,Z,0.2653497179030116,5.1,30.0,1.8574480253210812,7.0,3.7148960506421624,1,14.0,4.818539653462649,37.85010783909988,CA,AZ,5.4,96.85264703459924,1.08,0.9371802805793976,16.14210783909987,21.708,37.85010783909988,0.98,2.0537489106318225,2.479545956046822,5.508
FOODS_1_024,CA_1,FOODS,FOODS_1,A,Z,0.5133236646243778,1.4,44.0,3.5932656523706448,5.0,7.1865313047412895,0,14.0,8.00697169179051,43.4744656349884,CA,AZ,4.74,187.3631375878979,0.948,0.262265264156481,21.2912656349884,22.1832,46.77438959798299,0.98,2.0537489106318225,0.6938886664887108,1.3272000000000002
FOODS_1_025,CA_1,FOODS,FOODS_1,B,Z,0.5916850608686296,3.8,50.0,4.1417954260804075,7.9,8.283590852160815,0,14.000000000000002,7.498786361703118,46.19170472170498,CA,BZ,4.27,215.9650472170498,0.854,0.8629652337776967,21.596504721704974,24.5952,52.049374536174966,0.95,1.6448536269514722,2.2831913986705024,3.2452
FOODS_1_026,CA_1,FOODS,FOODS_1,A,Z,1.1550592850385937,6.5,55.0,8.085414995270156,14.6,16.170829990540312,0,14.0,12.399901148208432,85.79096718537153,CA,AZ,6.98,421.5966390390867,1.396,1.1930131697849873,38.32696718537152,47.464000000000006,100.28010650651449,0.98,2.0537489106318225,3.1564161580759533,9.074000000000002
FOODS_1_027,CA_1,FOODS,FOODS_1,B,Z,1.0975947297802524,7.2,106.0,7.683163108461767,14.9,15.366326216923534,0,14.0,6.654851766940069,40.32846775329209,CA,BZ,1.78,400.6220763697921,0.356,1.64389201360094,18.89726775329208,21.431200000000004,74.67354606163202,0.95,1.6448536269514722,4.349329450233297,2.5632
FOODS_1_028,CA_1,FOODS,FOODS_1,B,Z,0.6900126953848821,5.7,67.0,4.830088867694174,10.5,9.660177735388348,1,13.999999999999998,6.424863107537805,40.5903219265285,CA,BZ,2.78,251.85463381548195,0.5559999999999999,1.3113263207824053,18.795121926528505,21.7952,53.48497230258032,0.95,1.6448536269514722,3.469443332443555,3.1692
FOODS_1_029,CA_1,FOODS,FOODS_1,C,Z,0.4241504155087078,2.1,44.0,2.9690529085609545,5.1,5.938105817121909,0,14.0,6.423854840692047,36.58340246144073,CA,CZ,3.94,154.81490166067834,0.788,0.6118321864193026,17.59260246144072,18.990800000000004,39.27728361011306,0.9,1.2815515655446004,1.6187558093703849,1.6548000000000005
FOODS_1_030,CA_1,FOODS,FOODS_1,B,Z,0.3482505635304601,3.4,44.0,2.4377539447132204,5.8,4.875507889426441,1,13.999999999999998,5.004388019236926,30.903683600979317,CA,BZ,3.24,127.11145568861792,0.6480000000000001,0.7901510136288028,14.44448360097931,16.459200000000003,33.10844261476966,0.95,1.6448536269514722,2.09054308024742,2.2032000000000003
FOODS_1_031,CA_1,FOODS,FOODS_1,A,Z,0.981506923610741,6.4,74.0,6.870548465275187,13.3,13.741096930550373,0,14.0,8.254608919767753,52.67648291337301,CA,AZ,3.28,358.25002711792047,0.656,1.1773883752795364,24.20608291337301,28.4704,73.74673785298674,0.98,2.0537489106318225,3.1150768375280418,4.1984
FOODS_1_032,CA_1,FOODS,FOODS_1,A,Z,2.25053186704174,10.2,205.0,15.753723069292178,26.0,31.507446138584356,0,14.0,7.288767803640062,42.12442271878622,CA,AZ,0.98,821.444131470235,0.196,1.8743605611587948,20.035222718786223,22.0892,141.84655524503916,0.98,2.0537489106318225,4.959091912093643,1.9992
FOODS_1_033,CA_1,FOODS,FOODS_1,B,Z,0.9244340009955784,3.4,56.0,6.4710380069690485,9.9,12.942076013938097,0,14.0,10.745809247241596,64.03864378244519,CA,BZ,5.4,337.4184103633861,1.08,0.7867957924694432,30.12664378244519,33.912,76.10840172723101,0.95,1.6448536269514722,2.081665999466133,3.672
FOODS_1_034,CA_1,FOODS,FOODS_1,B,Z,0.3995162704495317,3.7,37.0,2.7966138931467217,6.5,5.593227786293443,1,14.0,6.568623365499057,43.99267009649717,CA,BZ,5.47,145.82343871407906,1.094,0.8443713418650368,19.70587009649717,24.2868,44.76170645234652,0.95,1.6448536269514722,2.233996584764789,4.0478000000000005
FOODS_1_035,CA_1,FOODS,FOODS_1,B,Z,1.464892537040447,10.7,104.0,10.25424775928313,21.0,20.50849551856626,1,14.0,8.5276838280664,56.805246924027074,CA,BZ,2.48,534.6857760197632,0.496,2.456769074559977,25.70604692402708,31.0992,101.86149600329388,0.95,1.6448536269514722,6.5,5.3072
FOODS_1_036,CA_1,FOODS,FOODS_1,A,Z,2.324976201549449,8.9,154.0,16.274833410846142,25.2,32.549666821692284,0,13.999999999999998,9.879118900646668,58.132877713167176,CA,AZ,1.78,848.6163135655489,0.356,1.6342077348473545,27.55247771316717,30.580400000000004,149.94445226092483,0.98,2.0537489106318225,4.323707257024283,3.1684
FOODS_1_037,CA_1,FOODS,FOODS_1,B,Z,3.155841539706078,7.9,133.0,22.090890777942548,30.0,44.181781555885095,0,14.0,15.482287123558043,91.515040676418,CA,BZ,3.24,1151.8821619927185,0.6480000000000001,1.8122890316921123,43.303840676417984,48.21120000000001,206.81956033211972,0.95,1.6448536269514722,4.794866081627384,5.119200000000001
FOODS_1_038,CA_1,FOODS,FOODS_1,A,Z,0.3521410005165445,3.8,27.0,2.4649870036158115,6.3,4.929974007231623,1,14.0,7.429564461765246,54.87292318306274,CA,AZ,8.98,128.53146518853876,1.7960000000000005,0.693888666488711,23.802123183062736,31.07080000000001,55.18671086475647,0.98,2.0537489106318225,1.8358568490953675,6.824800000000001
FOODS_1_039,CA_1,FOODS,FOODS_1,C,Z,0.5492804649579396,2.5,64.0,3.844963254705577,6.3,7.689926509411154,0,14.0,5.811228107526028,32.775075758566246,CA,CZ,2.48,200.48736970964796,0.496,0.7310208850583779,15.663075758566244,17.112,42.09456161827465,0.9,1.2815515655446004,1.9340994650588008,1.2400000000000002
FOODS_1_040,CA_1,FOODS,FOODS_1,A,Z,3.489009343459565,13.7,189.0,24.423065404216956,38.1,48.84613080843391,0,14.0,11.769763496883005,72.20936958631592,CA,AZ,1.78,1273.4884103627412,0.356,2.5302403842552987,33.6901695863159,38.519200000000005,222.4652683937902,0.98,2.0537489106318225,6.694386813952031,4.8772
FOODS_1_041,CA_1,FOODS,FOODS_1,B,Z,1.171401376683776,6.0,98.0,8.199809636786433,14.2,16.399619273572867,0,14.000000000000002,7.773845499810514,46.45436237191726,CA,BZ,2.24,427.5615024895783,0.448,1.387777332977422,21.81436237191726,24.640000000000004,80.66825041492972,0.95,1.6448536269514722,3.671713698190735,2.6880000000000006
FOODS_1_042,CA_1,FOODS,FOODS_1,B,Z,3.514275223911428,10.4,256.0,24.599926567379995,35.0,49.19985313475999,0,14.0,9.268139138205717,52.179338607962336,CA,BZ,0.98,1282.7104567276713,0.196,2.3948799000053715,25.05293860796233,27.126400000000004,218.76347612127856,0.95,1.6448536269514722,6.336256635281448,2.0384
FOODS_1_043,CA_1,FOODS,FOODS_1,A,Y,0.0131942702761603,0.2,12.0,0.0923598919331221,0.3,0.1847197838662442,1,14.0,0.7767594598062112,4.21382860449938,CA,AY,1.78,4.81590865079851,0.356,0.0277864336578829,2.006628604499379,2.2072000000000003,6.213851441799752,0.98,2.0537489106318225,0.0735159932801529,0.0712
FOODS_1_044,CA_1,FOODS,FOODS_1,A,Z,0.9980460651829036,7.9,81.0,6.986322456280325,14.9,13.97264491256065,1,14.0,7.52658706181322,49.39724035751603,CA,AZ,2.78,364.2868137917598,0.5559999999999999,1.462041770116756,22.48684035751604,26.9104,73.4468689652933,0.98,2.0537489106318225,3.8681989301176025,4.3924
FOODS_1_045,CA_1,FOODS,FOODS_1,A,Z,2.83996932047543,12.3,171.0,19.879785243328012,32.2,39.759570486656024,0,14.0,10.599067504841841,65.12641409279334,CA,AZ,1.78,1036.588801973532,0.356,2.272448275323592,30.309614092793336,34.8168,182.483600328922,0.98,2.0537489106318225,6.012333003763861,4.378800000000001
FOODS_1_046,CA_1,FOODS,FOODS_1,A,Y,6.374042853816239,31.3,345.0,44.61829997671367,75.9,89.23659995342734,0,14.0,11.415729350554109,73.66256292236127,CA,AY,0.98,2326.5256416429274,0.196,5.767034154413195,33.71776292236127,39.9448,396.82907360715456,0.98,2.0537489106318225,15.258138174992984,6.1348
FOODS_1_047,CA_1,FOODS,FOODS_1,B,Z,0.7387324910894334,4.4,64.0,5.171127437626033,9.6,10.342254875252067,0,13.999999999999998,7.407619759550637,44.94381869122212,CA,BZ,3.28,269.6373592476432,0.656,1.0079052613579391,21.065418691222124,23.8784,57.6659598746072,0.95,1.6448536269514722,2.6666666666666665,2.8864
FOODS_1_048,CA_1,FOODS,FOODS_1,B,Z,0.3249784814027209,4.5,31.0,2.274849369819046,6.8,4.549698739638092,1,14.0,5.9308572855996555,43.05179769548276,CA,BZ,5.98,118.61714571199312,1.1960000000000002,1.0408329997330663,19.131797695482764,23.92,43.09152428533219,0.95,1.6448536269514722,2.753785273643051,5.3820000000000014
FOODS_1_049,CA_1,FOODS,FOODS_1,B,Z,0.8047374966302488,4.8,81.0,5.633162476411742,10.4,11.266324952823483,0,14.0,6.4840879971311445,38.42583125123709,CA,BZ,2.24,293.7291862700408,0.448,1.1007452982594166,18.13143125123709,20.294400000000003,57.82526437834014,0.95,1.6448536269514722,2.912298316018036,2.1504000000000003
FOODS_1_050,CA_1,FOODS,FOODS_1,B,Z,1.170106316457431,6.2,60.0,8.190744215202017,14.4,16.381488430404033,0,14.0,11.7980333012973,78.88593379224687,CA,BZ,5.98,427.08880550696233,1.1960000000000002,1.4327979804948263,35.59073379224686,43.29520000000001,96.53666758449371,0.95,1.6448536269514722,3.790827135384885,7.4152
FOODS_1_051,CA_1,FOODS,FOODS_1,B,Z,0.8358553629872648,5.8,63.0,5.850987540910854,11.7,11.701975081821708,0,14.0,8.179281702154201,53.08347043574219,CA,BZ,3.87,305.08720749035166,0.774,1.3228756555322954,24.2132704357422,28.8702,66.94706791505861,0.95,1.6448536269514722,3.5000000000000004,4.4892
FOODS_1_052,CA_1,FOODS,FOODS_1,C,Z,1.1844937926911383,5.1,149.0,8.291456548837967,13.4,16.582913097675934,0,13.999999999999998,5.431409979048562,30.109661554774007,CA,CZ,0.98,432.3402343322655,0.196,1.5166623059417512,14.50806155477401,15.6016,75.99630572204424,0.9,1.2815515655446004,4.012711284387634,0.9996
FOODS_1_053,CA_1,FOODS,FOODS_1,B,Z,0.1067811944675191,1.9,19.0,0.7474683612726337,2.6,1.4949367225452674,1,14.0,3.418871577249516,22.728214731748544,CA,BZ,5.47,38.97513598064448,1.094,0.4409585518440984,10.256614731748543,12.4716,24.98445599677408,0.95,1.6448536269514722,1.1666666666666663,2.0786
FOODS_1_054,CA_1,FOODS,FOODS_1,A,Z,1.7887286584039497,9.5,132.0,12.521100608827648,22.0,25.042201217655297,0,14.0,8.647496163144924,53.118528799903096,CA,AZ,1.88,652.8859603174417,0.376,1.7559422921421233,24.73052879990309,28.388,118.02632671957362,0.98,2.0537489106318225,4.645786621588785,3.572
FOODS_1_055,CA_1,FOODS,FOODS_1,A,Z,2.1079015088572968,13.5,98.0,14.755310562001078,28.3,29.510621124002157,0,14.0,12.310144811726614,89.00428830269966,CA,AZ,3.98,769.3840507329134,0.796,2.479545956046822,39.25428830269966,49.75,150.91667512215224,0.98,2.0537489106318225,6.560261964055783,10.746
FOODS_1_056,CA_1,FOODS,FOODS_1,C,Z,0.82821178937969,0.0,82.0,5.79748252565783,5.8,11.59496505131566,0,14.0,7.373104954233826,36.80076238558456,CA,CZ,2.24,302.29730312358686,0.448,0.0,18.432762385584564,18.368,57.10288385393115,0.9,1.2815515655446004,0.0,0.0
FOODS_1_057,CA_1,FOODS,FOODS_1,C,Z,0.5504100739031212,0.0,67.0,3.8528705173218487,3.9,7.705741034643697,0,14.0,5.997005282825052,30.00051320706263,CA,CZ,2.24,200.89967697463925,0.448,0.0,14.992513207062627,15.008000000000004,40.2032794957732,0.9,1.2815515655446004,0.0,0.0
FOODS_1_058,CA_1,FOODS,FOODS_1,A,Z,2.684886791829693,0.0,166.0,18.79420754280785,18.8,37.5884150856157,0,14.0,11.80703227732335,59.06558069330838,CA,AZ,1.78,979.983679017838,0.356,4.522383154335646e-16,29.51758069330837,29.548,168.6706131696397,0.98,2.0537489106318225,1.1965101159719957e-15,0.0
FOODS_1_059,CA_1,FOODS,FOODS_1,C,Z,0.361145267249975,5.4,37.0,2.5280168707498247,7.9,5.0560337414996495,1,14.0,5.515398432897106,40.42264629003255,CA,CZ,4.73,131.81802254624083,0.9460000000000002,1.588233853211413,17.81324629003255,22.609400000000004,41.26807042437348,0.9,1.2815515655446004,4.202071799411263,5.108400000000001
FOODS_1_060,CA_1,FOODS,FOODS_1,C,Z,1.0333705695070985,3.5,106.0,7.233593986549689,10.7,14.467187973099378,0,14.0,6.675756776461785,36.7755215976458,CA,CZ,1.68,377.1802578700909,0.336,1.0202966681339751,17.791521597645797,18.984,69.07937631168181,0.9,1.2815515655446004,2.6994512473902983,1.176
FOODS_1_061,CA_1,FOODS,FOODS_1,A,Z,2.0162138541932526,9.0,128.0,14.113496979352767,23.1,28.226993958705535,0,14.0,10.081069270966262,61.45079909298974,CA,AZ,2.24,735.9180567805372,0.448,1.6567163289800082,28.746799092989733,32.70400000000001,133.40500946342286,0.98,2.0537489106318225,4.3832593994609725,4.032000000000001
FOODS_1_062,CA_1,FOODS,FOODS_1,B,Z,0.6253907208430618,5.2,54.0,4.377735045901432,9.6,8.755470091802865,1,14.0,7.089056307693091,46.509490102566446,CA,BZ,3.94,228.26761310771755,0.788,1.2013000012992978,21.13589010256644,25.373600000000003,53.96220218461959,0.95,1.6448536269514722,3.178341053419512,4.0976
FOODS_1_063,CA_1,FOODS,FOODS_1,B,Z,0.3614233197522627,4.2,54.0,2.529963238265839,6.7,5.059926476531678,1,14.0,4.228189477871022,26.19236960273851,CA,BZ,2.24,131.9195117095759,0.448,0.9704632614370016,12.214769602738508,13.977600000000002,30.58818528492932,0.95,1.6448536269514722,2.5676044462869654,1.8816000000000004
FOODS_1_064,CA_1,FOODS,FOODS_1,A,Z,1.1539793176953306,6.0,89.0,8.077855223867314,14.1,16.155710447734627,0,14.0,8.340642593243478,50.73105904262897,CA,AZ,2.68,421.2024509587957,0.536,1.1049431980420854,23.663059042628973,27.068,81.45640849313261,0.98,2.0537489106318225,2.923404914871749,3.2160000000000006
FOODS_1_065,CA_1,FOODS,FOODS_1,B,Z,0.6528242529946947,4.1,60.0,4.569769770962863,8.7,9.139539541925727,0,14.000000000000002,6.987708279855237,42.226337695255296,CA,BZ,3.28,238.2808523430636,0.656,0.9511897312113418,19.856737695255298,22.3696,52.2430753905106,0.95,1.6448536269514722,2.516611478423583,2.6896
FOODS_1_066,CA_1,FOODS,FOODS_1,B,Z,1.6652827161707515,5.5,149.0,11.656979013195262,17.2,23.313958026390523,0,14.000000000000002,7.597852392529053,42.15691917457464,CA,BZ,1.36,607.8281914023243,0.272,1.2724180205607036,20.39691917457464,21.76,106.88069856705404,0.95,1.6448536269514722,3.366501646120693,1.4960000000000002
FOODS_1_067,CA_1,FOODS,FOODS_1,A,Z,2.0489547565142763,12.1,138.0,14.342683295599933,26.4,28.685366591199866,0,14.0,9.221559631661048,59.05008427998952,CA,AZ,1.97,747.8684861277109,0.394,2.2194427061597977,27.096684279989525,31.9534,135.32214768795183,0.98,2.0537489106318225,5.872093449655027,4.7674
FOODS_1_068,CA_1,FOODS,FOODS_1,B,Z,0.2022502649798921,1.1,32.0,1.4157518548592447,2.5,2.8315037097184894,0,14.0,4.3170378197462345,23.778185424634472,CA,BZ,3.58,73.82134671766062,0.7160000000000001,0.262265264156481,11.534585424634471,12.243600000000002,23.831157786276773,0.95,1.6448536269514722,0.6938886664887108,0.7876000000000002
FOODS_1_069,CA_1,FOODS,FOODS_1,B,Z,1.4313282280584374,10.9,103.0,10.019297596409062,20.9,20.038595192818125,1,14.000000000000002,8.37235261604695,56.31131277870532,CA,BZ,2.48,522.4348032413296,0.496,2.5018511664883785,25.360912778705323,30.9504,99.91886720688828,0.95,1.6448536269514722,6.619276003825103,5.4064000000000005
FOODS_1_070,CA_1,FOODS,FOODS_1,C,Z,0.1389337896483688,4.7,51.0,0.9725365275385817,5.7,1.9450730550771633,1,14.0,1.6791666629686959,10.890850315848493,CA,CZ,0.98,50.71083322165462,0.196,1.3892063129334606,4.971650315848492,5.9192,12.313005536942436,0.9,1.2815515655446004,3.6754944237829097,0.9212
FOODS_1_071,CA_1,FOODS,FOODS_1,C,Z,0.903967715809206,4.3,91.0,6.327774010664442,10.6,12.655548021328883,0,14.0,6.625466190167876,38.04902287199781,CA,CZ,2.0,329.9482162703602,0.4,1.2614554456142482,18.12902287199781,19.92,62.71136937839337,0.9,1.2815515655446004,3.3374973990834644,1.72
FOODS_1_072,CA_1,FOODS,FOODS_1,B,Z,0.1176431424359476,2.5,21.0,0.8235019970516332,3.3,1.6470039941032664,1,14.0,3.303057460701606,22.54774928312402,CA,BZ,4.74,42.93974698912088,0.948,0.5669467095138409,10.223749283124018,12.324000000000002,23.74662449818681,0.95,1.6448536269514722,1.5,2.370000000000001
FOODS_1_073,CA_1,FOODS,FOODS_1,B,Z,0.8820425219278091,4.4,91.0,6.174297653494664,10.6,12.348595306989328,0,14.0,6.451814038149305,37.05051431338738,CA,BZ,1.94,321.9455205036503,0.388,1.0157490003667402,17.689314313387378,19.3612,61.18478675060838,0.95,1.6448536269514722,2.68741924943285,1.7072
FOODS_1_074,CA_1,FOODS,FOODS_1,A,Z,1.6296454611383664,9.4,115.0,11.407518227968565,20.8,22.81503645593713,0,14.0,8.891189735657754,55.83296492676104,CA,AZ,2.24,594.8205933155037,0.448,1.7224782195810826,25.86176492676103,29.971200000000007,110.06796555258396,0.98,2.0537489106318225,4.557249007736852,4.211200000000001
FOODS_1_075,CA_1,FOODS,FOODS_1,B,Z,1.521008997842427,4.8,92.0,10.647062984896989,15.4,21.294125969793978,0,14.0,10.928509531741849,63.49698935937423,CA,BZ,3.28,555.1682842124859,0.656,1.100144290680754,30.172189359374237,33.3248,105.51684736874763,0.95,1.6448536269514722,2.910708199428829,3.1488
FOODS_1_076,CA_1,FOODS,FOODS_1,A,Z,1.3299933114399631,8.5,67.0,9.309953180079741,17.8,18.619906360159483,0,14.0,11.558275206561584,82.17542975190945,CA,AZ,5.47,485.44755867558655,1.094,1.5719094983170854,36.22742975190945,45.948,106.6169264459311,0.98,2.0537489106318225,4.158881616047312,9.299
FOODS_1_077,CA_1,FOODS,FOODS_1,C,Z,0.3172860977964543,1.3,44.0,2.22100268457518,3.5,4.44200536915036,0,14.0,4.9703616178414505,27.000362010875666,CA,CZ,2.97,115.8094256957058,0.5940000000000001,0.3900210277874798,13.16016201087566,13.840200000000005,28.983770949284303,0.9,1.2815515655446004,1.0318986456114838,0.7722000000000001
FOODS_1_078,CA_1,FOODS,FOODS_1,C,Z,0.3256789364501617,4.8,43.0,2.279752555151132,7.1,4.559505110302264,1,14.0,4.51987877582924,30.86481997724524,CA,CZ,3.24,118.87281180430902,0.6480000000000001,1.4156158567804524,13.822419977245236,17.042400000000004,32.64253530071817,0.9,1.2815515655446004,3.745367509040706,3.1104000000000003
FOODS_1_079,CA_1,FOODS,FOODS_1,C,Z,0.0380848494791816,0.0,11.0,0.2665939463542712,0.3,0.5331878927085424,0,14.0,2.5274491018002334,12.456622754500584,CA,CZ,5.58,13.900970059901285,1.116,7.066223678649447e-18,6.318622754500583,6.138000000000001,19.056828343316884,0.9,1.2815515655446004,1.869547056206243e-17,0.0
