item_id,store_id,cat_id,dept_id,state_id,abc_class,xyz_class,abc_xyz,sell_price,forecast_mean,safety_stock,EOQ,ROP,DOH,turnover,stockout_risk,total_annual_cost_EOQ,total_annual_cost_naive,annual_saving,annual_saving_pct,best_model_used,forecast_rmse,forecast_bias
FOODS_1_012,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,5.4,3.593015405557208,11.0,110.0,36.2,14.0,19.87046398527849,0,130.8913919558355,246.65510383806352,143.27860806688625,52.24650643437474,Croston_SBA,2.164229484070733,-0.8430154055572078
FOODS_1_013,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.48,2.0482821775455564,11.1,159.0,25.4,14.0,8.251909434924151,0,50.3277570693122,132.32943246735468,92.29546646805667,64.6870198339013,Croston_SBA,2.541839185522574,0.3802892510258726
FOODS_1_014,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.98,1.6848726165769872,3.7,177.0,15.5,14.0,6.670048861720177,0,35.44347415397176,106.1616175084334,73.84190816983732,67.54797276659974,Croston_SBA,1.2250973478342493,-0.5777297594341295
FOODS_1_015,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.24,0.6469023360704099,3.6,60.0,8.1,14.000000000000002,7.027361686479154,0,41.44941272214164,51.40602544428327,17.284857986574906,29.408673970973844,Croston_SBA,0.8177240689250161,-0.0397594789275525
FOODS_1_016,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.98,1.0816271038776224,2.1,100.0,9.7,14.0,7.577617906244379,0,40.37129464576661,72.57058215255537,34.74360254131749,46.24524777832895,Croston_SBA,1.0166719223036924,-0.903055675306194
FOODS_1_017,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,2.38,0.893702305745404,3.2,83.0,9.5,14.0,7.297569163245469,0,40.9278832287393,63.030090266178746,28.702135082923725,41.180550118954585,Croston_SBA,0.9388174824324034,-0.0008451628882611
FOODS_1_018,CA_1,FOODS,FOODS_1,CA,A,Y,AY,0.98,9.335778617071387,30.4,417.0,95.8,14.0,14.263537861996888,0,87.68242392363378,576.8249325385095,502.9203495404364,85.1489895905602,LightGBM,5.595252020885964,-1.0143500456428194
FOODS_1_019,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.08,8.331276464646749,40.2,375.0,98.5,14.0,13.354922747457458,0,89.72874546128085,518.7425182660105,449.0376640753488,83.33810651843102,Croston_SBA,7.266537758353384,0.2401521067818229
FOODS_1_020,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.68,1.1690261249270293,4.4,89.0,12.6,14.0,8.72585962368846,0,50.18200312350369,81.51415593306095,38.77655913765487,43.56937406611676,Croston_SBA,1.001956906974501,0.0095453036443992
FOODS_1_021,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.98,2.3801025595935537,9.3,211.0,26.0,14.0,7.567399253063128,0,43.08699512444662,149.5523723752745,110.66183284759398,71.97102056250418,Croston_SBA,1.9291806612954865,-0.9515311310221252
FOODS_1_022,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,4.63,0.0623160757294412,0.9,16.0,1.3,14.0,2.555659285533263,1,15.349327387889389,18.51429460687434,6.666575996753842,30.230707517620548,Croston_SBA,0.2577005397551808,0.0091124956991302
FOODS_1_023,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,5.4,0.2653497179030116,5.1,30.0,7.0,14.0,4.818539653462649,1,37.85010783909988,37.85010783909988,12.68042001337271,25.079501939145928,Croston_SBA,0.9205180558426566,0.020364567811274
FOODS_1_024,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,4.74,0.5133236646243778,1.4,44.0,5.0,14.0,8.00697169179051,0,43.4744656349884,46.77438959798299,6.4405596064481685,12.901120060435275,Croston_SBA,0.5114663273401049,-0.4418950931958064
FOODS_1_025,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,4.27,0.5916850608686296,3.8,50.0,7.9,14.000000000000002,7.498786361703118,0,46.19170472170498,52.049374536174966,15.822698464877275,25.49183346290673,Croston_SBA,0.8518576675657414,0.0868863677027988
FOODS_1_026,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,6.98,1.1550592850385937,6.5,55.0,14.6,14.0,12.399901148208432,0,85.79096718537153,100.28010650651449,35.34321085994951,29.164881180728443,Croston_SBA,1.278592982167157,-0.5122021421814509
FOODS_1_027,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.78,1.0975947297802524,7.2,106.0,14.9,14.0,6.654851766940069,0,40.32846775329209,74.67354606163202,42.27204641473162,51.1493135680154,Croston_SBA,2.161956337232248,1.438119555934033
FOODS_1_028,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.78,0.6900126953848821,5.7,67.0,10.5,13.999999999999998,6.424863107537805,1,40.5903219265285,53.48497230258032,22.79452188686551,35.931103652003046,Croston_SBA,1.2885600146831808,-0.0471555525277388
FOODS_1_029,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,3.94,0.4241504155087078,2.1,44.0,5.1,14.0,6.423854840692047,0,36.58340246144073,39.27728361011306,9.644990316408958,20.831192516907628,Croston_SBA,0.6095253604291835,-0.1027218440801364
FOODS_1_030,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.24,0.3482505635304601,3.4,44.0,5.8,13.999999999999998,5.004388019236926,1,30.90368360097932,33.10844261476966,9.179479097494326,22.87916564982522,Croston_SBA,0.8073718099710319,0.2231780078981114
FOODS_1_031,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,3.28,0.981506923610741,6.4,74.0,13.3,14.0,8.254608919767753,0,52.67648291337301,73.74673785298674,30.751285871689007,36.84953812348199,Croston_SBA,1.1628418271226657,-0.1243640664678838
FOODS_1_032,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.98,2.25053186704174,10.2,205.0,26.0,14.0,7.288767803640062,0,42.12442271878622,141.84655524503916,104.32465534592154,71.23076922732716,Croston_SBA,2.0157812541174014,-0.8219604384703112
FOODS_1_033,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,5.4,0.9244340009955784,3.4,56.0,9.9,14.0,10.745809247241596,0,64.03864378244519,76.10840172723101,23.62933769120177,26.93363342697702,Croston_SBA,0.7849725695321633,-0.1387197152812924
FOODS_1_034,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,5.47,0.3995162704495317,3.7,37.0,6.5,14.0,6.568623365499057,1,43.99267009649717,44.76170645234652,13.279316151255609,23.15839336202137,Croston_SBA,0.8425289995775442,-0.1495162704495318
FOODS_1_035,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.48,1.464892537040447,10.7,104.0,21.0,14.0,8.5276838280664,1,56.805246924027074,101.86149600329388,61.59169156736464,51.9812300594659,Croston_SBA,2.413538643011483,0.0708217486738388
FOODS_1_036,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.78,2.324976201549449,8.9,154.0,25.2,13.999999999999998,9.879118900646668,0,58.132877713167176,149.94445226092483,99.09772437405135,63.0199999012359,Croston_SBA,1.611424667675024,-0.1464047729780204
FOODS_1_037,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.24,3.155841539706078,7.9,133.0,30.0,14.0,15.482287123558043,0,91.515040676418,206.8195603321197,131.23578167441832,58.89267175134075,Croston_SBA,2.18225145742157,-1.262984396848936
FOODS_1_038,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,8.98,0.3521410005165445,3.8,27.0,6.3,14.0,7.429564461765246,1,54.87292318306274,55.18671086475647,15.883633770590372,22.43643021712137,Croston_SBA,0.6972431412455505,0.1478589994834554
FOODS_1_039,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,2.48,0.5492804649579396,2.5,64.0,6.3,14.0,5.811228107526028,0,32.775075758566246,42.09456161827465,14.551652367661283,30.71192401434454,Croston_SBA,0.7239217617226539,0.0935766778992032
FOODS_1_040,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.78,3.489009343459565,13.7,189.0,38.1,14.0,11.769763496883003,0,72.20936958631592,222.4652683937902,161.56545622247842,69.10358368346462,Croston_SBA,2.648664542926509,-0.9175807720309928
FOODS_1_041,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.24,1.171401376683776,6.0,98.0,14.2,14.000000000000002,7.773845499810514,0,46.45436237191726,80.66825041492972,42.67029513775433,47.8520571538138,Croston_SBA,1.3735069308423422,-0.171401376683776
FOODS_1_042,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.98,3.514275223911428,10.4,256.0,35.0,14.0,9.268139138205717,0,52.179338607962336,218.76347612127856,172.9596690660051,76.8114906303001,Croston_SBA,2.3532865072986,-0.0857037953399994
FOODS_1_043,CA_1,FOODS,FOODS_1,CA,A,Y,AY,1.78,0.0131942702761603,0.2,12.0,0.3,14.0,0.7767594598062112,1,4.21382860449938,6.213851441799752,2.106581545068619,33.32825861891974,LightGBM,0.030308417432772,-0.0131942702761603
FOODS_1_044,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.78,0.9980460651829036,7.9,81.0,14.9,14.0,7.52658706181322,1,49.39724035751603,73.4468689652933,34.26495578638021,40.94438386392909,Croston_SBA,1.4634699950929009,-0.283760350897189
FOODS_1_045,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.78,2.83996932047543,12.3,171.0,32.2,14.0,10.59906750484184,0,65.12641409279334,182.483600328922,127.51596503682184,66.18476305055765,Croston_SBA,2.803530199615296,-1.6971121776182874
FOODS_1_046,CA_1,FOODS,FOODS_1,CA,A,Y,AY,0.98,6.374042853816239,31.3,345.0,75.9,14.0,11.415729350554107,0,73.66256292236127,396.82907360715456,337.3438970207351,82.07074573610461,LightGBM,5.977069557631805,1.911671431898048
FOODS_1_047,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.28,0.7387324910894334,4.4,64.0,9.6,13.999999999999998,7.407619759550637,0,44.94381869122212,57.6659598746072,21.687497570640826,32.5242998806892,Croston_SBA,0.9968013099527908,0.1184103660534235
FOODS_1_048,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,5.98,0.3249784814027209,4.5,31.0,6.8,14.0,5.930857285599656,1,43.05179769548276,43.09152428533219,16.97141668802682,28.230843314288705,Croston_SBA,1.1069264421873724,0.4250215185972791
FOODS_1_049,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.24,0.8047374966302488,4.8,81.0,10.4,14.0,6.4840879971311445,0,38.42583125123709,57.82526437834014,26.088458170245467,40.41509387238408,Croston_SBA,1.081077809175791,-0.019023210915963
FOODS_1_050,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,5.98,1.170106316457431,6.2,60.0,14.4,14.0,11.7980333012973,0,78.88593379224687,96.53666758449371,40.95228673748908,34.136366363834554,Croston_SBA,1.4072435305222024,-0.0272491736002879
FOODS_1_051,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.87,0.8358553629872648,5.8,63.0,11.7,14.0,8.179281702154201,0,53.08347043574219,66.94706791505861,27.727908180388702,34.27931136254831,Croston_SBA,1.3018721685917076,-0.0858553629872648
FOODS_1_052,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.98,1.1844937926911383,5.1,149.0,13.4,13.999999999999998,5.431409979048562,0,30.109661554774007,75.99630572204424,50.19323891083805,62.47020124718193,Croston_SBA,1.7906151431994832,0.9940776358802902
FOODS_1_053,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,5.47,0.1067811944675191,1.9,19.0,2.6,14.0,3.418871577249516,1,22.728214731748544,24.98445599677408,8.824816418760712,27.93617161048588,Croston_SBA,0.4560829159902292,0.1432188055324808
FOODS_1_054,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.88,1.7887286584039497,9.5,132.0,22.0,14.0,8.647496163144924,0,53.118528799903096,118.02632671957362,73.20020832383304,57.93972759042249,Croston_SBA,1.784932922070772,0.46127134159605
FOODS_1_055,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,3.98,2.1079015088572968,13.5,98.0,28.3,14.0,12.310144811726614,0,89.00428830269966,150.91667512215224,86.63410972026102,49.30864450982827,Croston_SBA,2.437255457309535,-0.1079015088572967
FOODS_1_056,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,2.24,0.82821178937969,0.0,82.0,5.8,14.0,7.373104954233826,0,36.80076238558456,57.10288385393115,20.302121468346584,35.553583458725655,Croston_SBA,0.82821178937969,-0.82821178937969
FOODS_1_057,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,2.24,0.5504100739031212,0.0,67.0,3.9,14.0,5.997005282825052,0,30.00051320706263,40.2032794957732,10.20276628871057,25.37794532354816,Croston_SBA,0.5504100739031212,-0.5504100739031212
FOODS_1_058,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.78,2.684886791829693,0.0,166.0,18.8,14.0,11.80703227732335,0,59.06558069330838,168.6706131696397,109.60503247633127,64.98170037841538,Croston_SBA,2.684886791829693,-2.684886791829693
FOODS_1_059,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,4.73,0.361145267249975,5.4,37.0,7.9,14.0,5.515398432897106,1,40.42264629003255,41.26807042437348,22.55609980305416,35.68770684629888,Croston_SBA,1.6261176708003762,0.4602833041785964
FOODS_1_060,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,1.68,1.0333705695070985,3.5,106.0,10.7,14.0,6.675756776461785,0,36.7755215976458,69.07937631168181,37.24718601083634,50.283662769941685,Croston_SBA,1.0240829757210903,-0.2119419980785271
FOODS_1_061,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.24,2.0162138541932526,9.0,128.0,23.1,14.0,10.081069270966262,0,61.45079909298974,133.40500946342286,81.25970457986644,56.93135823948796,Croston_SBA,1.6349445420035973,0.1623575743781764
FOODS_1_062,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.94,0.6253907208430618,5.2,54.0,9.6,14.0,7.089056307693091,1,46.509490102566446,53.96220218461959,20.3233544704056,30.37696198634038,Croston_SBA,1.2273676911315357,0.3388949934426524
FOODS_1_063,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.24,0.3614233197522627,4.2,54.0,6.7,14.0,4.228189477871022,1,26.19236960273851,30.58818528492932,10.307423856834507,28.214471448883167,Croston_SBA,1.0741978984604594,0.4957195373905945
FOODS_1_064,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.68,1.1539793176953306,6.0,89.0,14.1,14.0,8.340642593243478,0,50.73105904262897,81.45640849313261,38.152073938589176,42.91528402728563,Croston_SBA,1.0914589026421584,-0.1182650319810446
FOODS_1_065,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.28,0.6528242529946947,4.1,60.0,8.7,14.000000000000002,6.987708279855237,0,42.226337695255296,52.2430753905106,18.51198750662323,30.454799412475804,Croston_SBA,0.934102950897989,-0.0099671101375519
FOODS_1_066,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.36,1.6652827161707515,5.5,149.0,17.2,14.000000000000002,7.597852392529053,0,42.15691917457464,106.88069856705404,69.43158069352518,62.20661949891926,Croston_SBA,1.3058700866453383,-0.3795684304564663
FOODS_1_067,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.97,2.0489547565142763,12.1,138.0,26.4,14.0,9.221559631661048,0,59.05008427998952,135.32214768795183,87.21871726726079,59.61837122675594,Croston_SBA,2.225632901372348,0.4510452434857241
FOODS_1_068,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.58,0.2022502649798921,1.1,32.0,2.5,14.0,4.3170378197462345,0,23.778185424634472,23.831157786276773,2.6313634414058207,9.95837131907483,Croston_SBA,0.2888612921730438,-0.1308216935513206
FOODS_1_069,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.48,1.4313282280584374,10.9,103.0,20.9,14.000000000000002,8.37235261604695,1,56.31131277870532,99.91886720688828,60.44461277919782,51.72882580509515,Croston_SBA,2.457728646123465,0.0686717719415631
FOODS_1_070,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.98,0.1389337896483688,4.7,51.0,5.7,14.0,1.679166662968696,1,10.890850315848493,12.313005536942436,5.361232427522948,32.905278167975844,Croston_SBA,1.4670303913339888,0.5396376389230596
FOODS_1_071,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,2.0,0.903967715809206,4.3,91.0,10.6,14.0,6.625466190167876,0,38.04902287199781,62.71136937839337,31.949138388081288,45.59352601919507,Croston_SBA,1.245711015521641,0.1317465699050797
FOODS_1_072,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,4.74,0.1176431424359476,2.5,21.0,3.3,14.0,3.303057460701606,1,22.54774928312402,23.74662449818681,8.46294395516054,27.2549776071981,Croston_SBA,0.556829628866023,-0.0105002852930905
FOODS_1_073,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.94,0.8820425219278091,4.4,91.0,10.6,14.0,6.451814038149305,0,37.05051431338738,61.18478675060838,29.49150515987164,44.30044494683676,Croston_SBA,0.998530369261308,0.0465289066436193
FOODS_1_074,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.24,1.6296454611383664,9.4,115.0,20.8,14.0,8.891189735657754,0,55.83296492676104,110.06796555258396,63.8907148812536,53.35482778663344,Croston_SBA,1.692147492993552,0.0489259674330621
FOODS_1_075,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.28,1.521008997842427,4.8,92.0,15.4,14.0,10.928509531741849,0,63.49698935937423,105.51684736874763,51.80743469463027,44.9099214377879,Croston_SBA,1.2496665913979403,-0.6281518549852836
FOODS_1_076,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,5.47,1.3299933114399631,8.5,67.0,17.8,14.0,11.558275206561584,0,82.17542975190945,106.6169264459311,46.0449484651469,35.89634514861374,Croston_SBA,1.6094516667542482,0.4557209742743228
FOODS_1_077,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,2.97,0.3172860977964543,1.3,44.0,3.5,14.0,4.9703616178414505,0,27.000362010875666,28.983770949284303,5.346562893936508,16.511075370302102,Croston_SBA,0.4073394566299662,-0.1387146692250257
FOODS_1_078,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,3.24,0.3256789364501617,4.8,43.0,7.1,14.0,4.51987877582924,1,30.86481997724524,32.64253530071817,15.041460815681068,32.66766670254716,Croston_SBA,1.4758609893092574,0.4957496349784097
FOODS_1_079,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,5.58,0.0380848494791816,0.0,11.0,0.3,14.0,2.5274491018002334,0,12.456622754500584,19.056828343316884,6.6002055888163,34.63433405554578,Croston_SBA,0.0380848494791817,-0.0380848494791816
FOODS_1_080,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,7.58,0.9014066962728924,5.3,47.0,11.6,14.0,11.424077921514089,0,78.66223022761764,85.61037402326762,25.70163856580622,24.61640220004277,Croston_SBA,0.9689140620495128,-0.0799781248443209
FOODS_1_081,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,5.4,1.076971592247574,9.3,60.0,16.8,14.0,10.00240791782098,1,75.20188593086371,91.75977186172742,39.89085024955856,34.64297410230267,Croston_SBA,1.6888077277790772,-0.0055430208190025
FOODS_1_082,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.98,12.170311746473091,15.6,476.0,100.8,14.0,17.5164187202787,0,96.36698432208696,746.3582312437798,659.5228098082459,87.24510625243354,Croston_SBA,5.933418073979923,-4.777454603615949
FOODS_1_083,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.97,1.1557880408986634,6.1,103.0,14.2,14.0,7.324004078611321,0,43.17316868582584,78.62383915466869,43.02186290086135,49.88807530149081,Croston_SBA,1.4053813634286485,-0.2272166123272348
FOODS_1_084,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,5.5,0.1084728145796759,0.0,19.0,0.8,14.0,4.167639718061232,0,20.86909929515308,23.098762886930285,2.229663591777204,9.652740290428234,Croston_SBA,0.1084728145796758,-0.1084728145796759
FOODS_1_085,CA_1,FOODS,FOODS_1,CA,A,Y,AY,0.98,11.316626055721684,27.9,459.0,107.1,14.0,16.047274709939455,0,95.44569967688903,696.8364850564026,614.031341588635,86.54334701596173,LightGBM,5.616039974482336,-2.4594831985788272
FOODS_1_086,CA_1,FOODS,FOODS_1,CA,A,Y,AY,1.64,3.5548759999350388,26.0,199.0,50.9,14.0,10.338882390249315,1,73.76524974814797,229.70295666271488,175.59398265447135,70.40479470070854,LightGBM,4.828148591866692,1.1236954286363894
FOODS_1_087,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,5.4,2.139958377333051,12.8,85.0,27.8,14.0,14.12449923556173,0,105.67016516038608,160.2048012877606,86.60158724045189,45.02330302484438,Croston_SBA,2.6730926897609057,1.3243273369526634
FOODS_1_088,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,4.74,1.4098890439490703,9.4,74.0,19.3,14.0,11.090722005202815,0,78.75811223252775,108.89945017356844,50.81454982146951,39.202087257469564,Croston_SBA,1.726113930627666,-0.2670319010919272
FOODS_1_089,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,3.48,0.2215553773152695,2.7,34.0,4.3,14.0,4.104960036551948,1,25.60351069412844,25.79715212001223,8.172469228644342,24.136898774852536,Croston_SBA,0.8274504607799182,0.2784446226847304
FOODS_1_090,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.28,0.937027647186496,4.6,72.0,11.2,14.0,8.424017025198795,0,50.38464800160216,69.86011520384518,28.87484467688291,36.40690711063345,Croston_SBA,1.04336870202096,-0.1155990757579245
FOODS_1_091,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.38,1.1838463159274113,0.0,95.0,8.3,14.0,9.096924322389585,0,45.35231080597396,79.15731755225086,33.8050067462769,42.70610449117682,Croston_SBA,1.183846315927411,-1.1838463159274113
FOODS_1_092,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.78,1.1191456242778306,4.2,107.0,12.0,14.0,7.07951738061366,0,39.62943144212189,74.9165588102347,39.89273439641224,50.1494553508666,Croston_SBA,0.9388938264997296,-0.0120027671349734
FOODS_1_093,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,5.4,0.2116643742236576,2.1,27.0,3.6,14.0,4.952403627668913,1,31.154943813265746,31.344249431939176,9.71620650846474,23.715262769042937,Croston_SBA,0.6107516408026599,0.1097641972049137
FOODS_1_094,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.28,0.9489090544378904,4.1,73.0,10.7,14.0,8.530832632261822,0,50.356326360947264,70.25490081163834,28.229089933968098,35.90047341855699,Croston_SBA,0.94972990226399,-0.2346233401521761
FOODS_1_095,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,3.02,0.1155773701046283,0.9,26.0,1.7,14.0,3.034945330085563,1,16.508242324651796,16.63455668136489,2.410301075689773,12.724434129603354,Croston_SBA,0.2612960907414879,-0.0441487986760569
FOODS_1_096,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,5.74,0.4928017644160876,3.8,40.0,7.2,13.999999999999998,7.55767411814588,1,49.806480501484,51.56117400197866,15.40087213339904,23.59104568629532,Croston_SBA,0.8669453810069103,0.1143410927267695
FOODS_1_097,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.98,1.963461918731373,4.9,191.0,18.6,14.0,7.138083668694732,0,38.439227233951605,123.34433338949188,89.02646132641053,69.82007980884475,Croston_SBA,1.4263377770182346,0.0008237955543411
FOODS_1_098,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,4.5,0.3467088370035777,1.6,37.0,4.0,14.0,6.295956492851038,0,35.19117912247377,36.031454251050974,7.040706644532307,16.64623483110277,Croston_SBA,0.4963692506715526,-0.1681374084321492
FOODS_1_099,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.98,12.159493139532271,36.2,476.0,121.3,14.0,16.186050313381763,0,100.3631054194252,749.7376993215466,665.7601939021215,86.89542942804776,Croston_SBA,7.269081080569561,-3.15949313953227
FOODS_1_101,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,1.97,0.6588095500170005,0.0,78.0,4.6,14.0,6.165781686056543,0,30.78045421514136,45.98758095936752,15.207126744226173,33.06789882612542,Croston_SBA,0.6588095500170006,-0.6588095500170005
FOODS_1_102,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,1.78,0.0768916707231649,3.0,28.0,3.5,13.999999999999998,1.650909400820893,1,11.063689252491995,11.085576635659198,4.553350280326773,29.068711704614664,Croston_SBA,0.9480499115466764,0.3873940435625492
FOODS_1_103,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,3.94,1.6777299766159146,7.7,88.0,19.4,14.0,11.844708732394755,0,75.53343190140959,119.94950691080146,58.53255714020264,43.64854174880227,Croston_SBA,1.421711523317239,-0.249158548044486
