item_id,store_id,cat_id,dept_id,state_id,abc_class,xyz_class,abc_xyz,sell_price,forecast_mean,forecast_error_std,service_level,Z_score,sigma_L,safety_stock,ss_holding_cost,EOQ,ROP,demand_during_lead_time,stockout_risk,DOH,turnover,annual_ordering_cost,annual_holding_cost,total_annual_cost_EOQ,total_annual_cost_naive,annual_saving,annual_saving_pct,best_model_used
FOODS_1_012,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,5.4,3.593015405557208,2.029869545160568,0.98,2.0537489106318225,5.3705300103986575,11.0,11.880000000000004,110.0,36.2,25.15110783890045,0,14.0,19.87046398527849,59.61139195583549,71.28,130.8913919558355,246.65510383806352,143.27860806688625,52.24650643437474,Croston_SBA
FOODS_1_013,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.48,2.0482821775455564,2.55934846206306,0.95,1.6448536269514722,6.771399548974485,11.1,3.2856000000000005,159.0,25.4,14.337975242818896,0,14.0,8.251909434924151,23.510157069312207,26.817599999999995,50.3277570693122,132.32943246735468,92.29546646805667,64.6870198339013,Croston_SBA
FOODS_1_014,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.98,1.6848726165769872,1.1001442906807546,0.9,1.2815515655446004,2.910708199428831,3.7,0.7252000000000001,177.0,15.5,11.79410831603891,0,14.0,6.670048861720177,17.37227415397176,18.0712,35.44347415397176,106.1616175084334,73.84190816983732,67.54797276659974,Croston_SBA
FOODS_1_015,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.24,0.6469023360704099,0.8317445171439015,0.95,1.6448536269514722,2.2005891467042624,3.6,2.3328,60.0,8.1,4.52831635249287,0,14.000000000000002,7.027361686479154,19.67661272214164,21.772800000000004,41.44941272214164,51.40602544428327,17.284857986574906,29.408673970973844,Croston_SBA
FOODS_1_016,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.98,1.0816271038776224,0.4755948656056709,0.95,1.6448536269514722,1.2583057392117916,2.1,0.8316000000000001,100.0,9.7,7.571389727143357,0,14.0,7.577617906244379,19.73969464576661,20.6316,40.37129464576661,72.57058215255537,34.74360254131749,46.24524777832895,Croston_SBA
FOODS_1_017,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,2.38,0.893702305745404,0.956044540814477,0.9,1.2815515655446004,2.529456097296047,3.2,1.5232,83.0,9.5,6.255916140217828,0,14.0,7.297569163245469,19.650683228739307,21.2772,40.9278832287393,63.030090266178746,28.702135082923725,41.180550118954585,Croston_SBA
FOODS_1_018,CA_1,FOODS,FOODS_1,CA,A,Y,AY,0.98,9.335778617071387,5.603511784255115,0.98,2.0537489106318225,14.825498649758854,30.4,5.9584,417.0,95.8,65.35045031949971,0,14.0,14.263537861996888,40.85802392363377,46.8244,87.68242392363378,576.8249325385095,502.9203495404364,85.1489895905602,LightGBM
FOODS_1_019,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.08,8.331276464646749,7.395837525149718,0.98,2.0537489106318225,19.567546828585563,40.2,8.683200000000001,375.0,98.5,58.31893525252724,0,14.0,13.354922747457458,40.545545461280845,49.18320000000001,89.72874546128085,518.7425182660105,449.0376640753488,83.33810651843102,Croston_SBA
FOODS_1_020,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.68,1.1690261249270293,1.0202966681339751,0.95,1.6448536269514722,2.6994512473902983,4.4,2.3584000000000005,89.0,12.6,8.183182874489205,0,14.0,8.72585962368846,23.97160312350369,26.2104,50.18200312350369,81.51415593306095,38.77655913765487,43.56937406611676,Croston_SBA
FOODS_1_021,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.98,2.3801025595935537,1.7089865185644153,0.98,2.0537489106318225,4.521553322083513,9.3,1.8228,211.0,26.0,16.660717917154876,0,14.0,7.567399253063128,20.58619512444661,22.5008,43.08699512444662,149.5523723752745,110.66183284759398,71.97102056250418,Croston_SBA
FOODS_1_022,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,4.63,0.0623160757294412,0.262265264156481,0.9,1.2815515655446004,0.6938886664887108,0.9,0.8334,16.0,1.3,0.4362125301060884,1,14.0,2.555659285533263,7.1079273878893865,8.2414,15.349327387889389,18.51429460687434,6.666575996753842,30.230707517620548,Croston_SBA
FOODS_1_023,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,5.4,0.2653497179030116,0.9371802805793976,0.98,2.0537489106318225,2.479545956046822,5.1,5.508,30.0,7.0,1.8574480253210808,1,14.0,4.818539653462649,16.14210783909987,21.708,37.85010783909988,37.85010783909988,12.68042001337271,25.079501939145928,Croston_SBA
FOODS_1_024,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,4.74,0.5133236646243778,0.262265264156481,0.98,2.0537489106318225,0.6938886664887108,1.4,1.3272000000000002,44.0,5.0,3.5932656523706448,0,14.0,8.00697169179051,21.2912656349884,22.1832,43.4744656349884,46.77438959798299,6.4405596064481685,12.901120060435275,Croston_SBA
FOODS_1_025,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,4.27,0.5916850608686296,0.8629652337776967,0.95,1.6448536269514722,2.2831913986705024,3.8,3.2452,50.0,7.9,4.141795426080408,0,14.000000000000002,7.498786361703118,21.59650472170497,24.5952,46.19170472170498,52.049374536174966,15.822698464877275,25.49183346290673,Croston_SBA
FOODS_1_026,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,6.98,1.1550592850385937,1.1930131697849873,0.98,2.0537489106318225,3.1564161580759533,6.5,9.074000000000002,55.0,14.6,8.085414995270156,0,14.0,12.399901148208432,38.32696718537152,47.464000000000006,85.79096718537153,100.28010650651449,35.34321085994951,29.164881180728443,Croston_SBA
FOODS_1_027,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.78,1.0975947297802524,1.64389201360094,0.95,1.6448536269514722,4.349329450233297,7.2,2.5632,106.0,14.9,7.683163108461767,0,14.0,6.654851766940069,18.89726775329208,21.431200000000004,40.32846775329209,74.67354606163202,42.27204641473162,51.1493135680154,Croston_SBA
FOODS_1_028,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.78,0.6900126953848821,1.3113263207824053,0.95,1.6448536269514722,3.469443332443555,5.7,3.1692,67.0,10.5,4.830088867694174,1,13.999999999999998,6.424863107537805,18.795121926528505,21.7952,40.5903219265285,53.48497230258032,22.79452188686551,35.931103652003046,Croston_SBA
FOODS_1_029,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,3.94,0.4241504155087078,0.6118321864193026,0.9,1.2815515655446004,1.6187558093703849,2.1,1.6548000000000005,44.0,5.1,2.9690529085609545,0,14.0,6.423854840692047,17.59260246144072,18.990800000000004,36.58340246144073,39.27728361011306,9.644990316408958,20.831192516907628,Croston_SBA
FOODS_1_030,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.24,0.3482505635304601,0.7901510136288028,0.95,1.6448536269514722,2.09054308024742,3.4,2.2032000000000003,44.0,5.8,2.4377539447132204,1,13.999999999999998,5.004388019236926,14.44448360097931,16.459200000000003,30.90368360097932,33.10844261476966,9.179479097494326,22.87916564982522,Croston_SBA
FOODS_1_031,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,3.28,0.981506923610741,1.1773883752795364,0.98,2.0537489106318225,3.1150768375280418,6.4,4.1984,74.0,13.3,6.870548465275187,0,14.0,8.254608919767753,24.20608291337301,28.4704,52.67648291337301,73.74673785298674,30.751285871689007,36.84953812348199,Croston_SBA
FOODS_1_032,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.98,2.25053186704174,1.8743605611587948,0.98,2.0537489106318225,4.959091912093643,10.2,1.9992,205.0,26.0,15.753723069292178,0,14.0,7.288767803640062,20.035222718786223,22.0892,42.12442271878622,141.84655524503916,104.32465534592154,71.23076922732716,Croston_SBA
FOODS_1_033,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,5.4,0.9244340009955784,0.7867957924694432,0.95,1.6448536269514722,2.081665999466133,3.4,3.672,56.0,9.9,6.4710380069690485,0,14.0,10.745809247241596,30.12664378244519,33.912,64.03864378244519,76.10840172723101,23.62933769120177,26.93363342697702,Croston_SBA
FOODS_1_034,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,5.47,0.3995162704495317,0.8443713418650368,0.95,1.6448536269514722,2.233996584764789,3.7,4.0478000000000005,37.0,6.5,2.7966138931467217,1,14.0,6.568623365499057,19.70587009649717,24.2868,43.99267009649717,44.76170645234652,13.279316151255609,23.15839336202137,Croston_SBA
FOODS_1_035,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.48,1.464892537040447,2.456769074559977,0.95,1.6448536269514722,6.5,10.7,5.3072,104.0,21.0,10.25424775928313,1,14.0,8.5276838280664,25.70604692402708,31.0992,56.805246924027074,101.86149600329388,61.59169156736464,51.9812300594659,Croston_SBA
FOODS_1_036,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.78,2.324976201549449,1.6342077348473545,0.98,2.0537489106318225,4.323707257024283,8.9,3.1684,154.0,25.2,16.274833410846142,0,13.999999999999998,9.879118900646668,27.55247771316717,30.580400000000004,58.132877713167176,149.94445226092483,99.09772437405135,63.0199999012359,Croston_SBA
FOODS_1_037,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.24,3.155841539706078,1.8122890316921123,0.95,1.6448536269514722,4.794866081627384,7.9,5.119200000000001,133.0,30.0,22.090890777942548,0,14.0,15.482287123558043,43.303840676417984,48.21120000000001,91.515040676418,206.8195603321197,131.23578167441832,58.89267175134075,Croston_SBA
FOODS_1_038,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,8.98,0.3521410005165445,0.693888666488711,0.98,2.0537489106318225,1.8358568490953675,3.8,6.824800000000001,27.0,6.3,2.4649870036158115,1,14.0,7.429564461765246,23.802123183062736,31.07080000000001,54.87292318306274,55.18671086475647,15.883633770590372,22.43643021712137,Croston_SBA
FOODS_1_039,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,2.48,0.5492804649579396,0.7310208850583779,0.9,1.2815515655446004,1.9340994650588008,2.5,1.2400000000000002,64.0,6.3,3.844963254705577,0,14.0,5.811228107526028,15.663075758566244,17.112,32.775075758566246,42.09456161827465,14.551652367661283,30.71192401434454,Croston_SBA
FOODS_1_040,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.78,3.489009343459565,2.5302403842552987,0.98,2.0537489106318225,6.694386813952031,13.7,4.8772,189.0,38.1,24.42306540421696,0,14.0,11.769763496883003,33.6901695863159,38.519200000000005,72.20936958631592,222.4652683937902,161.56545622247842,69.10358368346462,Croston_SBA
FOODS_1_041,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.24,1.171401376683776,1.387777332977422,0.95,1.6448536269514722,3.671713698190735,6.0,2.6880000000000006,98.0,14.2,8.199809636786433,0,14.000000000000002,7.773845499810514,21.81436237191726,24.640000000000004,46.45436237191726,80.66825041492972,42.67029513775433,47.8520571538138,Croston_SBA
FOODS_1_042,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.98,3.514275223911428,2.3948799000053715,0.95,1.6448536269514722,6.336256635281448,10.4,2.0384,256.0,35.0,24.599926567379995,0,14.0,9.268139138205717,25.05293860796233,27.126400000000004,52.179338607962336,218.76347612127856,172.9596690660051,76.8114906303001,Croston_SBA
FOODS_1_043,CA_1,FOODS,FOODS_1,CA,A,Y,AY,1.78,0.0131942702761603,0.0277864336578829,0.98,2.0537489106318225,0.0735159932801529,0.2,0.0712,12.0,0.3,0.0923598919331221,1,14.0,0.7767594598062112,2.006628604499379,2.2072000000000003,4.21382860449938,6.213851441799752,2.106581545068619,33.32825861891974,LightGBM
FOODS_1_044,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.78,0.9980460651829036,1.462041770116756,0.98,2.0537489106318225,3.8681989301176025,7.9,4.3924,81.0,14.9,6.986322456280325,1,14.0,7.52658706181322,22.48684035751604,26.9104,49.39724035751603,73.4468689652933,34.26495578638021,40.94438386392909,Croston_SBA
FOODS_1_045,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.78,2.83996932047543,2.272448275323592,0.98,2.0537489106318225,6.012333003763861,12.3,4.378800000000001,171.0,32.2,19.87978524332801,0,14.0,10.59906750484184,30.309614092793336,34.8168,65.12641409279334,182.483600328922,127.51596503682184,66.18476305055765,Croston_SBA
FOODS_1_046,CA_1,FOODS,FOODS_1,CA,A,Y,AY,0.98,6.374042853816239,5.767034154413195,0.98,2.0537489106318225,15.258138174992984,31.3,6.1348,345.0,75.9,44.61829997671367,0,14.0,11.415729350554107,33.71776292236127,39.9448,73.66256292236127,396.82907360715456,337.3438970207351,82.07074573610461,LightGBM
FOODS_1_047,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.28,0.7387324910894334,1.0079052613579391,0.95,1.6448536269514722,2.6666666666666665,4.4,2.8864,64.0,9.6,5.171127437626033,0,13.999999999999998,7.407619759550637,21.065418691222124,23.8784,44.94381869122212,57.6659598746072,21.687497570640826,32.5242998806892,Croston_SBA
FOODS_1_048,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,5.98,0.3249784814027209,1.0408329997330663,0.95,1.6448536269514722,2.753785273643051,4.5,5.3820000000000014,31.0,6.8,2.274849369819046,1,14.0,5.930857285599656,19.131797695482764,23.92,43.05179769548276,43.09152428533219,16.97141668802682,28.230843314288705,Croston_SBA
FOODS_1_049,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.24,0.8047374966302488,1.1007452982594166,0.95,1.6448536269514722,2.912298316018036,4.8,2.1504000000000003,81.0,10.4,5.633162476411742,0,14.0,6.4840879971311445,18.13143125123709,20.294400000000003,38.42583125123709,57.82526437834014,26.088458170245467,40.41509387238408,Croston_SBA
FOODS_1_050,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,5.98,1.170106316457431,1.4327979804948263,0.95,1.6448536269514722,3.790827135384885,6.2,7.4152,60.0,14.4,8.190744215202017,0,14.0,11.7980333012973,35.59073379224686,43.29520000000001,78.88593379224687,96.53666758449371,40.95228673748908,34.136366363834554,Croston_SBA
FOODS_1_051,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.87,0.8358553629872648,1.3228756555322954,0.95,1.6448536269514722,3.5000000000000004,5.8,4.4892,63.0,11.7,5.850987540910854,0,14.0,8.179281702154201,24.2132704357422,28.8702,53.08347043574219,66.94706791505861,27.727908180388702,34.27931136254831,Croston_SBA
FOODS_1_052,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.98,1.1844937926911383,1.5166623059417512,0.9,1.2815515655446004,4.012711284387634,5.1,0.9996,149.0,13.4,8.291456548837967,0,13.999999999999998,5.431409979048562,14.50806155477401,15.6016,30.109661554774007,75.99630572204424,50.19323891083805,62.47020124718193,Croston_SBA
FOODS_1_053,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,5.47,0.1067811944675191,0.4409585518440984,0.95,1.6448536269514722,1.1666666666666663,1.9,2.0786,19.0,2.6,0.7474683612726337,1,14.0,3.418871577249516,10.256614731748543,12.4716,22.728214731748544,24.98445599677408,8.824816418760712,27.93617161048588,Croston_SBA
FOODS_1_054,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.88,1.7887286584039497,1.7559422921421233,0.98,2.0537489106318225,4.645786621588785,9.5,3.572,132.0,22.0,12.521100608827648,0,14.0,8.647496163144924,24.73052879990309,28.388,53.118528799903096,118.02632671957362,73.20020832383304,57.93972759042249,Croston_SBA
FOODS_1_055,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,3.98,2.1079015088572968,2.479545956046822,0.98,2.0537489106318225,6.560261964055783,13.5,10.746,98.0,28.3,14.755310562001078,0,14.0,12.310144811726614,39.25428830269966,49.75,89.00428830269966,150.91667512215224,86.63410972026102,49.30864450982827,Croston_SBA
FOODS_1_056,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,2.24,0.82821178937969,0.0,0.9,1.2815515655446004,0.0,0.0,0.0,82.0,5.8,5.79748252565783,0,14.0,7.373104954233826,18.432762385584564,18.368,36.80076238558456,57.10288385393115,20.302121468346584,35.553583458725655,Croston_SBA
FOODS_1_057,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,2.24,0.5504100739031212,0.0,0.9,1.2815515655446004,0.0,0.0,0.0,67.0,3.9,3.8528705173218487,0,14.0,5.997005282825052,14.992513207062627,15.008000000000004,30.00051320706263,40.2032794957732,10.20276628871057,25.37794532354816,Croston_SBA
FOODS_1_058,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.78,2.684886791829693,4.522383154335646e-16,0.98,2.0537489106318225,1.1965101159719957e-15,0.0,0.0,166.0,18.8,18.79420754280785,0,14.0,11.80703227732335,29.51758069330837,29.548,59.06558069330838,168.6706131696397,109.60503247633127,64.98170037841538,Croston_SBA
FOODS_1_059,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,4.73,0.361145267249975,1.588233853211413,0.9,1.2815515655446004,4.202071799411263,5.4,5.108400000000001,37.0,7.9,2.5280168707498247,1,14.0,5.515398432897106,17.81324629003255,22.609400000000004,40.42264629003255,41.26807042437348,22.55609980305416,35.68770684629888,Croston_SBA
FOODS_1_060,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,1.68,1.0333705695070985,1.0202966681339751,0.9,1.2815515655446004,2.6994512473902983,3.5,1.176,106.0,10.7,7.233593986549689,0,14.0,6.675756776461785,17.791521597645797,18.984,36.7755215976458,69.07937631168181,37.24718601083634,50.283662769941685,Croston_SBA
FOODS_1_061,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.24,2.0162138541932526,1.6567163289800082,0.98,2.0537489106318225,4.3832593994609725,9.0,4.032000000000001,128.0,23.1,14.113496979352767,0,14.0,10.081069270966262,28.746799092989733,32.70400000000001,61.45079909298974,133.40500946342286,81.25970457986644,56.93135823948796,Croston_SBA
FOODS_1_062,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.94,0.6253907208430618,1.2013000012992978,0.95,1.6448536269514722,3.178341053419512,5.2,4.0976,54.0,9.6,4.377735045901432,1,14.0,7.089056307693091,21.13589010256644,25.373600000000003,46.509490102566446,53.96220218461959,20.3233544704056,30.37696198634038,Croston_SBA
FOODS_1_063,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.24,0.3614233197522627,0.9704632614370016,0.95,1.6448536269514722,2.5676044462869654,4.2,1.8816000000000004,54.0,6.7,2.529963238265839,1,14.0,4.228189477871022,12.214769602738508,13.977600000000002,26.19236960273851,30.58818528492932,10.307423856834507,28.214471448883167,Croston_SBA
FOODS_1_064,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.68,1.1539793176953306,1.1049431980420854,0.98,2.0537489106318225,2.923404914871749,6.0,3.2160000000000006,89.0,14.1,8.077855223867314,0,14.0,8.340642593243478,23.663059042628973,27.068,50.73105904262897,81.45640849313261,38.152073938589176,42.91528402728563,Croston_SBA
FOODS_1_065,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.28,0.6528242529946947,0.9511897312113418,0.95,1.6448536269514722,2.516611478423583,4.1,2.6896,60.0,8.7,4.569769770962863,0,14.000000000000002,6.987708279855237,19.856737695255298,22.3696,42.226337695255296,52.2430753905106,18.51198750662323,30.454799412475804,Croston_SBA
FOODS_1_066,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.36,1.6652827161707515,1.2724180205607036,0.95,1.6448536269514722,3.366501646120693,5.5,1.4960000000000002,149.0,17.2,11.656979013195262,0,14.000000000000002,7.597852392529053,20.39691917457464,21.76,42.15691917457464,106.88069856705404,69.43158069352518,62.20661949891926,Croston_SBA
FOODS_1_067,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.97,2.0489547565142763,2.2194427061597977,0.98,2.0537489106318225,5.872093449655027,12.1,4.7674,138.0,26.4,14.342683295599931,0,14.0,9.221559631661048,27.096684279989525,31.9534,59.05008427998952,135.32214768795183,87.21871726726079,59.61837122675594,Croston_SBA
FOODS_1_068,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.58,0.2022502649798921,0.262265264156481,0.95,1.6448536269514722,0.6938886664887108,1.1,0.7876000000000002,32.0,2.5,1.4157518548592447,0,14.0,4.3170378197462345,11.534585424634471,12.243600000000002,23.778185424634472,23.831157786276773,2.6313634414058207,9.95837131907483,Croston_SBA
FOODS_1_069,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.48,1.4313282280584374,2.5018511664883785,0.95,1.6448536269514722,6.619276003825103,10.9,5.4064000000000005,103.0,20.9,10.019297596409062,1,14.000000000000002,8.37235261604695,25.360912778705323,30.9504,56.31131277870532,99.91886720688828,60.44461277919782,51.72882580509515,Croston_SBA
FOODS_1_070,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.98,0.1389337896483688,1.3892063129334606,0.9,1.2815515655446004,3.6754944237829097,4.7,0.9212,51.0,5.7,0.9725365275385816,1,14.0,1.679166662968696,4.971650315848492,5.9192,10.890850315848493,12.313005536942436,5.361232427522948,32.905278167975844,Croston_SBA
FOODS_1_071,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,2.0,0.903967715809206,1.2614554456142482,0.9,1.2815515655446004,3.3374973990834644,4.3,1.72,91.0,10.6,6.327774010664442,0,14.0,6.625466190167876,18.12902287199781,19.92,38.04902287199781,62.71136937839337,31.949138388081288,45.59352601919507,Croston_SBA
FOODS_1_072,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,4.74,0.1176431424359476,0.5669467095138409,0.95,1.6448536269514722,1.5,2.5,2.370000000000001,21.0,3.3,0.8235019970516332,1,14.0,3.303057460701606,10.223749283124018,12.324000000000002,22.54774928312402,23.74662449818681,8.46294395516054,27.2549776071981,Croston_SBA
FOODS_1_073,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.94,0.8820425219278091,1.0157490003667402,0.95,1.6448536269514722,2.68741924943285,4.4,1.7072,91.0,10.6,6.174297653494664,0,14.0,6.451814038149305,17.689314313387378,19.3612,37.05051431338738,61.18478675060838,29.49150515987164,44.30044494683676,Croston_SBA
FOODS_1_074,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.24,1.6296454611383664,1.7224782195810826,0.98,2.0537489106318225,4.557249007736852,9.4,4.211200000000001,115.0,20.8,11.407518227968565,0,14.0,8.891189735657754,25.86176492676103,29.971200000000007,55.83296492676104,110.06796555258396,63.8907148812536,53.35482778663344,Croston_SBA
FOODS_1_075,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.28,1.521008997842427,1.100144290680754,0.95,1.6448536269514722,2.910708199428829,4.8,3.1488,92.0,15.4,10.647062984896989,0,14.0,10.928509531741849,30.17218935937424,33.3248,63.49698935937423,105.51684736874763,51.80743469463027,44.9099214377879,Croston_SBA
FOODS_1_076,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,5.47,1.3299933114399631,1.5719094983170854,0.98,2.0537489106318225,4.158881616047312,8.5,9.299,67.0,17.8,9.30995318007974,0,14.0,11.558275206561584,36.22742975190945,45.948,82.17542975190945,106.6169264459311,46.0449484651469,35.89634514861374,Croston_SBA
FOODS_1_077,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,2.97,0.3172860977964543,0.3900210277874798,0.9,1.2815515655446004,1.0318986456114838,1.3,0.7722000000000001,44.0,3.5,2.22100268457518,0,14.0,4.9703616178414505,13.16016201087566,13.840200000000005,27.000362010875666,28.983770949284303,5.346562893936508,16.511075370302102,Croston_SBA
FOODS_1_078,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,3.24,0.3256789364501617,1.4156158567804524,0.9,1.2815515655446004,3.745367509040706,4.8,3.1104000000000003,43.0,7.1,2.279752555151132,1,14.0,4.51987877582924,13.822419977245236,17.042400000000004,30.86481997724524,32.64253530071817,15.041460815681068,32.66766670254716,Croston_SBA
