item_id,store_id,cat_id,dept_id,abc_class,sell_price,Cu,Co,CR,forecast_mean,demand_std,Q_star,EOQ,q_difference,q_difference_pct,expected_sales,expected_leftover,expected_stockout,expected_profit_newsvendor,expected_profit_eoq,profit_improvement,profit_improvement_pct
FOODS_1_023,CA_1,FOODS,FOODS_1,A,5.4,1.62,0.54,0.75,0.2653497179030116,1.0,0.9,30.0,-29.1,-97.00000000000001,0.43215374927788625,0.4678462507221138,-0.16680403137487465,0.44745209844023426,-15.626844609329497,16.074296707769733,102.86335539660449
FOODS_1_024,CA_1,FOODS,FOODS_1,A,4.74,1.422,0.47400000000000003,0.75,0.5133236646243778,1.0,1.2,44.0,-42.8,-97.27272727272727,0.6823444825590042,0.5176555174409958,-0.1690208179346263,0.7249251389318718,-19.882738331872183,20.607663470804056,103.6460025114841
FOODS_1_025,CA_1,FOODS,FOODS_1,B,4.27,1.281,0.427,0.75,0.5916850608686296,1.0,1.3,50.0,-48.7,-97.4,0.7612378438560359,0.5387621561439642,-0.16955278298740628,0.7450942373061091,-20.33940191603638,21.08449615334249,103.66330455724288
FOODS_1_026,CA_1,FOODS,FOODS_1,A,6.98,2.094,0.6980000000000001,0.75,1.1550592850385937,1.1930131697849873,2.0,55.0,-53.0,-96.36363636363636,1.357336264761023,0.642663735238977,-0.2022769797224293,2.393682851212776,-35.16507447617225,37.558757327385024,106.80698928374153
FOODS_1_027,CA_1,FOODS,FOODS_1,B,1.78,0.534,0.17800000000000002,0.75,1.0975947297802524,1.64389201360094,2.2,106.0,-103.8,-97.9245283018868,1.3745580733461495,0.8254419266538506,-0.27696334356589714,0.5870853482224585,-18.086512552396464,18.673597900618923,103.24598424666821
FOODS_1_028,CA_1,FOODS,FOODS_1,B,2.78,0.834,0.27799999999999997,0.75,0.6900126953848821,1.3113263207824053,1.6,67.0,-65.4,-97.61194029850748,0.9119209247742825,0.6880790752257175,-0.22190822938940047,0.5692560683490021,-17.85870588273201,18.427961951081013,103.18755497787457
FOODS_1_029,CA_1,FOODS,FOODS_1,C,3.94,1.182,0.394,0.7499999999999999,0.4241504155087078,1.0,1.1,44.0,-42.9,-97.5,0.5928208951384631,0.507179104861537,-0.16867047962975534,0.5008857307382177,-16.667538945158277,17.168424675896496,103.00515710439495
FOODS_1_030,CA_1,FOODS,FOODS_1,B,3.24,0.972,0.32400000000000007,0.75,0.3482505635304601,1.0,1.0,44.0,-43.0,-97.72727272727273,0.5159335792058594,0.48406642079414064,-0.16768301567539928,0.34464991865079375,-13.804667269664526,14.149317188315319,102.49661880231011
FOODS_1_031,CA_1,FOODS,FOODS_1,A,3.28,0.9839999999999999,0.328,0.75,0.981506923610741,1.1773883752795364,1.8,74.0,-72.2,-97.56756756756756,1.1807872799314643,0.6192127200685358,-0.19928035632072327,0.958792911270081,-22.98426291622271,23.943055827492792,104.17151907270146
FOODS_1_032,CA_1,FOODS,FOODS_1,A,0.98,0.294,0.098,0.7499999999999999,2.25053186704174,1.8743605611587948,3.5,205.0,-201.5,-98.29268292682927,2.566035728743781,0.9339642712562188,-0.31550386170204137,0.6628860056675622,-19.20779150811964,19.870677513787204,103.45113078402244
FOODS_1_033,CA_1,FOODS,FOODS_1,B,5.4,1.62,0.54,0.75,0.9244340009955784,1.0,1.6,56.0,-54.4,-97.14285714285714,1.093094536562688,0.506905463437312,-0.1686605355671097,1.4970841989754065,-28.243222557849553,29.74030675682496,105.30068477812327
FOODS_1_034,CA_1,FOODS,FOODS_1,B,5.47,1.6409999999999998,0.547,0.75,0.3995162704495317,1.0,1.1,37.0,-35.9,-97.02702702702702,0.5689020843059492,0.5310979156940508,-0.16938581385641754,0.6430577604614167,-19.364858400256427,20.007916160717844,103.3207459986018
FOODS_1_035,CA_1,FOODS,FOODS_1,B,2.48,0.744,0.248,0.75,1.464892537040447,2.456769074559977,3.1,104.0,-100.9,-97.01923076923077,1.8783274346647287,1.2216725653352714,-0.41343489762428165,1.094500815187411,-24.338826603255878,25.43332741844329,104.49693336917483
FOODS_1_036,CA_1,FOODS,FOODS_1,A,1.78,0.534,0.17800000000000002,0.75,2.324976201549449,1.6342077348473545,3.4,154.0,-150.6,-97.79220779220779,2.5994567374707116,0.8005432625292883,-0.27448053592126254,1.2456131970791466,-25.756616944496795,27.002230141575943,104.83609008032124
FOODS_1_037,CA_1,FOODS,FOODS_1,B,3.24,0.972,0.32400000000000007,0.75,3.155841539706078,1.8122890316921123,4.4,133.0,-128.6,-96.69172932330827,3.46214725502616,0.9378527449738403,-0.3063057153200819,3.061342842513903,-39.00202936454093,42.06337220705483,107.84918859965053
FOODS_1_038,CA_1,FOODS,FOODS_1,A,8.98,2.694,0.8980000000000001,0.75,0.3521410005165445,1.0,1.0,27.0,-26.0,-96.29629629629629,0.5196372195297982,0.48036278047020176,-0.16749621901325373,0.9685368925510351,-22.98110952614458,23.949646418695615,104.21449143458096
FOODS_1_039,CA_1,FOODS,FOODS_1,C,2.48,0.744,0.248,0.75,0.5492804649579396,1.0,1.2,64.0,-62.8,-98.125,0.7169147809967951,0.4830852190032049,-0.16763431603885548,0.41357946274882074,-15.327113778761724,15.740693241510545,102.69835187967288
FOODS_1_040,CA_1,FOODS,FOODS_1,A,1.78,0.534,0.17800000000000002,0.75,3.489009343459565,2.5302403842552987,5.2,189.0,-183.8,-97.24867724867725,3.9158186214877713,1.284181378512229,-0.42680927802820623,1.862462858499293,-31.157825347456793,33.020288205956085,105.97751235116706
FOODS_1_041,CA_1,FOODS,FOODS_1,B,2.24,0.672,0.22400000000000003,0.7499999999999999,1.171401376683776,1.387777332977422,2.1,98.0,-95.9,-97.85714285714286,1.405136508511938,0.694863491488062,-0.23373513182816197,0.7886023116266966,-20.902424366491342,21.69102667811804,103.77277916570723
FOODS_1_042,CA_1,FOODS,FOODS_1,B,0.98,0.294,0.098,0.7499999999999999,3.514275223911428,2.3948799000053715,5.1,256.0,-250.9,-98.0078125,3.9169598203960208,1.183040179603979,-0.40268459648459265,1.0356482495952402,-23.71040411222672,24.74605236182196,104.36790636166842
FOODS_1_043,CA_1,FOODS,FOODS_1,A,1.78,0.534,0.17800000000000002,0.75,0.0131942702761603,1.0,0.7,12.0,-11.3,-94.16666666666667,0.18221893185488058,0.5177810681451194,-0.1690246615787203,0.005139879480674986,-2.1266056795633737,2.131745559044049,100.24169405405381
FOODS_1_044,CA_1,FOODS,FOODS_1,A,2.78,0.834,0.27799999999999997,0.75,0.9980460651829036,1.462041770116756,2.0,81.0,-79.0,-97.53086419753086,1.245101564765218,0.7548984352347821,-0.24705549958231432,0.8285529400189222,-21.40817277551661,22.236725715535535,103.87026463541295
FOODS_1_045,CA_1,FOODS,FOODS_1,A,1.78,0.534,0.17800000000000002,0.75,2.83996932047543,2.272448275323592,4.4,171.0,-166.6,-97.42690058479532,3.22404830310239,1.1759516968976103,-0.38407898262695994,1.5123223918089017,-28.415941843821496,29.928264235630397,105.32209138138325
FOODS_1_046,CA_1,FOODS,FOODS_1,A,0.98,0.294,0.098,0.7499999999999999,6.374042853816239,5.767034154413195,10.3,345.0,-334.7,-97.01449275362319,7.347728033263383,2.9522719667366175,-0.973685179447144,1.8709093890392463,-31.311375201304035,33.18228459034328,105.9751747632002
FOODS_1_047,CA_1,FOODS,FOODS_1,B,3.28,0.9839999999999999,0.328,0.75,0.7387324910894334,1.0079052613579391,1.4,64.0,-62.6,-97.8125,0.9079415881271906,0.4920584118728093,-0.16920909703775722,0.732019363622874,-20.022782971690663,20.75480233531354,103.65593216815986
FOODS_1_048,CA_1,FOODS,FOODS_1,B,5.98,1.794,0.5980000000000001,0.7499999999999999,0.3249784814027209,1.0408329997330663,1.0,31.0,-30.0,-96.7741935483871,0.4993486711113233,0.5006513288886767,-0.1743701897086024,0.5964420212982853,-17.760651472484692,18.357093493782976,103.35822152820413
FOODS_1_049,CA_1,FOODS,FOODS_1,B,2.24,0.672,0.22400000000000003,0.7499999999999999,0.8047374966302488,1.1007452982594166,1.5,81.0,-79.5,-98.14814814814815,0.9881579724781828,0.5118420275218172,-0.18342047584793397,0.5493895433404519,-17.4229552030193,17.972344746359752,103.1532511961303
FOODS_1_050,CA_1,FOODS,FOODS_1,B,5.98,1.794,0.5980000000000001,0.7499999999999999,1.170106316457431,1.4327979804948263,2.1,60.0,-57.9,-96.5,1.4101745789498263,0.6898254210501737,-0.24006826249239532,2.1173375928479845,-33.08110569103383,35.19844328388181,106.40044384435994
FOODS_1_051,CA_1,FOODS,FOODS_1,B,3.87,1.161,0.387,0.75,0.8358553629872648,1.3228756555322954,1.7,63.0,-61.3,-97.3015873015873,1.057770626129248,0.6422293738707519,-0.2219152631419833,0.979528929248076,-23.087095898095715,24.06662482734379,104.24275505924012
FOODS_1_052,CA_1,FOODS,FOODS_1,C,0.98,0.294,0.098,0.7499999999999999,1.1844937926911383,1.5166623059417512,2.2,149.0,-146.8,-98.52348993288591,1.4399617455960945,0.7600382544039057,-0.25546795290495616,0.34886500427366895,-14.137678433265075,14.486543437538744,102.46762582640734
FOODS_1_053,CA_1,FOODS,FOODS_1,B,5.47,1.6409999999999998,0.547,0.75,0.1067811944675191,1.0,0.8,19.0,-18.2,-95.78947368421052,0.27598628589699087,0.5240137141030092,-0.16920509142947177,0.1662579935426159,-10.159362746505069,10.325620740047684,101.63650021847886
FOODS_1_054,CA_1,FOODS,FOODS_1,A,1.88,0.564,0.188,0.7499999999999999,1.7887286584039497,1.7559422921421233,3.0,132.0,-129.0,-97.72727272727273,2.085679073537892,0.9143209264621079,-0.2969504151339424,1.0044306633004947,-23.47087604888023,24.475306712180725,104.27947666379677
FOODS_1_055,CA_1,FOODS,FOODS_1,A,3.98,1.194,0.398,0.7499999999999999,2.1079015088572968,2.479545956046822,3.8,98.0,-94.2,-96.12244897959184,2.526671937613183,1.2733280623868168,-0.4187704287558862,2.5100617246801873,-35.648220797899185,38.15828252257937,107.04119776106221
FOODS_1_056,CA_1,FOODS,FOODS_1,C,2.24,0.672,0.22400000000000003,0.7499999999999999,0.82821178937969,1.0,1.5,82.0,-80.5,-98.17073170731707,0.9967360878558468,0.5032639121441532,-0.1685242984761568,0.5570755347188387,-17.6259222367158,18.18299777143464,103.16054687656806
FOODS_1_057,CA_1,FOODS,FOODS_1,C,2.24,0.672,0.22400000000000003,0.7499999999999999,0.5504100739031212,1.0,1.2,67.0,-65.8,-98.2089552238806,0.7179903547677425,0.4820096452322574,-0.1675802808646213,0.37451935787189733,-14.514832573782806,14.889351931654703,102.58025268957196
FOODS_1_058,CA_1,FOODS,FOODS_1,A,1.78,0.534,0.17800000000000002,0.75,2.684886791829693,1.0,3.4,166.0,-162.6,-97.95180722891565,2.8545613784456045,0.5454386215543954,-0.1696745866159115,1.4272477014532705,-27.636360604217263,29.063608305670535,105.16438369687316
FOODS_1_059,CA_1,FOODS,FOODS_1,C,4.73,1.419,0.4730000000000001,0.75,0.361145267249975,1.588233853211413,1.4,37.0,-35.6,-96.21621621621622,0.6276380201155295,0.7723619798844704,-0.2664927528655545,0.5252911340585817,-16.81771315436305,17.343004288421632,103.12343972832183
FOODS_1_060,CA_1,FOODS,FOODS_1,C,1.68,0.504,0.168,0.75,1.0333705695070985,1.0202966681339751,1.7,106.0,-104.3,-98.39622641509433,1.2045339800282133,0.49546601997178663,-0.17116341052111483,0.5238468345789593,-17.11357497729123,17.637421811870187,103.06100177942992
FOODS_1_061,CA_1,FOODS,FOODS_1,A,2.24,0.672,0.22400000000000003,0.7499999999999999,2.0162138541932526,1.6567163289800082,3.1,128.0,-124.9,-97.578125,2.2942037062386107,0.8057962937613894,-0.2779898520453581,1.3612065207897952,-26.86547238664285,28.226678907432646,105.0667507393861
FOODS_1_062,CA_1,FOODS,FOODS_1,B,3.94,1.182,0.394,0.7499999999999999,0.6253907208430618,1.2013000012992978,1.4,54.0,-52.6,-97.4074074074074,0.826421521902819,0.5735784780971809,-0.20103080105975724,0.7508403185188427,-20.290384223951335,21.04122454247018,103.70047363436584
FOODS_1_063,CA_1,FOODS,FOODS_1,B,2.24,0.672,0.22400000000000003,0.7499999999999999,0.3614233197522627,1.0,1.0,54.0,-53.0,-98.14814814814815,0.5284425254776024,0.4715574745223976,-0.16701920572533968,0.24948450282793172,-11.772164705501975,12.021649208329906,102.11927465397532
FOODS_1_064,CA_1,FOODS,FOODS_1,A,2.68,0.804,0.268,0.75,1.1539793176953306,1.1049431980420854,1.9,89.0,-87.1,-97.86516853932584,1.3403240783947146,0.5596759216052853,-0.186344760699384,0.9276274120391341,-22.61493417143061,23.54256158346974,104.10183556143622
FOODS_1_065,CA_1,FOODS,FOODS_1,B,3.28,0.9839999999999999,0.328,0.75,0.6528242529946947,1.0,1.3,60.0,-58.7,-97.83333333333334,0.8202868687793538,0.4797131312206463,-0.16746261578465904,0.649816371838512,-18.82349458007096,19.473310951909472,103.45215586337775
FOODS_1_066,CA_1,FOODS,FOODS_1,B,1.36,0.40800000000000003,0.136,0.75,1.6652827161707515,1.2724180205607036,2.5,149.0,-146.5,-98.3221476510067,1.8788946029180604,0.6211053970819396,-0.2136118867473089,0.6821186639874249,-19.35808620240311,20.040204866390535,103.5236885343694
FOODS_1_067,CA_1,FOODS,FOODS_1,A,1.97,0.591,0.197,0.7499999999999999,2.0489547565142763,2.2194427061597977,3.5,138.0,-134.5,-97.46376811594203,2.4213280307288665,1.0786719692711335,-0.3723732742145902,1.2185064882143466,-25.571423651866752,26.789930140081097,104.76511008852411
FOODS_1_068,CA_1,FOODS,FOODS_1,B,3.58,1.074,0.35800000000000004,0.75,0.2022502649798921,1.0,0.9,32.0,-31.1,-97.1875,0.37157100183585157,0.5284289981641485,-0.16932073685595947,0.20988967462893945,-11.166377620548797,11.376267295177737,101.87965768095368
FOODS_1_069,CA_1,FOODS,FOODS_1,B,2.48,0.744,0.248,0.75,1.4313282280584374,2.5018511664883785,3.1,103.0,-99.9,-96.99029126213593,1.8524911440076526,1.2475088559923475,-0.4211629159492152,1.0688712148555912,-24.12412239776603,25.19299361262162,104.43071543590978
FOODS_1_070,CA_1,FOODS,FOODS_1,C,0.98,0.294,0.098,0.7499999999999999,0.1389337896483688,1.3892063129334606,1.1,51.0,-49.9,-97.84313725490196,0.37394183539934533,0.7260581646006548,-0.23500804575097653,0.03878519947654335,-4.94353795445784,4.9823231539343835,100.7845636027042
FOODS_1_071,CA_1,FOODS,FOODS_1,C,2.0,0.6,0.2,0.7499999999999999,0.903967715809206,1.2614554456142482,1.8,91.0,-89.2,-98.02197802197803,1.1178990318293955,0.6821009681706045,-0.21393131602018955,0.5343192254635164,-17.476825827352634,18.01114505281615,103.05730131284632
FOODS_1_072,CA_1,FOODS,FOODS_1,B,4.74,1.422,0.47400000000000003,0.75,0.1176431424359476,1.0,0.8,21.0,-20.2,-96.19047619047618,0.2865310121548382,0.5134689878451618,-0.16888786971889064,0.16406279904557322,-9.730948601941444,9.895011400987018,101.685989781231
FOODS_1_073,CA_1,FOODS,FOODS_1,B,1.94,0.582,0.194,0.7499999999999999,0.8820425219278091,1.0157490003667402,1.6,91.0,-89.4,-98.24175824175825,1.0542355817259024,0.5457644182740977,-0.1721930597980933,0.5076868114193002,-16.96953500298402,17.477221814403322,102.99175440770784
FOODS_1_074,CA_1,FOODS,FOODS_1,A,2.24,0.672,0.22400000000000003,0.7499999999999999,1.6296454611383664,1.7224782195810826,2.8,115.0,-112.2,-97.56521739130434,1.9203888167976397,0.8796111832023601,-0.29074335565927334,1.0934683798506852,-24.29983766682003,25.393306046670713,104.49989993696028
FOODS_1_075,CA_1,FOODS,FOODS_1,B,3.28,0.9839999999999999,0.328,0.75,1.521008997842427,1.100144290680754,2.3,92.0,-89.7,-97.5,1.707536488197902,0.5924635118020978,-0.186527490355475,1.4858878725156472,-28.180436194830737,29.666324067346384,105.2727639211923
FOODS_1_076,CA_1,FOODS,FOODS_1,A,5.47,1.6409999999999998,0.547,0.75,1.3299933114399631,1.5719094983170854,2.4,67.0,-64.6,-96.41791044776119,1.595386085161266,0.8046139148387339,-0.2653927737213029,2.17790475433285,-33.73897463456936,35.91687938890221,106.45515987940351
FOODS_1_077,CA_1,FOODS,FOODS_1,C,2.97,0.891,0.29700000000000004,0.7499999999999999,0.3172860977964543,1.0,1.0,44.0,-43.0,-97.72727272727273,0.4861852991482044,0.5138147008517956,-0.16889920135175013,0.2805881353880668,-12.691064115817813,12.97165225120588,102.21091102233382
FOODS_1_078,CA_1,FOODS,FOODS_1,C,3.24,0.972,0.32400000000000007,0.75,0.3256789364501617,1.4156158567804524,1.3,43.0,-41.7,-96.97674418604652,0.5650135653992936,0.7349864346007065,-0.23933462894913188,0.31105758075748446,-13.509920098360594,13.820977679118078,102.30243834525143
FOODS_1_079,CA_1,FOODS,FOODS_1,C,5.58,1.674,0.558,0.7499999999999999,0.0380848494791816,1.0,0.7,11.0,-10.3,-93.63636363636364,0.20621977073342143,0.4937802292665785,-0.16813492125423984,0.06968252827699661,-6.052994615962468,6.122677144239464,101.15120750468265
FOODS_1_080,CA_1,FOODS,FOODS_1,A,7.58,2.274,0.758,0.75,0.9014066962728924,1.0,1.6,47.0,-45.4,-96.59574468085106,1.070747889112199,0.529252110887801,-0.1693411928393067,2.0337075997881877,-32.89293489690059,34.92664249668878,106.18280979232357
FOODS_1_081,CA_1,FOODS,FOODS_1,A,5.4,1.62,0.54,0.75,1.076971592247574,1.7197883467659494,2.2,60.0,-57.8,-96.33333333333333,1.3654516470861702,0.83454835291383,-0.2884800548385962,1.7613755577061276,-30.07374136074524,31.83511691845137,105.85685544268604
FOODS_1_082,CA_1,FOODS,FOODS_1,B,0.98,0.294,0.098,0.7499999999999999,12.170311746473091,3.5832871905482384,14.6,476.0,-461.4,-96.9327731092437,12.774979573222321,1.8250204267776784,-0.60466782674923,3.57699199270315,-41.87723779538255,45.4542297880857,108.54161396742732
FOODS_1_083,CA_1,FOODS,FOODS_1,B,1.97,0.591,0.197,0.7499999999999999,1.1557880408986634,1.4123416706693162,2.1,103.0,-100.9,-97.96116504854369,1.39362874125722,0.7063712587427802,-0.23784070035855653,0.6844794481106892,-19.380239023771853,20.064718471882543,103.53184213709183
FOODS_1_084,CA_1,FOODS,FOODS_1,C,5.5,1.65,0.55,0.7499999999999999,0.1084728145796759,1.0,0.8,19.0,-18.2,-95.78947368421052,0.2776322247475985,0.5223677752524015,-0.16915941016792263,0.17079089444471662,-10.211359807924712,10.382150702369428,101.67255779501738
FOODS_1_085,CA_1,FOODS,FOODS_1,A,0.98,0.294,0.098,0.7499999999999999,11.316626055721684,5.141493250974269,14.8,459.0,-444.2,-96.7755991285403,12.184138141943997,2.615861858056004,-0.8675120862223125,3.3257821516420463,-40.5458825861571,43.87166473779914,108.20251512487118
FOODS_1_086,CA_1,FOODS,FOODS_1,A,1.64,0.49199999999999994,0.164,0.75,3.5548759999350388,4.781728989356326,6.8,199.0,-192.2,-96.58291457286433,4.3618720960175,2.4381279039825,-0.8069960960824609,1.7461880949874797,-30.304001344042614,32.05018943903009,105.76223606632975
FOODS_1_087,CA_1,FOODS,FOODS_1,A,5.4,1.62,0.54,0.75,2.139958377333051,2.364586611073877,3.7,85.0,-81.3,-95.6470588235294,2.53731092608221,1.16268907391779,-0.39735254874915915,3.482591600337574,-41.27768990496062,44.76028150529819,108.43698280682865
FOODS_1_088,CA_1,FOODS,FOODS_1,A,4.74,1.422,0.47400000000000003,0.75,1.4098890439490703,1.736626907505759,2.6,74.0,-71.4,-96.48648648648648,1.7033432931713115,0.8966567068286886,-0.29345424922224117,1.9971388838528064,-32.40285037267257,34.39998925652537,106.16346667309591
FOODS_1_089,CA_1,FOODS,FOODS_1,C,3.48,1.044,0.34800000000000003,0.75,0.2215553773152695,1.0,0.9,34.0,-33.1,-97.3529411764706,0.39031502540391383,0.5096849745960862,-0.16875964808864433,0.23011851536224806,-11.523594914777146,11.753713430139394,101.99693339677498
FOODS_1_090,CA_1,FOODS,FOODS_1,B,3.28,0.9839999999999999,0.328,0.75,0.937027647186496,1.0559731838826991,1.6,72.0,-70.4,-97.77777777777779,1.1127533989652822,0.48724660103471784,-0.17572575177878624,0.9351324594424502,-22.38661972689132,23.321752186333768,104.17719365786675
FOODS_1_091,CA_1,FOODS,FOODS_1,B,2.38,0.714,0.238,0.75,1.1838463159274113,1.0,1.9,95.0,-93.1,-98.0,1.3535376631729108,0.5464623368270891,-0.1696913472454995,0.836367855340611,-21.482978307237104,22.319346162577716,103.89316529290942
FOODS_1_092,CA_1,FOODS,FOODS_1,B,1.78,0.534,0.17800000000000002,0.75,1.1191456242778306,1.0,1.8,107.0,-105.2,-98.3177570093458,1.2879851313547879,0.5120148686452122,-0.16883950707695727,0.596645413524609,-18.249168315514186,18.845813729038795,103.26943893118342
FOODS_1_093,CA_1,FOODS,FOODS_1,C,5.4,1.62,0.54,0.75,0.2116643742236576,1.0,0.9,27.0,-26.1,-96.66666666666667,0.3807338703547755,0.5192661296452246,-0.1690694961311179,0.3363851599663151,-14.1228049516769,14.459190111643215,102.38185800283514
FOODS_1_094,CA_1,FOODS,FOODS_1,B,3.28,0.9839999999999999,0.328,0.75,0.9489090544378904,1.0,1.6,73.0,-71.4,-97.8082191780822,1.1165609950867204,0.48343900491327974,-0.16765194064882993,0.940128025553777,-22.69903132057749,23.639159346131265,104.14170989182925
