item_id,store_id,cat_id,sell_price,Cu,Co,CR,forecast_mean,demand_std,Q_star,EOQ,expected_profit_newsvendor,expected_profit_eoq,profit_improvement
FOODS_1_043,CA_1,FOODS,1.78,0.534,0.178,0.75,0.0131942702761603,1.0,0.7,12.0,0.0051398794806749,-2.1266056795633737,2.131745559044049
FOODS_1_044,CA_1,FOODS,2.78,0.834,0.2779999999999999,0.75,0.9980460651829036,1.462041770116756,2.0,81.0,0.8285529400189222,-21.40817277551661,22.23672571553553
FOODS_1_045,CA_1,FOODS,1.78,0.534,0.178,0.75,2.83996932047543,2.272448275323592,4.4,171.0,1.5123223918089015,-28.415941843821496,29.9282642356304
FOODS_1_046,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,6.374042853816239,5.767034154413195,10.3,345.0,1.8709093890392463,-31.311375201304035,33.18228459034328
FOODS_1_047,CA_1,FOODS,3.28,0.984,0.328,0.75,0.7387324910894334,1.0079052613579391,1.4,64.0,0.732019363622874,-20.022782971690663,20.75480233531354
FOODS_1_048,CA_1,FOODS,5.98,1.794,0.5980000000000001,0.7499999999999999,0.3249784814027209,1.0408329997330663,1.0,31.0,0.5964420212982853,-17.760651472484692,18.357093493782976
FOODS_1_049,CA_1,FOODS,2.24,0.672,0.224,0.7499999999999999,0.8047374966302488,1.1007452982594166,1.5,81.0,0.5493895433404519,-17.4229552030193,17.972344746359752
FOODS_1_050,CA_1,FOODS,5.98,1.794,0.5980000000000001,0.7499999999999999,1.170106316457431,1.4327979804948263,2.1,60.0,2.1173375928479845,-33.08110569103383,35.19844328388181
FOODS_1_051,CA_1,FOODS,3.87,1.161,0.387,0.75,0.8358553629872648,1.3228756555322954,1.7,63.0,0.979528929248076,-23.087095898095715,24.06662482734379
FOODS_1_052,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,1.1844937926911383,1.5166623059417512,2.2,149.0,0.3488650042736689,-14.137678433265076,14.486543437538744
FOODS_1_053,CA_1,FOODS,5.47,1.6409999999999998,0.547,0.75,0.1067811944675191,1.0,0.8,19.0,0.1662579935426159,-10.159362746505067,10.325620740047684
FOODS_1_054,CA_1,FOODS,1.88,0.564,0.188,0.7499999999999999,1.7887286584039497,1.7559422921421233,3.0,132.0,1.004430663300495,-23.47087604888023,24.475306712180725
FOODS_1_055,CA_1,FOODS,3.98,1.194,0.398,0.7499999999999999,2.1079015088572968,2.479545956046822,3.8,98.0,2.5100617246801877,-35.648220797899185,38.15828252257937
FOODS_1_056,CA_1,FOODS,2.24,0.672,0.224,0.7499999999999999,0.82821178937969,1.0,1.5,82.0,0.5570755347188387,-17.6259222367158,18.18299777143464
FOODS_1_057,CA_1,FOODS,2.24,0.672,0.224,0.7499999999999999,0.5504100739031212,1.0,1.2,67.0,0.3745193578718973,-14.514832573782806,14.889351931654703
FOODS_1_058,CA_1,FOODS,1.78,0.534,0.178,0.75,2.684886791829693,1.0,3.4,166.0,1.4272477014532703,-27.636360604217263,29.06360830567053
FOODS_1_059,CA_1,FOODS,4.73,1.419,0.4730000000000001,0.75,0.361145267249975,1.588233853211413,1.4,37.0,0.5252911340585817,-16.81771315436305,17.343004288421632
FOODS_1_060,CA_1,FOODS,1.68,0.504,0.168,0.75,1.0333705695070985,1.0202966681339751,1.7,106.0,0.5238468345789593,-17.11357497729123,17.637421811870187
FOODS_1_061,CA_1,FOODS,2.24,0.672,0.224,0.7499999999999999,2.0162138541932526,1.6567163289800082,3.1,128.0,1.3612065207897952,-26.86547238664285,28.22667890743265
FOODS_1_062,CA_1,FOODS,3.94,1.182,0.394,0.7499999999999999,0.6253907208430618,1.2013000012992978,1.4,54.0,0.7508403185188427,-20.29038422395133,21.04122454247018
FOODS_1_063,CA_1,FOODS,2.24,0.672,0.224,0.7499999999999999,0.3614233197522627,1.0,1.0,54.0,0.2494845028279317,-11.772164705501975,12.021649208329906
FOODS_1_064,CA_1,FOODS,2.68,0.804,0.268,0.75,1.1539793176953306,1.1049431980420854,1.9,89.0,0.927627412039134,-22.61493417143061,23.54256158346974
FOODS_1_065,CA_1,FOODS,3.28,0.984,0.328,0.75,0.6528242529946947,1.0,1.3,60.0,0.649816371838512,-18.82349458007096,19.473310951909472
FOODS_1_066,CA_1,FOODS,1.36,0.408,0.136,0.75,1.6652827161707515,1.2724180205607036,2.5,149.0,0.6821186639874249,-19.35808620240311,20.040204866390532
FOODS_1_067,CA_1,FOODS,1.97,0.591,0.197,0.7499999999999999,2.0489547565142763,2.2194427061597977,3.5,138.0,1.2185064882143466,-25.571423651866752,26.789930140081097
FOODS_1_068,CA_1,FOODS,3.58,1.074,0.358,0.75,0.2022502649798921,1.0,0.9,32.0,0.2098896746289394,-11.166377620548795,11.376267295177737
FOODS_1_069,CA_1,FOODS,2.48,0.744,0.248,0.75,1.4313282280584374,2.5018511664883785,3.1,103.0,1.0688712148555912,-24.12412239776603,25.19299361262162
FOODS_1_070,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,0.1389337896483688,1.3892063129334606,1.1,51.0,0.0387851994765433,-4.94353795445784,4.982323153934384
FOODS_1_071,CA_1,FOODS,2.0,0.6,0.2,0.7499999999999999,0.903967715809206,1.2614554456142482,1.8,91.0,0.5343192254635164,-17.476825827352634,18.01114505281615
FOODS_1_072,CA_1,FOODS,4.74,1.422,0.474,0.75,0.1176431424359476,1.0,0.8,21.0,0.1640627990455732,-9.730948601941444,9.895011400987018
FOODS_1_073,CA_1,FOODS,1.94,0.582,0.194,0.7499999999999999,0.8820425219278091,1.0157490003667402,1.6,91.0,0.5076868114193002,-16.96953500298402,17.477221814403322
FOODS_1_074,CA_1,FOODS,2.24,0.672,0.224,0.7499999999999999,1.6296454611383664,1.7224782195810826,2.8,115.0,1.0934683798506852,-24.29983766682003,25.393306046670716
FOODS_1_075,CA_1,FOODS,3.28,0.984,0.328,0.75,1.521008997842427,1.100144290680754,2.3,92.0,1.4858878725156472,-28.180436194830737,29.666324067346384
FOODS_1_076,CA_1,FOODS,5.47,1.6409999999999998,0.547,0.75,1.3299933114399631,1.5719094983170854,2.4,67.0,2.17790475433285,-33.73897463456936,35.91687938890221
FOODS_1_077,CA_1,FOODS,2.97,0.891,0.297,0.7499999999999999,0.3172860977964543,1.0,1.0,44.0,0.2805881353880668,-12.691064115817811,12.97165225120588
FOODS_1_078,CA_1,FOODS,3.24,0.972,0.324,0.75,0.3256789364501617,1.4156158567804524,1.3,43.0,0.3110575807574844,-13.509920098360594,13.820977679118078
FOODS_1_079,CA_1,FOODS,5.58,1.674,0.558,0.7499999999999999,0.0380848494791816,1.0,0.7,11.0,0.0696825282769966,-6.052994615962468,6.122677144239464
FOODS_1_080,CA_1,FOODS,7.58,2.274,0.758,0.75,0.9014066962728924,1.0,1.6,47.0,2.033707599788188,-32.89293489690059,34.92664249668878
FOODS_1_081,CA_1,FOODS,5.4,1.62,0.54,0.75,1.076971592247574,1.7197883467659494,2.2,60.0,1.7613755577061276,-30.07374136074524,31.83511691845137
FOODS_1_082,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,12.170311746473091,3.5832871905482384,14.6,476.0,3.57699199270315,-41.87723779538255,45.4542297880857
FOODS_1_083,CA_1,FOODS,1.97,0.591,0.197,0.7499999999999999,1.1557880408986634,1.4123416706693162,2.1,103.0,0.6844794481106892,-19.380239023771853,20.064718471882543
FOODS_1_084,CA_1,FOODS,5.5,1.65,0.55,0.7499999999999999,0.1084728145796759,1.0,0.8,19.0,0.1707908944447166,-10.211359807924712,10.382150702369428
FOODS_1_085,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,11.316626055721684,5.141493250974269,14.8,459.0,3.3257821516420463,-40.5458825861571,43.87166473779914
FOODS_1_086,CA_1,FOODS,1.64,0.4919999999999999,0.164,0.75,3.5548759999350388,4.781728989356326,6.8,199.0,1.7461880949874795,-30.30400134404261,32.05018943903009
FOODS_1_087,CA_1,FOODS,5.4,1.62,0.54,0.75,2.139958377333051,2.364586611073877,3.7,85.0,3.482591600337574,-41.27768990496062,44.76028150529819
FOODS_1_088,CA_1,FOODS,4.74,1.422,0.474,0.75,1.4098890439490703,1.736626907505759,2.6,74.0,1.9971388838528064,-32.40285037267257,34.39998925652537
FOODS_1_089,CA_1,FOODS,3.48,1.044,0.348,0.75,0.2215553773152695,1.0,0.9,34.0,0.230118515362248,-11.523594914777146,11.753713430139394
FOODS_1_090,CA_1,FOODS,3.28,0.984,0.328,0.75,0.937027647186496,1.0559731838826991,1.6,72.0,0.9351324594424502,-22.38661972689132,23.321752186333768
FOODS_1_091,CA_1,FOODS,2.38,0.714,0.238,0.75,1.1838463159274113,1.0,1.9,95.0,0.836367855340611,-21.482978307237104,22.31934616257772
FOODS_1_092,CA_1,FOODS,1.78,0.534,0.178,0.75,1.1191456242778306,1.0,1.8,107.0,0.596645413524609,-18.249168315514183,18.845813729038795
FOODS_1_093,CA_1,FOODS,5.4,1.62,0.54,0.75,0.2116643742236576,1.0,0.9,27.0,0.3363851599663151,-14.1228049516769,14.459190111643217
FOODS_1_094,CA_1,FOODS,3.28,0.984,0.328,0.75,0.9489090544378904,1.0,1.6,73.0,0.940128025553777,-22.69903132057749,23.639159346131265
FOODS_1_095,CA_1,FOODS,3.02,0.906,0.302,0.75,0.1155773701046283,1.0,0.8,26.0,0.1021121759329545,-7.71238253691361,7.814494712846565
FOODS_1_096,CA_1,FOODS,5.74,1.722,0.5740000000000001,0.7499999999999999,0.4928017644160876,1.0,1.2,40.0,0.8319153982358873,-21.828527148900665,22.660442547136554
FOODS_1_097,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,1.963461918731373,1.452511053241372,2.9,191.0,0.580759260530804,-17.9483229278573,18.529082188388102
FOODS_1_098,CA_1,FOODS,4.5,1.35,0.45,0.75,0.3467088370035777,1.0,1.0,37.0,0.4760347449594717,-16.025924093393563,16.501958838353033
FOODS_1_099,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,12.159493139532271,6.666666666666667,16.7,476.0,3.571174048024673,-41.88147868930335,45.45265273732802
FOODS_1_101,CA_1,FOODS,1.97,0.591,0.197,0.7499999999999999,0.6588095500170005,1.0,1.3,78.0,0.3947624411041001,-14.846858074586606,15.241620515690707
FOODS_1_102,CA_1,FOODS,1.78,0.534,0.178,0.75,0.0768916707231649,1.0,0.8,28.0,0.0332378167007042,-4.929253130445107,4.962490947145811
FOODS_1_103,CA_1,FOODS,3.94,1.182,0.394,0.7499999999999999,1.6777299766159146,1.425393290199597,2.6,88.0,1.995877440281108,-32.02789755685332,34.023774997134424
FOODS_1_104,CA_1,FOODS,3.28,0.984,0.328,0.75,0.8638811299603695,2.0092379244472363,2.2,69.0,0.8553690466271298,-21.498587957492,22.353957004119124
FOODS_1_105,CA_1,FOODS,1.88,0.564,0.188,0.7499999999999999,0.2643332398450306,1.4777897123279868,1.3,51.0,0.1426253514735369,-9.389221403636537,9.531846755110074
FOODS_1_106,CA_1,FOODS,3.28,0.984,0.328,0.75,1.2517666917593075,1.1700630833624397,2.0,83.0,1.242787237195455,-25.581682100411783,26.82446933760724
FOODS_1_107,CA_1,FOODS,5.58,1.674,0.558,0.7499999999999999,0.3049344358593183,1.0,1.0,32.0,0.5003872602260271,-17.175386339162003,17.67577359938803
FOODS_1_108,CA_1,FOODS,2.5,0.75,0.25,0.75,1.7089632290709915,2.0625150312102583,3.1,112.0,1.2817456710948851,-26.291036770929008,27.572782442023893
FOODS_1_109,CA_1,FOODS,2.24,0.672,0.224,0.7499999999999999,0.8952356178589083,1.0,1.6,85.0,0.5955857655554462,-18.237868886398424,18.83345465195387
FOODS_1_110,CA_1,FOODS,1.78,0.534,0.178,0.75,3.792246652606534,1.0,4.5,197.0,2.019793351995243,-32.365920383344154,34.385713735339394
FOODS_1_111,CA_1,FOODS,5.98,1.794,0.5980000000000001,0.7499999999999999,0.6840533221552513,1.0,1.4,46.0,1.204949367677838,-25.871744453404645,27.076693821082483
FOODS_1_112,CA_1,FOODS,1.98,0.594,0.198,0.7499999999999999,2.578082313807912,1.7316689200529207,3.7,154.0,1.53896077347741,-28.45015880746413,29.989119580941544
FOODS_1_113,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,1.176829239287912,1.1996472144565833,2.0,148.0,0.3447940746259152,-14.04268293819914,14.387477012825054
FOODS_1_114,CA_1,FOODS,3.28,0.984,0.328,0.75,0.8738993363773944,1.0,1.5,70.0,0.8727515657780426,-21.813444070672865,22.686195636450904
FOODS_1_115,CA_1,FOODS,3.58,1.074,0.358,0.75,0.2361271938503431,1.2013000012992976,1.0,35.0,0.2671973467112535,-12.19186585840631,12.459063205117562
FOODS_1_116,CA_1,FOODS,2.48,0.744,0.248,0.75,0.8747542934068802,1.7713176275208626,2.1,80.0,0.6442032199177753,-18.97224374094037,19.61644696085815
FOODS_1_117,CA_1,FOODS,2.24,0.672,0.224,0.7499999999999999,1.0441690460150412,1.6603053202991782,2.2,92.0,0.6946038039376043,-19.672424534770528,20.36702833870813
FOODS_1_118,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,1.3102005293904129,1.5361602650076456,2.3,156.0,0.3889546573439435,-14.77440139247896,15.163356049822902
FOODS_1_119,CA_1,FOODS,3.28,0.984,0.328,0.75,0.6048179557287572,1.0,1.3,58.0,0.5891855515708407,-18.230478842083876,18.819664393654712
FOODS_1_120,CA_1,FOODS,1.78,0.534,0.178,0.75,1.3560262869320492,1.0,2.0,118.0,0.7286097042269835,-20.038509283704386,20.767118987931365
FOODS_1_121,CA_1,FOODS,1.18,0.354,0.118,0.75,0.7005858977517126,1.3466595945123114,1.6,104.0,0.2489003574125728,-11.941323456261191,12.190223813673764
FOODS_1_122,CA_1,FOODS,1.98,0.594,0.198,0.7499999999999999,1.5864245110244404,1.0,2.3,121.0,0.9354101448750632,-22.70155178726864,23.636961932143706
FOODS_1_123,CA_1,FOODS,3.28,0.984,0.328,0.75,0.6020863165913715,1.0,1.3,58.0,0.5856913047336422,-18.234062752632124,18.819754057365767
FOODS_1_124,CA_1,FOODS,2.24,0.672,0.224,0.7499999999999999,1.1965643282748477,2.1119463677653987,2.6,99.0,0.8080875050746998,-21.10387836186574,21.91196586694044
FOODS_1_125,CA_1,FOODS,5.28,1.584,0.528,0.75,0.4371135361949217,1.6150744900671326,1.5,39.0,0.7041411512680799,-19.66881621155633,20.372957362824405
FOODS_1_126,CA_1,FOODS,2.38,0.714,0.238,0.75,1.1265258496509165,1.0,1.8,93.0,0.8045464474612922,-21.06154739113233,21.866093838593617
FOODS_1_127,CA_1,FOODS,1.94,0.582,0.194,0.7499999999999999,0.8429676265608956,1.0,1.5,89.0,0.4934521870624658,-16.611857121788745,17.10530930885121
FOODS_1_128,CA_1,FOODS,3.94,1.182,0.394,0.7499999999999999,0.62345613699022,1.0338196500275416,1.3,54.0,0.7437738258409214,-20.293433128103416,21.037206953944334
FOODS_1_129,CA_1,FOODS,5.74,1.722,0.5740000000000001,0.7499999999999999,0.8168171983974933,1.1221672153735642,1.6,51.0,1.3932771761139058,-27.39858771247936,28.791864888593263
FOODS_1_130,CA_1,FOODS,1.78,0.534,0.178,0.75,3.5293160308418843,1.8257418583505536,4.8,190.0,1.8785206803768384,-31.30712698604058,33.18564766641742
FOODS_1_131,CA_1,FOODS,2.98,0.894,0.298,0.75,0.5938200659733376,1.0,1.3,60.0,0.5224895653871411,-17.17216648135978,17.69465604674692
FOODS_1_132,CA_1,FOODS,1.78,0.534,0.178,0.75,1.1311473129186542,1.0,1.8,108.0,0.6048873555021526,-18.41862311320192,19.023510468704075
FOODS_1_133,CA_1,FOODS,3.24,0.972,0.324,0.75,0.2756718968706041,1.0,1.0,39.0,0.2533391010225704,-12.278729221655698,12.532068322678269
FOODS_1_134,CA_1,FOODS,1.98,0.594,0.198,0.7499999999999999,0.8944674656483741,1.0,1.6,91.0,0.5258596551496362,-17.309581767206488,17.835441422356123
FOODS_1_135,CA_1,FOODS,2.48,0.744,0.248,0.75,0.6011360465230151,1.0,1.3,67.0,0.4419198613117521,-16.01967304184917,16.461592903160923
FOODS_1_136,CA_1,FOODS,4.74,1.422,0.474,0.75,0.4695403275192106,1.030615986761952,1.2,43.0,0.6527795943607553,-19.49175153902358,20.144531133384334
FOODS_1_137,CA_1,FOODS,1.97,0.591,0.197,0.7499999999999999,1.0026260475678652,1.969005872765271,2.3,96.0,0.5976438633753476,-18.121930674516523,18.71957453789187
FOODS_1_138,CA_1,FOODS,2.48,0.744,0.248,0.75,0.5782439345513255,1.0904831219021407,1.3,65.0,0.4330973605717989,-15.546382016925085,15.979479377496885
FOODS_1_139,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,4.09128432754853,3.062618100519493,6.2,276.0,1.199166082534582,-25.444216543600977,26.64338262613556
FOODS_1_140,CA_1,FOODS,6.98,2.094,0.6980000000000001,0.75,1.0928123621548451,1.38395950639602,2.0,53.0,2.3037297643662766,-33.942867884863674,36.24659764922995
FOODS_1_141,CA_1,FOODS,3.28,0.984,0.328,0.75,0.5474883500792506,1.0,1.2,55.0,0.5447516633085745,-17.321695284696023,17.866446948004597
FOODS_1_142,CA_1,FOODS,1.48,0.444,0.148,0.75,1.452899623453966,1.4584183648679576,2.4,134.0,0.6495948558528447,-18.97188342291525,19.62147827876809
FOODS_1_143,CA_1,FOODS,1.97,0.591,0.197,0.7499999999999999,1.389955210134344,1.8401748249129448,2.6,113.0,0.826619242256015,-21.165715294414134,21.992334536670157
FOODS_1_144,CA_1,FOODS,6.98,2.094,0.6980000000000001,0.75,0.8548449173048905,1.1379690439434391,1.6,47.0,1.8031410034922464,-30.419272990884757,32.222413994377
FOODS_1_145,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,1.496458708883485,1.4272480642961256,2.5,167.0,0.4364133669301214,-15.779388186117671,16.215801553047793
FOODS_1_146,CA_1,FOODS,2.24,0.672,0.224,0.7499999999999999,1.2766857501418951,1.3608276348795434,2.2,102.0,0.8568813904024816,-21.704089567872867,22.560970958275348
FOODS_1_147,CA_1,FOODS,4.76,1.428,0.476,0.75,0.5363532003030838,1.0261140545329517,1.2,45.0,0.7771513160233137,-20.398783506622927,21.17593482264624
FOODS_1_148,CA_1,FOODS,4.76,1.428,0.476,0.75,0.1044544627580075,1.0,0.8,20.0,0.140363181896605,-9.321118702908754,9.46148188480536
FOODS_1_149,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,1.9310980455801328,2.0158105227158782,3.3,190.0,0.5669608495467148,-17.86300956613259,18.429970415679303
FOODS_1_150,CA_1,FOODS,4.74,1.422,0.474,0.75,1.3829911414746927,1.1379690439434391,2.2,73.0,1.945535463971117,-31.979848795763985,33.925384259735104
FOODS_1_151,CA_1,FOODS,10.98,3.294,1.098,0.75,0.28402070218272,1.0,1.0,22.0,0.8946911357930171,-22.908581076013498,23.803272211806515
FOODS_1_152,CA_1,FOODS,8.23,2.469,0.8230000000000001,0.75,0.4054660688508104,1.0,1.1,30.0,0.9866312691911678,-23.35520570134313,24.341836970534303
FOODS_1_153,CA_1,FOODS,1.88,0.564,0.188,0.7499999999999999,1.8848743604588432,2.9105028123685805,3.8,135.0,1.070655161942173,-23.96257448093495,25.033229642877124
FOODS_1_154,CA_1,FOODS,1.48,0.444,0.148,0.75,4.0091522325070645,3.1444500532789728,6.1,222.0,1.783834814569636,-30.482581878355816,32.26641669292545
FOODS_1_155,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,2.402832570659984,1.1564175661505611,3.2,212.0,0.7049653162431613,-19.83408963230129,20.539054948544447
FOODS_1_156,CA_1,FOODS,2.38,0.714,0.238,0.75,1.4094792104407294,1.6212053782007012,2.5,104.0,1.0069720188004148,-23.410175791660425,24.41714781046084
FOODS_1_157,CA_1,FOODS,4.73,1.419,0.4730000000000001,0.75,0.4012913821202619,1.0,1.1,39.0,0.5593420729554175,-17.687756705028466,18.247098777983883
FOODS_1_158,CA_1,FOODS,4.68,1.404,0.4679999999999999,0.75,0.5985010512885183,1.0,1.3,48.0,0.8291277686769329,-21.343606031987896,22.17273380066483
FOODS_1_159,CA_1,FOODS,4.73,1.419,0.4730000000000001,0.75,0.2482794748639026,1.0,0.9,31.0,0.3612984594793265,-14.1932552335575,14.554553693036826
FOODS_1_160,CA_1,FOODS,2.24,0.672,0.224,0.7499999999999999,0.6096847351313659,1.0,1.3,70.0,0.4066142772386238,-15.1337224773223,15.540336754560924
FOODS_1_161,CA_1,FOODS,0.98,0.294,0.098,0.7499999999999999,10.07369918040449,6.644708231703153,14.6,433.0,2.9578989554881114,-38.48510992128144,41.44300887676955
